@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute target {1,2,3}

@data
-0.768301,-0.444955,-0.419023,-0.397942,-0.356773,-0.298969,-0.252779,-0.25837,-0.242525,-0.188837,-0.09137,-0.010938,-0.022733,-0.107388,-0.202028,-0.275536,-0.312885,-0.311453,-0.286987,-0.299026,-0.381276,-0.421397,-0.408766,-0.364503,-0.336961,-0.326564,-0.333296,-0.384834,-0.442222,-0.463332,-0.464358,-0.456499,-0.43164,-0.395507,-0.350988,-0.304182,-0.26827,-0.257705,-0.275816,-0.308187,-0.332561,-0.343569,-0.35844,-0.357768,-0.353802,-0.339473,-0.300611,-0.256462,-0.24933,-0.301922,-0.379609,-0.43194,-0.441123,-0.453694,-0.4701,-0.466578,-0.44124,-0.407243,-0.348388,-0.204769,-0.015812,0.126741,0.082551,-0.051324,-0.139377,-0.222204,-0.296056,-0.332841,-0.277467,-0.21528,-0.140538,-0.166457,-0.198683,-0.272245,-0.389334,-0.378973,-0.279746,-0.117441,0.077948,0.371333,0.680029,0.919855,1.250998,1.60002,1.911511,2.138173,2.006272,1.710342,1.609307,1.583959,1.617618,1.753741,1.966859,2.301057,2.767141,3.427086,4.161975,4.824123,5.393243,5.486131,5.333096,4.760537,4.257058,3.433141,2.655118,1.955306,1.28078,0.65821,0.101398,-0.392358,-0.7485,-1.016321,-1.237549,-1.375462,-1.490183,-1.562605,-1.678081,-1.860693,-2.008017,-2.101439,-2.165345,-2.211922,-2.249584,-2.281616,-2.30721,-2.333469,-2.355214,-2.369983,-2.382618,-2.396299,-2.405722,-2.413278,-2.412247,-2.407919,-2.381507,3
-0.775628,-0.457204,-0.433095,-0.417093,-0.367809,-0.31597,-0.270661,-0.277703,-0.261541,-0.206137,-0.113862,-0.030236,-0.038922,-0.127746,-0.224097,-0.293022,-0.326013,-0.324019,-0.298918,-0.309995,-0.38904,-0.432589,-0.420181,-0.383608,-0.355596,-0.345941,-0.351974,-0.398521,-0.456721,-0.475921,-0.478772,-0.468626,-0.443361,-0.410406,-0.365822,-0.321145,-0.284154,-0.266322,-0.286459,-0.315675,-0.341915,-0.3521,-0.36567,-0.363772,-0.357662,-0.341245,-0.302872,-0.259221,-0.25109,-0.302979,-0.382292,-0.433329,-0.441829,-0.458898,-0.470666,-0.466788,-0.443484,-0.407345,-0.349809,-0.205889,-0.014597,0.128492,0.085889,-0.047667,-0.14389,-0.224339,-0.294909,-0.337081,-0.282584,-0.217287,-0.145845,-0.175251,-0.205006,-0.279359,-0.38827,-0.37676,-0.281677,-0.115884,0.082193,0.376748,0.684909,0.924462,1.252129,1.604559,1.91741,2.149472,2.013605,1.711289,1.617445,1.580869,1.616827,1.757633,1.973266,2.294233,2.766538,3.418619,4.164884,4.855135,5.379648,5.52879,5.341099,4.81917,4.267796,3.425855,2.664163,1.95605,1.279674,0.668301,0.108283,-0.388432,-0.741008,-1.011198,-1.230256,-1.371608,-1.489147,-1.566536,-1.674854,-1.848946,-1.987882,-2.07932,-2.139857,-2.187596,-2.225264,-2.254547,-2.28076,-2.307171,-2.328018,-2.34331,-2.355072,-2.368016,-2.378835,-2.386214,-2.385788,-2.380568,-2.355462,3
-0.807174,-0.500022,-0.47622,-0.456537,-0.414354,-0.359788,-0.306803,-0.301101,-0.28062,-0.216474,-0.127737,-0.044029,-0.054492,-0.146138,-0.244305,-0.310405,-0.354113,-0.347275,-0.318811,-0.330737,-0.402933,-0.436474,-0.426357,-0.379611,-0.349567,-0.342739,-0.349191,-0.405912,-0.466051,-0.487881,-0.492307,-0.478045,-0.449535,-0.412969,-0.359919,-0.307579,-0.263184,-0.246175,-0.26427,-0.298571,-0.327958,-0.340921,-0.356821,-0.351321,-0.343139,-0.329789,-0.292568,-0.249721,-0.244809,-0.298702,-0.376839,-0.429587,-0.438647,-0.453825,-0.46424,-0.462005,-0.440878,-0.400222,-0.334323,-0.180783,0.016886,0.167774,0.123918,-0.01912,-0.115238,-0.211003,-0.288002,-0.323488,-0.264521,-0.196456,-0.120199,-0.151852,-0.184236,-0.260701,-0.386464,-0.370845,-0.272788,-0.095192,0.123711,0.435954,0.770108,1.017589,1.359329,1.740148,2.043208,2.272025,2.128421,1.761285,1.656329,1.587105,1.612572,1.737832,1.94111,2.252635,2.712344,3.366002,4.100244,4.796742,5.370845,5.482641,5.303253,4.777622,4.274896,3.396988,2.60604,1.917958,1.242978,0.624422,0.06186,-0.434022,-0.781897,-1.043999,-1.257326,-1.389626,-1.495658,-1.563566,-1.67591,-1.854594,-1.998707,-2.090549,-2.154706,-2.198781,-2.235759,-2.2685,-2.29063,-2.315386,-2.336914,-2.350734,-2.363257,-2.375093,-2.384544,-2.39192,-2.391636,-2.385561,-2.359888,3
-0.801003,-0.493247,-0.468745,-0.455851,-0.418649,-0.366417,-0.31508,-0.311163,-0.29321,-0.232527,-0.144802,-0.063192,-0.078697,-0.170655,-0.267903,-0.339806,-0.373734,-0.368686,-0.336023,-0.347073,-0.420863,-0.455113,-0.44375,-0.397848,-0.360503,-0.35023,-0.356645,-0.410293,-0.471899,-0.492916,-0.49323,-0.480343,-0.454197,-0.415611,-0.364682,-0.31482,-0.27091,-0.257534,-0.276195,-0.307039,-0.329134,-0.337572,-0.351674,-0.350116,-0.344526,-0.327497,-0.29148,-0.247729,-0.237912,-0.287198,-0.368519,-0.423829,-0.432578,-0.449574,-0.459427,-0.458186,-0.433532,-0.393407,-0.330356,-0.178203,0.023893,0.172882,0.134866,-0.010474,-0.110226,-0.201594,-0.27868,-0.317407,-0.26197,-0.192601,-0.121855,-0.151921,-0.189143,-0.257957,-0.379514,-0.36501,-0.259297,-0.081588,0.133321,0.437682,0.781893,1.014455,1.368201,1.740762,2.03423,2.288244,2.129424,1.791191,1.670406,1.604099,1.628006,1.744969,1.957259,2.267405,2.719628,3.368041,4.101078,4.823035,5.334434,5.474615,5.334906,4.776301,4.259593,3.391595,2.605277,1.915978,1.237015,0.618799,0.060616,-0.429044,-0.777272,-1.037856,-1.256632,-1.392599,-1.501671,-1.58334,-1.689034,-1.860358,-1.994633,-2.085697,-2.144714,-2.191859,-2.227629,-2.257636,-2.282441,-2.308244,-2.328724,-2.342706,-2.355973,-2.367593,-2.376194,-2.38443,-2.384052,-2.377964,-2.353034,3
-0.802154,-0.491291,-0.470968,-0.456788,-0.420191,-0.368451,-0.317777,-0.315756,-0.291707,-0.22867,-0.14055,-0.060074,-0.079166,-0.174197,-0.271038,-0.3398,-0.37312,-0.365455,-0.331144,-0.341845,-0.407404,-0.444651,-0.431583,-0.384165,-0.357996,-0.347898,-0.356104,-0.411313,-0.47487,-0.498089,-0.499038,-0.483386,-0.460633,-0.427205,-0.37179,-0.318323,-0.272152,-0.252801,-0.266239,-0.298096,-0.324257,-0.336421,-0.347422,-0.342355,-0.337564,-0.319953,-0.283634,-0.239335,-0.231736,-0.288247,-0.369828,-0.422151,-0.427872,-0.44619,-0.456927,-0.454801,-0.429064,-0.391126,-0.326636,-0.170196,0.033046,0.186807,0.140691,-0.000251,-0.109348,-0.196071,-0.269806,-0.313984,-0.253375,-0.187159,-0.116396,-0.154413,-0.186752,-0.258507,-0.377534,-0.358322,-0.259121,-0.078233,0.136014,0.448867,0.778627,1.032142,1.372623,1.758067,2.061216,2.298172,2.147873,1.787092,1.665094,1.608091,1.625976,1.744619,1.957003,2.267525,2.724272,3.380622,4.136975,4.82812,5.33685,5.466725,5.302571,4.74694,4.218933,3.366423,2.599959,1.894689,1.228741,0.612774,0.04996,-0.439189,-0.786472,-1.044587,-1.263726,-1.403464,-1.515157,-1.593883,-1.704958,-1.873637,-2.00356,-2.090184,-2.152911,-2.194564,-2.232755,-2.260719,-2.286905,-2.314471,-2.332003,-2.348129,-2.359878,-2.372243,-2.381447,-2.38962,-2.389112,-2.382925,-2.358738,3
-0.813465,-0.504352,-0.484708,-0.473273,-0.431817,-0.373809,-0.324692,-0.317885,-0.289408,-0.232561,-0.135282,-0.0541,-0.068332,-0.164075,-0.261749,-0.328165,-0.365952,-0.35809,-0.329714,-0.337515,-0.408361,-0.438901,-0.423021,-0.37696,-0.346663,-0.337323,-0.348452,-0.404052,-0.470303,-0.495189,-0.499705,-0.485121,-0.462173,-0.425394,-0.367584,-0.315886,-0.27231,-0.252653,-0.267236,-0.301373,-0.330612,-0.341442,-0.3589,-0.356324,-0.349028,-0.33463,-0.296851,-0.252506,-0.248205,-0.303392,-0.381238,-0.435007,-0.441947,-0.458972,-0.468652,-0.466428,-0.442901,-0.401921,-0.339422,-0.179315,0.026652,0.179939,0.129572,-0.013756,-0.113987,-0.204323,-0.280682,-0.31804,-0.25896,-0.192916,-0.114768,-0.150867,-0.185499,-0.260684,-0.384692,-0.372656,-0.271481,-0.089863,0.12917,0.438378,0.771867,1.017337,1.372292,1.74671,2.060728,2.28302,2.132392,1.790503,1.669075,1.602114,1.615933,1.735159,1.935638,2.250037,2.706396,3.362462,4.099815,4.80619,5.373354,5.462756,5.330648,4.807647,4.258159,3.410595,2.619332,1.91135,1.24652,0.620559,0.056419,-0.429629,-0.78108,-1.038055,-1.255518,-1.383954,-1.486568,-1.55481,-1.664914,-1.847351,-1.993322,-2.083891,-2.147308,-2.192057,-2.229385,-2.256876,-2.283355,-2.308633,-2.329359,-2.342888,-2.354761,-2.367702,-2.378451,-2.384234,-2.383224,-2.378148,-2.354771,3
-0.800797,-0.483774,-0.466873,-0.455652,-0.419361,-0.366091,-0.315296,-0.311175,-0.288172,-0.226648,-0.133523,-0.051558,-0.061334,-0.146488,-0.237419,-0.304306,-0.346895,-0.335451,-0.302528,-0.316804,-0.372737,-0.3866,-0.36113,-0.31193,-0.275631,-0.273756,-0.292814,-0.355046,-0.430554,-0.463361,-0.473713,-0.46779,-0.446094,-0.408345,-0.356376,-0.301654,-0.256849,-0.242322,-0.259062,-0.299853,-0.327572,-0.33713,-0.359464,-0.35646,-0.35446,-0.341666,-0.307456,-0.26603,-0.259016,-0.311253,-0.390441,-0.444037,-0.450452,-0.461219,-0.472579,-0.4749,-0.448604,-0.405902,-0.342066,-0.196426,-0.002054,0.146041,0.098389,-0.041533,-0.135847,-0.224882,-0.296358,-0.332041,-0.268667,-0.196284,-0.121943,-0.142846,-0.175304,-0.274551,-0.40786,-0.398672,-0.297783,-0.126227,0.085101,0.392838,0.727466,0.965125,1.291527,1.670477,1.997878,2.207544,2.07337,1.740854,1.62616,1.581345,1.588943,1.715288,1.929226,2.241549,2.704327,3.350589,4.091686,4.833698,5.364979,5.534059,5.333059,4.814658,4.290699,3.417057,2.635362,1.953129,1.268902,0.644936,0.083559,-0.40922,-0.763621,-1.020645,-1.235064,-1.351218,-1.423834,-1.46379,-1.577285,-1.807496,-1.991621,-2.101258,-2.167391,-2.214349,-2.252546,-2.282495,-2.310566,-2.334565,-2.356596,-2.370424,-2.384499,-2.397276,-2.406575,-2.414409,-2.414774,-2.408957,-2.383595,3
-0.779259,-0.464638,-0.445745,-0.434785,-0.407247,-0.358164,-0.312794,-0.306446,-0.292176,-0.240571,-0.150996,-0.070901,-0.090299,-0.187973,-0.294593,-0.380987,-0.427137,-0.41704,-0.383234,-0.393128,-0.44174,-0.456327,-0.420656,-0.356998,-0.29929,-0.279569,-0.292785,-0.355935,-0.433876,-0.46832,-0.465898,-0.453909,-0.436304,-0.402768,-0.352367,-0.303464,-0.268711,-0.267823,-0.296825,-0.323637,-0.33207,-0.336732,-0.35275,-0.353654,-0.354332,-0.344311,-0.307954,-0.264166,-0.251825,-0.300462,-0.382532,-0.431341,-0.437205,-0.455859,-0.473539,-0.469262,-0.449387,-0.403072,-0.331497,-0.183305,0.005526,0.159516,0.113001,-0.029766,-0.121532,-0.211548,-0.279367,-0.316637,-0.259565,-0.197368,-0.122086,-0.151805,-0.186971,-0.271808,-0.400274,-0.385286,-0.281453,-0.1073,0.102403,0.369871,0.710245,0.963823,1.314101,1.683368,1.981192,2.218079,2.095322,1.751632,1.645581,1.600224,1.616797,1.746511,1.96088,2.280434,2.730683,3.389403,4.146181,4.835879,5.365788,5.479139,5.331291,4.793825,4.267234,3.428805,2.64647,1.951442,1.273886,0.66494,0.102823,-0.387731,-0.742709,-1.002633,-1.220636,-1.337376,-1.417422,-1.46819,-1.585507,-1.809509,-1.981707,-2.089582,-2.155496,-2.20334,-2.240534,-2.270231,-2.298569,-2.324418,-2.346691,-2.35977,-2.372732,-2.385965,-2.394941,-2.402606,-2.403175,-2.398665,-2.37282,3
-0.777313,-0.474774,-0.455211,-0.443618,-0.409797,-0.359517,-0.311478,-0.300517,-0.276792,-0.216206,-0.125229,-0.050579,-0.057912,-0.15222,-0.248395,-0.31977,-0.360929,-0.369732,-0.351288,-0.364554,-0.43726,-0.487944,-0.478617,-0.437043,-0.410999,-0.400607,-0.403666,-0.449066,-0.499102,-0.514797,-0.5147,-0.497559,-0.472753,-0.436007,-0.389045,-0.338456,-0.295224,-0.278526,-0.290353,-0.317684,-0.340031,-0.346955,-0.358939,-0.351903,-0.343104,-0.328273,-0.286917,-0.242291,-0.237014,-0.293351,-0.370514,-0.422423,-0.434887,-0.450379,-0.464343,-0.465102,-0.441473,-0.403253,-0.339631,-0.185701,0.021626,0.174966,0.123551,-0.023535,-0.132191,-0.208942,-0.275772,-0.319517,-0.26304,-0.200976,-0.141484,-0.17229,-0.209422,-0.260087,-0.365531,-0.345899,-0.245972,-0.069064,0.137244,0.436818,0.770734,1.004577,1.339692,1.724332,2.010079,2.233985,2.099261,1.749834,1.636811,1.583688,1.614238,1.740967,1.96091,2.279243,2.762474,3.417368,4.173798,4.870167,5.415726,5.453918,5.345466,4.845067,4.231553,3.394973,2.606798,1.924831,1.26285,0.640128,0.083369,-0.411455,-0.7666,-1.033366,-1.256227,-1.405197,-1.535421,-1.636006,-1.740084,-1.87626,-1.982015,-2.061739,-2.117058,-2.160443,-2.199494,-2.228166,-2.255239,-2.278781,-2.298913,-2.314872,-2.325613,-2.339233,-2.348634,-2.355357,-2.355057,-2.349225,-2.325142,3
-0.777047,-0.474125,-0.458267,-0.446353,-0.411981,-0.36461,-0.315758,-0.304942,-0.279925,-0.216121,-0.122688,-0.043992,-0.055746,-0.149496,-0.242423,-0.315247,-0.353761,-0.360395,-0.340482,-0.357761,-0.431288,-0.477721,-0.469624,-0.436605,-0.409322,-0.4021,-0.403514,-0.449778,-0.499241,-0.515933,-0.515123,-0.49887,-0.47408,-0.437846,-0.391536,-0.339717,-0.293176,-0.275806,-0.286891,-0.319568,-0.34014,-0.348671,-0.360371,-0.357261,-0.348313,-0.331503,-0.292347,-0.245697,-0.240493,-0.297811,-0.372294,-0.423159,-0.434738,-0.456354,-0.467706,-0.466745,-0.44039,-0.402158,-0.343688,-0.186066,0.0122,0.171002,0.116659,-0.031248,-0.132186,-0.219597,-0.280628,-0.322325,-0.265089,-0.203933,-0.139627,-0.176161,-0.209278,-0.261115,-0.363305,-0.345178,-0.246535,-0.06823,0.142092,0.441585,0.767104,0.989801,1.325499,1.705423,2.003583,2.224492,2.089363,1.738695,1.626367,1.59127,1.611869,1.743131,1.964358,2.287297,2.758044,3.42114,4.15988,4.838045,5.421398,5.478624,5.305095,4.802625,4.251071,3.407343,2.636395,1.950304,1.279315,0.658188,0.091674,-0.405181,-0.758555,-1.024457,-1.251277,-1.403501,-1.530857,-1.628461,-1.734739,-1.872189,-1.978959,-2.05841,-2.116348,-2.160195,-2.196468,-2.226309,-2.252106,-2.276283,-2.297768,-2.31252,-2.324502,-2.338717,-2.346009,-2.352784,-2.353695,-2.347772,-2.323669,3
-0.793481,-0.475009,-0.457279,-0.438026,-0.406453,-0.347566,-0.302005,-0.296967,-0.272086,-0.213839,-0.118825,-0.037432,-0.054006,-0.148406,-0.242473,-0.310838,-0.349329,-0.339265,-0.307594,-0.317479,-0.388432,-0.417903,-0.399874,-0.355781,-0.322482,-0.317356,-0.330954,-0.38868,-0.455093,-0.482888,-0.485995,-0.476202,-0.452853,-0.416651,-0.363455,-0.310909,-0.26436,-0.245846,-0.262458,-0.299641,-0.326092,-0.339844,-0.354737,-0.350632,-0.347714,-0.333842,-0.297673,-0.253405,-0.24944,-0.300905,-0.377141,-0.428837,-0.437195,-0.453185,-0.466502,-0.463259,-0.440074,-0.396888,-0.334571,-0.184131,0.011493,0.161201,0.116562,-0.026254,-0.123488,-0.210743,-0.286801,-0.326564,-0.264039,-0.197565,-0.123415,-0.146907,-0.183889,-0.266891,-0.387408,-0.375329,-0.274309,-0.102359,0.111838,0.420073,0.748835,0.982463,1.327056,1.68724,2.019732,2.2256,2.09584,1.756359,1.646137,1.591791,1.615569,1.741516,1.953852,2.26431,2.730455,3.379285,4.124097,4.798982,5.365912,5.45901,5.276911,4.838191,4.236577,3.412184,2.624168,1.919586,1.250739,0.633448,0.070543,-0.418626,-0.769463,-1.035389,-1.252717,-1.383834,-1.486022,-1.55021,-1.663618,-1.853367,-2.00266,-2.099187,-2.162093,-2.209344,-2.246025,-2.276096,-2.301527,-2.328107,-2.348971,-2.363387,-2.375713,-2.389566,-2.398095,-2.405115,-2.406926,-2.399411,-2.373888,3
-0.788292,-0.473672,-0.455609,-0.43886,-0.40306,-0.352475,-0.305389,-0.303953,-0.279499,-0.221864,-0.126604,-0.048169,-0.06248,-0.161681,-0.259828,-0.334736,-0.372682,-0.362061,-0.332544,-0.341871,-0.409441,-0.443537,-0.421598,-0.37671,-0.338073,-0.329234,-0.340221,-0.392841,-0.462152,-0.488304,-0.491091,-0.478631,-0.455192,-0.419545,-0.36593,-0.314738,-0.274097,-0.256432,-0.277418,-0.308462,-0.329512,-0.339517,-0.356517,-0.352527,-0.351321,-0.335414,-0.299026,-0.255,-0.2477,-0.298385,-0.376169,-0.428199,-0.435582,-0.452471,-0.46607,-0.460218,-0.439625,-0.397548,-0.331116,-0.178072,0.016942,0.166558,0.124218,-0.016681,-0.118378,-0.20404,-0.279559,-0.319163,-0.26402,-0.194712,-0.126423,-0.15408,-0.191419,-0.264122,-0.38238,-0.368198,-0.26927,-0.092978,0.117056,0.424247,0.750421,0.994057,1.3345,1.707731,2.003956,2.244591,2.099494,1.772563,1.660605,1.600254,1.636792,1.757372,1.973575,2.286995,2.754029,3.399832,4.119104,4.803428,5.386719,5.454944,5.307561,4.726602,4.247652,3.420754,2.635263,1.919336,1.257954,0.643107,0.082352,-0.411485,-0.764324,-1.027239,-1.250221,-1.381424,-1.489405,-1.559651,-1.674795,-1.858006,-2.000303,-2.092943,-2.154777,-2.202334,-2.239357,-2.268422,-2.295425,-2.321533,-2.342077,-2.356208,-2.367938,-2.380616,-2.390684,-2.397868,-2.398257,-2.392979,-2.367909,3
-0.785834,-0.474862,-0.456281,-0.441233,-0.409334,-0.354497,-0.308319,-0.309027,-0.2885,-0.224774,-0.143274,-0.068304,-0.079597,-0.166055,-0.262055,-0.327596,-0.364706,-0.360143,-0.335869,-0.348063,-0.421019,-0.469338,-0.460634,-0.421757,-0.39281,-0.38176,-0.383478,-0.424254,-0.476288,-0.494103,-0.49123,-0.475622,-0.447234,-0.405671,-0.359285,-0.309059,-0.268902,-0.250559,-0.268581,-0.302628,-0.329195,-0.33913,-0.352369,-0.348892,-0.339776,-0.324377,-0.286102,-0.242787,-0.238498,-0.290706,-0.367376,-0.418544,-0.43029,-0.444061,-0.456016,-0.453327,-0.435268,-0.396913,-0.338754,-0.186601,0.011495,0.160638,0.119665,-0.016896,-0.119883,-0.207404,-0.2785,-0.318521,-0.263239,-0.200549,-0.131849,-0.163951,-0.189544,-0.250059,-0.364068,-0.353766,-0.251879,-0.078697,0.128198,0.427793,0.757069,0.98441,1.325957,1.702345,1.983992,2.233345,2.100084,1.750351,1.63763,1.584713,1.611863,1.742477,1.961528,2.280172,2.754241,3.424401,4.15408,4.846485,5.387196,5.545312,5.278032,4.807684,4.234008,3.393074,2.603665,1.92492,1.2609,0.637468,0.075491,-0.41556,-0.764816,-1.026244,-1.241456,-1.381079,-1.506705,-1.606333,-1.722214,-1.875923,-1.996301,-2.07762,-2.139303,-2.182777,-2.221957,-2.249658,-2.276845,-2.303275,-2.323462,-2.335908,-2.350071,-2.36241,-2.3713,-2.378952,-2.378855,-2.37261,-2.348728,3
-0.775897,-0.46261,-0.443663,-0.428478,-0.394199,-0.341155,-0.298379,-0.293293,-0.274957,-0.215847,-0.128024,-0.053863,-0.061869,-0.154967,-0.251944,-0.32235,-0.35955,-0.359678,-0.334839,-0.34239,-0.421679,-0.466363,-0.458148,-0.419097,-0.395366,-0.388059,-0.387325,-0.427865,-0.47872,-0.496213,-0.48948,-0.47489,-0.44461,-0.404787,-0.357583,-0.309453,-0.272949,-0.260345,-0.275394,-0.3087,-0.333047,-0.345377,-0.357158,-0.353959,-0.346661,-0.330673,-0.291712,-0.251714,-0.2443,-0.295302,-0.373383,-0.422122,-0.431299,-0.446265,-0.458496,-0.458443,-0.435018,-0.401121,-0.341855,-0.195801,0.002549,0.154101,0.109459,-0.026928,-0.123452,-0.207797,-0.281306,-0.32324,-0.266617,-0.202115,-0.139587,-0.164849,-0.195368,-0.255149,-0.36307,-0.349825,-0.248963,-0.082199,0.119586,0.425017,0.743558,0.976664,1.300259,1.667213,1.954374,2.196705,2.064693,1.737899,1.630679,1.589894,1.62527,1.752264,1.975057,2.297652,2.770867,3.420613,4.155668,4.864595,5.387237,5.481768,5.308046,4.748075,4.258869,3.406461,2.646347,1.933708,1.268384,0.660462,0.092734,-0.3976,-0.748615,-1.014275,-1.231558,-1.37885,-1.508583,-1.616545,-1.736349,-1.882057,-1.995559,-2.076177,-2.135227,-2.181385,-2.218401,-2.246075,-2.274552,-2.299112,-2.319209,-2.335236,-2.34757,-2.360367,-2.370034,-2.377946,-2.377654,-2.371676,-2.346963,3
-0.777294,-0.464571,-0.447511,-0.436186,-0.402669,-0.35108,-0.304759,-0.291842,-0.262771,-0.204714,-0.109586,-0.033277,-0.048433,-0.133627,-0.229879,-0.300462,-0.339123,-0.345999,-0.329234,-0.343058,-0.415661,-0.458531,-0.449295,-0.413085,-0.388698,-0.378928,-0.383594,-0.430413,-0.478562,-0.497261,-0.499441,-0.482975,-0.457709,-0.418355,-0.371014,-0.320777,-0.281252,-0.263144,-0.275837,-0.308924,-0.332323,-0.344034,-0.358719,-0.352748,-0.34288,-0.325648,-0.288761,-0.244145,-0.240433,-0.299457,-0.376197,-0.424362,-0.43724,-0.452286,-0.467741,-0.462555,-0.44055,-0.403625,-0.345351,-0.192369,0.011419,0.161108,0.112105,-0.032925,-0.135701,-0.217027,-0.282027,-0.323366,-0.267704,-0.20395,-0.14055,-0.170392,-0.199347,-0.264609,-0.371901,-0.356375,-0.256772,-0.087605,0.120771,0.423274,0.750689,0.978141,1.316291,1.683993,1.993741,2.220208,2.07297,1.720685,1.616734,1.566649,1.604082,1.73452,1.955228,2.28165,2.764061,3.420653,4.152748,4.869512,5.405332,5.477556,5.310534,4.764184,4.270233,3.419248,2.630831,1.943789,1.271364,0.651358,0.089571,-0.408818,-0.761313,-1.029946,-1.248432,-1.393483,-1.517276,-1.610909,-1.719987,-1.872613,-1.993157,-2.073878,-2.136527,-2.180738,-2.218718,-2.248303,-2.274434,-2.300213,-2.320064,-2.334686,-2.347949,-2.360995,-2.369921,-2.377505,-2.376188,-2.371383,-2.346586,3
