@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute target {1,2,3}

@data
-1.512731,-0.746478,0.401353,1.595476,2.496117,3.024982,2.911624,2.20186,1.279771,0.317841,-0.763618,-1.599727,-1.295301,-0.226313,0.926781,2.053704,2.988894,3.147001,3.070103,3.26956,3.182294,2.067584,0.895767,-0.227111,-1.185298,-1.328762,-1.620646,-2.171215,-2.472415,-2.447155,-2.082176,-1.635056,-1.375575,-1.517546,-1.9384,-2.429943,-2.528247,-2.08553,-1.510537,-1.130932,1
-1.727787,-1.096628,0.207015,1.359279,2.392212,2.995262,3.024598,2.394749,1.215122,0.107172,-1.109053,-1.770177,-1.4589,-0.32805,0.870406,2.113824,3.071262,3.086302,3.120412,3.635568,3.190708,1.983719,0.862084,-0.396571,-1.336405,-1.470486,-1.723039,-2.317139,-2.512892,-2.187412,-1.39152,-1.306347,-1.363144,-1.119535,-1.507956,-2.141168,-2.581154,-2.254233,-1.435424,-1.094675,2
-1.774037,-0.94174,0.385207,1.432505,2.594231,2.963229,2.889727,2.10003,0.905018,-0.104943,-1.364568,-1.757486,-1.040307,0.256786,1.408904,2.691901,3.298595,2.919155,2.895784,3.336056,3.005806,1.864056,0.824188,-0.38483,-1.389263,-1.150686,-1.518878,-1.974428,-2.538039,-2.492836,-1.812057,-1.42028,-1.074183,-1.395676,-1.984349,-2.498995,-2.573377,-2.112076,-1.486632,-0.981511,2
-1.631979,-0.847797,0.347273,1.479432,2.594603,3.047364,2.990273,2.435581,1.307096,0.179139,-0.948784,-1.700956,-1.313632,-0.246641,0.872147,2.012868,3.027133,3.139848,2.98995,3.479395,3.083612,1.969411,0.842532,-0.316873,-1.317431,-1.360072,-1.695994,-2.251981,-2.422373,-2.190738,-1.869407,-1.585378,-1.275293,-1.337702,-1.776091,-2.298244,-2.531684,-2.189789,-1.540184,-1.148632,2
-1.376015,-0.878822,0.230014,1.30472,2.286928,2.95932,3.242416,2.600519,1.765297,0.838285,-0.208238,-1.164944,-1.319796,-0.679636,0.392402,1.444344,2.691302,3.123262,3.010014,3.187275,3.248852,2.287685,1.067223,-0.082878,-1.072748,-1.393368,-1.673221,-2.138742,-2.49072,-2.385084,-2.079051,-1.818123,-1.421332,-1.445565,-1.913737,-2.387305,-2.529928,-2.25792,-1.722387,-1.2403,1
-1.39203,-0.6691,0.503311,1.546871,2.503194,3.089436,2.992172,2.206318,1.255987,0.238461,-0.90129,-1.504798,-1.384682,-0.413818,0.697986,1.884913,2.905412,3.179036,3.094809,3.309975,3.186842,2.090279,1.011636,-0.162634,-1.127527,-1.250241,-1.597704,-2.19068,-2.422947,-2.377366,-2.186304,-1.642685,-1.232151,-1.255118,-1.700404,-2.226605,-2.681289,-2.43871,-1.758391,-1.180163,1
-1.754978,-0.897393,0.341399,1.480475,2.652888,3.152348,3.09561,2.759987,1.465312,0.342184,-0.878854,-1.685172,-1.62886,-0.643968,0.502338,1.752157,2.839304,3.131793,2.993951,3.313504,3.060943,1.943479,0.784706,-0.416125,-1.407443,-0.968275,-1.42649,-2.015003,-2.539769,-2.475491,-2.058119,-1.487955,-1.113921,-1.307465,-1.824675,-2.43272,-2.635043,-2.028382,-1.286085,-0.700194,2
-1.588268,-1.004746,0.16473,1.265794,2.359107,3.030555,3.017067,2.544941,1.493991,0.473745,-0.718596,-1.572062,-1.297007,-0.300308,0.783866,1.941548,2.956083,3.164722,2.974869,3.267243,3.21793,2.149953,1.018168,-0.218306,-1.255991,-1.323305,-1.650375,-2.221478,-2.533044,-2.311372,-1.818907,-1.50033,-1.244205,-1.401977,-1.817363,-2.323086,-2.583991,-2.254647,-1.654387,-1.230561,2
-1.552196,-0.953367,0.191619,1.285802,2.513744,3.051267,2.969515,2.720763,1.562008,0.390071,-0.820864,-1.401146,-1.115011,-0.107095,0.988415,2.238503,2.803467,2.517355,2.920007,3.226665,3.304858,2.163916,1.004689,-0.27664,-1.247375,-1.320943,-1.645306,-2.275774,-2.55835,-2.372064,-2.050415,-1.687008,-1.328416,-1.322262,-1.740743,-2.276195,-2.669517,-2.345339,-1.65561,-1.131029,2
-1.600928,-0.995044,0.125783,1.315739,2.376928,2.995749,3.053458,2.437275,1.359559,0.240976,-0.870515,-1.450677,-1.271103,-0.215592,0.94197,2.208583,3.31227,3.074466,2.984084,3.407596,3.11756,1.92996,0.786882,-0.439649,-1.311316,-1.345472,-1.786703,-2.277942,-2.48403,-2.186094,-1.749555,-1.5848,-1.229951,-1.307651,-1.79098,-2.282076,-2.588894,-2.200279,-1.558825,-1.140762,1
-1.711883,-0.898575,0.327084,1.399371,2.609718,3.20711,3.158204,2.805787,1.656854,0.538159,-0.619115,-1.580016,-1.644752,-0.615571,0.483151,1.659088,2.791733,3.305705,3.108612,3.274902,2.926431,1.844412,0.698353,-0.458437,-1.49065,-1.380236,-1.643289,-2.272295,-2.468905,-2.128893,-1.781867,-1.375971,-1.143234,-1.545752,-2.018866,-2.528762,-2.365365,-1.827785,-1.206662,-1.087795,2
-1.536802,-0.768057,0.418218,1.533987,2.667792,3.207814,3.157981,2.634673,1.495693,0.410567,-0.721238,-1.423693,-1.353831,-0.516438,0.644596,1.809591,2.976129,3.165246,3.080874,3.403104,2.84409,1.74167,0.657025,-0.47534,-1.438071,-1.240407,-1.640738,-2.117128,-2.383853,-2.203532,-1.988125,-1.737358,-1.40589,-1.629059,-2.033235,-2.451845,-2.409401,-1.937699,-1.398244,-1.039065,2
-1.581945,-0.79915,0.368109,1.451384,2.440717,3.031511,2.995444,2.34524,1.246675,0.256133,-0.807788,-1.614972,-1.322472,-0.217318,0.905327,2.008654,3.037793,3.129025,3.054154,3.542641,3.133501,2.021146,0.870447,-0.343462,-1.294853,-1.412036,-1.807275,-2.224743,-2.244583,-2.267109,-1.893705,-1.730799,-1.427483,-1.391986,-1.755277,-2.277077,-2.495896,-2.185758,-1.551425,-1.190791,2
-1.609234,-0.830193,0.340642,1.37226,2.480393,3.086346,2.949506,2.26039,1.301908,0.272288,-0.826777,-1.555865,-1.247916,-0.295933,0.904869,2.128958,3.250392,3.156448,3.08498,3.523659,3.016232,1.901217,0.778236,-0.34839,-1.292485,-1.193311,-1.608769,-2.130492,-2.278282,-2.238825,-1.899875,-1.672945,-1.604336,-1.454372,-1.814702,-2.238297,-2.473985,-2.201652,-1.755387,-1.236698,1
-1.436611,-0.836905,0.271616,1.333246,2.447435,3.046313,2.974597,2.433247,1.443067,0.32142,-0.804531,-1.434161,-1.087347,-0.167915,0.889779,2.154813,3.182559,3.208715,2.994569,3.331939,3.099442,1.895346,0.72743,-0.391061,-1.175174,-1.497679,-1.762164,-2.194748,-2.42829,-2.327789,-1.933518,-1.66987,-1.403738,-1.568022,-1.958817,-2.395643,-2.408666,-2.043774,-1.538331,-1.290779,1
-1.547934,-0.747286,0.453691,1.561225,2.701931,3.092621,2.980071,2.230187,1.10168,0.155527,-1.115983,-1.614675,-1.010721,0.163375,1.284911,2.50136,3.029465,2.961224,3.089026,3.303443,2.89754,1.719644,0.560886,-0.674458,-1.461416,-1.233763,-1.566128,-2.150848,-2.678743,-2.480787,-1.919725,-1.515987,-1.305455,-1.181571,-1.53093,-2.019595,-2.633307,-2.437844,-1.795862,-1.164788,2
-1.548109,-0.895633,0.19467,1.356321,2.449637,3.087888,3.063911,2.805867,1.722929,0.626845,-0.498823,-1.413532,-1.395805,-0.528991,0.644554,1.698544,2.857688,3.213847,2.976303,3.208444,3.064636,1.99643,0.849291,-0.29711,-1.269502,-1.365571,-1.66218,-2.221723,-2.592089,-2.314307,-1.824371,-1.548776,-1.23662,-1.471507,-1.934631,-2.431602,-2.595308,-2.094347,-1.51879,-1.158477,2
-1.660148,-0.8662,0.246932,1.306745,2.467189,3.056028,2.941997,2.164241,1.083885,-0.029453,-1.17645,-1.655748,-1.160133,-0.097715,1.14031,2.300049,3.31875,3.180078,2.892851,3.46389,3.174884,1.957171,0.847568,-0.351778,-1.36544,-1.469801,-1.825888,-2.269121,-2.395454,-2.27019,-1.90375,-1.486268,-1.242678,-1.54729,-2.023056,-2.50063,-2.338863,-1.770174,-1.04935,-1.086991,2
-1.486068,-1.016699,0.066714,1.196086,2.38503,3.063999,3.063221,2.67548,1.568604,0.354414,-0.74384,-1.466135,-1.203035,-0.303855,0.791094,1.943088,2.965473,3.016857,3.023776,3.524468,3.135361,1.944886,0.809986,-0.291432,-1.226038,-1.618052,-2.128731,-2.479433,-2.301412,-2.116201,-1.649117,-1.1986,-1.138779,-1.708069,-2.163505,-2.605145,-2.412841,-1.86888,-1.143076,-1.259594,2
-1.550961,-0.827176,0.29247,1.318928,2.445374,3.020847,2.995931,2.683742,1.584983,0.445841,-0.755594,-1.490179,-1.282467,-0.250537,0.784323,1.961008,2.853702,3.087716,2.943742,3.202991,3.108307,2.042172,0.901038,-0.27472,-1.275052,-1.237967,-1.685965,-2.315444,-2.705962,-2.441744,-1.803635,-1.367059,-1.216023,-1.667695,-2.232155,-2.729886,-2.511345,-1.9184,-1.189261,-0.943888,2
-1.714363,-1.027593,0.158146,1.397433,2.569398,3.109941,3.106301,2.424032,1.145539,0.00084,-1.188203,-1.738681,-1.163111,-0.022965,1.060083,2.162639,3.114424,3.029099,3.064911,3.320137,3.051762,1.881854,0.723365,-0.465568,-1.384189,-1.154882,-1.538448,-2.248557,-2.66584,-2.350743,-1.822837,-1.479975,-1.057471,-1.087632,-1.65786,-2.335488,-2.719221,-2.199205,-1.413966,-0.883105,2
-1.490277,-0.861221,0.266081,1.477014,2.488193,3.137163,3.119996,2.758851,1.786334,0.583235,-0.440189,-1.370828,-1.415727,-0.548721,0.584346,1.701066,2.737259,3.044159,3.024724,3.14171,3.030048,2.061381,0.863647,-0.2686,-1.210109,-1.251949,-1.58738,-2.113624,-2.580756,-2.435225,-1.964242,-1.677616,-1.307556,-1.339358,-1.739969,-2.330496,-2.698992,-2.359634,-1.652219,-1.16052,1
-1.426751,-0.803677,0.25036,1.361936,2.249582,3.003135,3.202554,2.97176,2.096862,1.002864,-0.160181,-1.122603,-1.464964,-0.807566,0.304989,1.477708,2.649857,3.139113,3.006235,3.235774,2.998368,1.959111,0.795654,-0.385995,-1.209126,-1.244762,-1.582398,-2.155763,-2.581428,-2.38798,-1.909164,-1.526686,-1.263456,-1.399742,-1.856727,-2.315873,-2.633386,-2.401981,-1.809804,-1.255852,2
-1.661925,-0.891253,0.304674,1.420476,2.523612,3.116688,2.944581,2.254216,1.162684,0.002602,-1.193648,-1.739757,-1.184673,-0.125548,0.984531,2.065891,3.097029,3.064236,3.08204,3.517728,3.160609,2.058457,0.861087,-0.340769,-1.355891,-1.325284,-1.704602,-2.314012,-2.380383,-2.158108,-1.835899,-1.490327,-1.199813,-1.416419,-1.919572,-2.440313,-2.452428,-1.998908,-1.411336,-1.080271,2
-1.591205,-0.827503,0.383118,1.487465,2.691372,3.055589,3.06296,2.638814,1.437312,0.370815,-0.915745,-1.661315,-1.317209,-0.266285,0.795164,1.974701,2.940276,3.093447,2.979751,3.352605,3.027899,1.844334,0.726278,-0.419439,-1.335503,-1.243592,-1.491718,-1.790385,-2.3242,-2.567088,-2.266196,-1.898845,-1.403482,-1.176574,-1.423988,-1.956878,-2.480588,-2.43331,-1.82352,-1.247329,2
-1.612755,-0.845441,0.236925,1.356465,2.313288,3.11659,3.124887,2.399318,1.377014,0.253131,-0.908617,-1.504591,-1.293372,-0.353624,0.836124,2.066458,3.134676,3.283366,3.151126,3.409626,3.016043,1.855547,0.721825,-0.464457,-1.417657,-1.485674,-1.852813,-2.431191,-2.477772,-1.989007,-1.601524,-1.374896,-1.082331,-1.448833,-1.891767,-2.416705,-2.537281,-2.054676,-1.424837,-1.182587,2
-1.354368,-0.756817,0.322177,1.456968,2.469748,3.099432,3.015448,2.325387,1.417799,0.34231,-0.805671,-1.452847,-1.353041,-0.564777,0.642158,1.77849,2.930062,3.12862,3.035165,3.44335,3.263052,2.21523,1.003943,-0.201413,-1.201818,-1.408439,-1.64781,-2.141813,-2.427483,-2.252603,-1.84425,-1.685986,-1.581454,-1.358156,-1.606637,-2.089484,-2.448635,-2.339241,-1.904708,-1.461887,1
-1.522356,-0.772757,0.401094,1.495498,2.452851,3.061774,3.091253,2.453743,1.539945,0.631586,-0.516506,-1.403978,-1.475316,-0.538297,0.580935,1.700812,2.850908,3.265737,3.076368,3.361926,3.08488,2.036427,0.889157,-0.264965,-1.314265,-1.252918,-1.44064,-2.008811,-2.332182,-2.376464,-1.968515,-1.76335,-1.561538,-1.499213,-1.825575,-2.218219,-2.518703,-2.259068,-1.769498,-1.371757,1
-1.380967,-0.710453,0.397476,1.396586,2.399851,3.08695,2.952129,2.235109,1.275165,0.210357,-0.962128,-1.51128,-1.253539,-0.280814,0.827174,2.019038,3.004937,2.990282,2.980285,3.295456,3.356132,2.238573,1.003275,-0.142248,-1.13101,-1.320542,-1.683764,-2.161321,-2.375195,-2.439432,-2.122249,-1.611579,-1.276764,-1.50142,-1.973277,-2.536487,-2.603275,-2.136637,-1.473763,-1.080634,2
-1.615877,-0.885911,0.22653,1.398896,2.566373,3.035578,3.019238,2.4587,1.272583,0.142741,-1.106373,-1.632369,-1.259656,-0.273607,0.900881,2.117849,3.13543,3.115946,2.946568,3.347101,3.105996,1.942156,0.823774,-0.324434,-1.320044,-1.187545,-1.695491,-2.278987,-2.609758,-2.291283,-1.779671,-1.35886,-1.122341,-1.385902,-1.909859,-2.525609,-2.618102,-2.088596,-1.352456,-0.93361,2
-1.837335,-0.992783,0.044424,1.203747,2.509689,3.15191,3.264993,2.723069,1.560326,0.435197,-0.818997,-1.730946,-1.540359,-0.469454,0.653033,1.773546,2.845636,3.172891,2.985001,3.34635,3.041913,1.937945,0.794824,-0.40963,-1.481868,-1.127842,-1.64266,-2.42595,-2.601087,-2.150399,-1.661109,-1.206368,-1.012903,-1.318081,-1.837827,-2.517607,-2.646555,-1.967634,-1.245941,-0.801159,2
-1.383577,-0.778,0.216009,1.341065,2.432345,3.13272,2.990543,2.34745,1.413398,0.44721,-0.722194,-1.311876,-1.063957,-0.135483,0.930623,2.107664,2.975766,2.982533,3.032856,3.259476,3.151131,2.056725,0.917792,-0.2202,-1.106121,-1.391396,-1.712218,-2.135978,-2.488072,-2.394936,-2.174021,-1.707846,-1.505911,-1.750583,-2.034205,-2.451656,-2.485522,-2.037067,-1.548766,-1.19572,1
-1.340601,-0.766011,0.274211,1.258313,2.208702,2.900616,2.643759,1.736203,0.667537,-0.336436,-1.205813,-1.398303,-0.647888,0.457956,1.625666,2.859896,3.379977,2.944382,3.016958,3.510011,3.20816,2.069953,0.793094,-0.465396,-1.197968,-1.21822,-1.68476,-2.196518,-2.457353,-2.446803,-2.009225,-1.600385,-1.341629,-1.616898,-2.105556,-2.61357,-2.524681,-2.035381,-1.400625,-0.945378,1
-1.65941,-0.912529,0.201703,1.412061,2.570643,3.153589,3.091793,2.491068,1.50139,0.409189,-0.696425,-1.579162,-1.476459,-0.391907,0.762065,1.917859,2.975846,3.27004,3.043181,3.37212,2.992508,1.954186,0.859309,-0.277582,-1.329688,-1.563703,-1.818611,-2.18648,-2.168706,-2.101994,-1.885214,-1.661299,-1.331113,-1.492011,-1.8673,-2.193906,-2.345358,-2.084117,-1.576435,-1.379142,1
-1.552464,-0.84166,0.327309,1.334228,2.339131,2.954427,2.829657,2.068014,1.096411,-0.017877,-1.153843,-1.587992,-1.161259,-0.031854,1.110192,2.29947,3.273476,3.111519,2.971742,3.484857,3.256534,2.134288,0.987344,-0.220798,-1.232242,-1.364161,-1.657065,-2.223157,-2.461876,-2.237612,-1.970947,-1.624306,-1.297369,-1.316213,-1.761316,-2.306977,-2.605315,-2.17628,-1.609404,-1.166611,2
-1.579371,-0.954269,0.129298,1.270186,2.451301,3.031114,3.043165,2.460077,1.325536,0.208546,-0.845447,-1.478177,-1.383229,-0.413093,0.761419,1.90859,3.060701,3.240986,2.987964,3.333082,3.265895,2.118929,1.0015,-0.207191,-1.259274,-1.308016,-1.688235,-2.238105,-2.513199,-2.184886,-1.765576,-1.531231,-1.175327,-1.332084,-1.793636,-2.38059,-2.610758,-2.184797,-1.608443,-1.163352,2
-1.529596,-0.850638,0.263027,1.431978,2.579245,3.115895,3.009245,2.155979,1.041746,-0.068086,-1.117048,-1.594067,-1.126364,-0.091418,1.059196,2.202152,3.265147,3.255689,3.022842,3.521103,3.029056,1.824917,0.704821,-0.412766,-1.279129,-1.35413,-1.804025,-2.146602,-2.287595,-2.247644,-1.983537,-1.507279,-1.283447,-1.605177,-2.091195,-2.522016,-2.35235,-1.872404,-1.302274,-1.053251,1
-1.495954,-0.770234,0.429406,1.502056,2.416433,3.004175,2.848529,2.259984,1.210495,0.011385,-1.065426,-1.49105,-1.012826,-0.015784,1.151903,2.350109,3.160818,2.940106,3.018996,3.299655,3.157735,2.01883,0.880877,-0.284532,-1.170826,-1.14623,-1.47974,-2.002555,-2.519739,-2.420989,-2.057211,-1.798884,-1.450898,-1.469915,-1.824928,-2.310819,-2.670437,-2.322359,-1.724967,-1.155189,2
-1.753628,-0.939052,0.199283,1.390752,2.504409,3.090809,2.979465,2.175068,1.054481,-0.1189,-1.260443,-1.772664,-1.12697,-0.008399,1.12996,2.300997,3.259295,3.143148,3.051382,3.429976,3.084969,1.951972,0.827178,-0.380046,-1.393642,-1.28535,-1.628189,-2.181964,-2.401667,-2.220858,-1.839011,-1.552611,-1.221816,-1.227926,-1.748684,-2.332975,-2.544029,-2.052405,-1.519095,-1.062821,1
-1.647112,-0.876074,0.327435,1.503909,2.720216,3.119897,3.041914,2.404126,1.153633,0.034824,-1.118487,-1.673061,-1.348076,-0.230883,0.914427,2.055817,3.020107,2.994629,3.045647,3.333999,3.079419,2.05381,0.891679,-0.329301,-1.321447,-1.095591,-1.469333,-2.020833,-2.440609,-2.380729,-1.958528,-1.670352,-1.335272,-1.28817,-1.577957,-2.141127,-2.612282,-2.368321,-1.722407,-1.069532,2
-1.761492,-1.049842,0.063498,1.295664,2.600994,3.050445,2.869649,2.352339,1.310073,0.221293,-1.052171,-1.763184,-1.379994,-0.211402,0.968296,2.130752,3.137823,3.115881,2.979132,3.446589,3.215453,2.123377,0.870527,-0.362326,-1.368881,-1.322693,-1.583455,-2.17344,-2.444443,-2.255927,-1.754025,-1.577001,-1.292343,-1.314545,-1.642725,-2.20753,-2.463663,-2.171251,-1.502489,-1.096961,2
-1.448387,-0.951193,0.238849,1.257476,2.405418,2.935513,2.89254,2.270308,1.163353,0.036449,-1.071549,-1.398245,-0.873238,0.217592,1.279481,2.509055,3.258116,3.099723,2.816349,3.089558,3.185521,2.103589,0.988515,-0.223838,-1.182222,-1.542617,-1.77558,-2.06089,-2.465024,-2.386593,-2.047268,-1.749125,-1.342697,-1.473282,-1.972641,-2.547735,-2.563779,-2.10464,-1.397145,-1.169716,1
-1.450718,-0.720774,0.484057,1.459109,2.319719,2.878188,2.729458,1.92319,1.047014,0.176979,-0.938795,-1.411033,-1.039161,0.070656,1.141745,2.365275,3.1892,2.972613,3.020501,3.437973,3.171042,2.111828,1.011785,-0.221072,-1.197324,-1.182128,-1.575858,-2.17231,-2.762077,-2.583048,-1.942214,-1.565198,-1.229896,-1.136841,-1.559059,-2.088265,-2.7189,-2.720586,-1.996941,-1.298135,1
-1.75147,-1.066142,0.153773,1.347877,2.606017,3.176417,3.083856,2.91311,1.817611,0.618078,-0.606283,-1.627088,-1.722362,-0.705107,0.408568,1.516687,2.720093,3.105829,2.924966,3.242882,3.149876,2.050289,0.898145,-0.33178,-1.415927,-1.129288,-1.484582,-2.133131,-2.591243,-2.262156,-1.737202,-1.364579,-1.151792,-1.409818,-1.88657,-2.449171,-2.544579,-2.087983,-1.371832,-0.90399,3
-1.455671,-0.81656,0.289628,1.344074,2.33066,3.069539,3.134852,2.763331,1.721179,0.676039,-0.460458,-1.304016,-1.357836,-0.46816,0.647132,1.858589,2.875747,3.050877,3.045258,3.275921,3.026469,1.953211,0.857416,-0.241028,-1.178139,-1.411325,-1.73765,-2.180456,-2.419517,-2.276581,-2.024506,-1.597228,-1.443996,-1.689554,-2.055685,-2.429622,-2.440124,-2.088896,-1.605093,-1.237823,1
-1.545644,-0.836714,0.344428,1.441918,2.439442,2.970248,2.962037,2.327655,1.209285,0.056053,-1.0617,-1.617451,-1.151137,-0.073683,1.021151,2.174502,3.097074,3.03619,3.028923,3.489398,3.227702,2.017274,0.831804,-0.35511,-1.299913,-1.241902,-1.650633,-2.247298,-2.403629,-2.197931,-1.875009,-1.681234,-1.282328,-1.353687,-1.735116,-2.300874,-2.571623,-2.282539,-1.70036,-1.209571,2
-1.854348,-1.032293,0.19503,1.484945,2.800439,3.205877,3.207772,3.018044,1.734368,0.676965,-0.557024,-1.617721,-1.79696,-0.788908,0.30794,1.483497,2.504457,3.035397,2.993013,3.142707,3.085696,1.965746,0.752972,-0.488446,-1.52391,-1.098592,-1.513192,-2.103538,-2.671262,-2.445194,-1.752863,-1.165134,-0.951432,-1.127,-1.59543,-2.26762,-2.673487,-2.162443,-1.468427,-0.939643,3
-1.275087,-0.700966,0.261588,1.453089,2.364296,3.062139,3.073198,2.403266,1.507344,0.674969,-0.394183,-1.120441,-1.264764,-0.45668,0.597402,1.745342,2.864588,3.201079,3.05717,3.242352,3.129066,2.093396,0.964763,-0.179535,-1.104588,-1.246812,-1.567045,-2.080549,-2.504728,-2.453945,-2.101112,-1.793637,-1.595058,-1.854411,-2.074901,-2.506376,-2.44074,-2.12066,-1.633421,-1.225407,1
-1.563369,-0.867753,0.289371,1.291079,2.492704,2.971698,2.782251,2.045043,0.942304,-0.152791,-1.314154,-1.627601,-0.938729,0.220381,1.281419,2.457766,3.213993,3.026029,2.940952,3.447902,3.262334,2.101816,0.970054,-0.297741,-1.311862,-1.388577,-1.809047,-2.193781,-2.369473,-2.327742,-1.944965,-1.649496,-1.22104,-1.380315,-1.822709,-2.454543,-2.575708,-2.085507,-1.343088,-1.097103,2
-1.173007,-0.570101,0.564072,1.517444,2.52241,2.966659,2.750639,1.967001,1.108914,0.148336,-0.831712,-1.348664,-0.851898,-0.035085,1.066178,2.038838,3.054609,3.054468,2.825313,2.936373,3.266547,2.558201,1.25743,0.148437,-0.903388,-1.460423,-1.697815,-1.936803,-2.369198,-2.557736,-2.248601,-1.860549,-1.614168,-1.579029,-1.928318,-2.334676,-2.64574,-2.40935,-1.866956,-1.528649,1
-1.411269,-0.76349,0.405124,1.444432,2.388463,3.014205,2.995701,2.385229,1.534273,0.369235,-0.669528,-1.368968,-1.088824,-0.102859,0.98807,2.053561,2.997199,2.997876,3.046714,3.287339,3.103441,2.021275,0.926611,-0.227601,-1.235846,-1.448622,-1.622514,-2.049294,-2.416585,-2.273483,-2.127459,-1.834209,-1.543759,-1.707828,-1.941251,-2.289737,-2.51155,-2.204075,-1.748269,-1.371729,1
-1.517442,-0.802032,0.37731,1.430079,2.606999,3.115004,3.066834,2.72042,1.624958,0.621159,-0.58401,-1.553475,-1.549372,-0.609813,0.516877,1.650089,2.737484,3.254068,3.044831,3.33479,3.021538,1.961759,0.821232,-0.441971,-1.289554,-1.249575,-1.610642,-2.083816,-2.457507,-2.382739,-1.948653,-1.464616,-1.255181,-1.426228,-1.774226,-2.309349,-2.616839,-2.230508,-1.635622,-1.11226,2
-1.619696,-0.989282,0.267502,1.454832,2.79215,3.007645,2.962818,2.627218,1.599869,0.446077,-0.81723,-1.571011,-1.468797,-0.451711,0.692004,1.845603,2.948416,2.964481,2.735292,3.076743,3.127223,2.232822,0.91756,-0.260784,-1.318422,-1.005888,-1.418553,-2.113496,-2.761348,-2.636675,-1.93387,-1.454698,-1.00361,-1.025101,-1.510576,-2.166955,-2.789776,-2.537336,-1.852456,-0.990982,3
-1.358243,-0.694361,0.284357,1.203276,2.250047,2.933355,2.901574,2.243599,1.296551,0.24549,-0.806251,-1.443995,-1.181916,-0.127855,0.951471,2.104801,3.184553,3.195787,3.097917,3.433592,3.136898,2.153561,0.966241,-0.133972,-1.184327,-1.331849,-1.570273,-1.963078,-2.460371,-2.451647,-2.098641,-1.841679,-1.608426,-1.332317,-1.58086,-2.016769,-2.498287,-2.450523,-1.961163,-1.486269,1
-1.286037,-0.776466,0.336213,1.439775,2.464589,3.136089,3.098323,2.521581,1.630363,0.391591,-0.658662,-1.364172,-1.177882,-0.294348,0.80727,1.857688,2.94382,3.100369,3.03197,3.152739,3.046591,1.968615,0.840138,-0.204123,-1.03191,-1.335388,-1.622169,-2.066188,-2.46301,-2.388624,-2.077031,-1.735428,-1.411941,-1.551784,-1.986147,-2.420946,-2.559163,-2.28047,-1.788681,-1.287154,1
-1.562035,-0.856226,0.29312,1.490576,2.733763,3.094506,2.975195,2.766445,1.659524,0.479631,-0.720529,-1.565113,-1.447201,-0.441672,0.659361,1.829139,2.820267,2.897767,2.751682,3.160913,3.173359,2.122801,0.889834,-0.312483,-1.269585,-1.042375,-1.519853,-2.222074,-2.506769,-2.407986,-2.120451,-1.588289,-1.28632,-1.525758,-1.982506,-2.57197,-2.694443,-2.074637,-1.31707,-0.76254,2
-1.821546,-1.089714,0.227707,1.646619,2.683151,2.655948,2.656635,1.660108,0.444002,-0.763562,-1.715658,-1.570163,-0.512948,0.790476,1.978658,3.211335,3.226784,2.635719,2.626495,3.367603,3.256212,1.931935,0.802268,-0.498605,-1.42734,-1.29648,-1.783237,-2.589575,-2.591287,-1.936783,-1.725081,-1.38899,-0.920696,-1.297487,-1.880073,-2.676086,-2.644804,-1.884168,-1.018154,-0.769218,2
-1.485168,-0.73706,0.449157,1.433525,2.461438,3.034736,2.963107,2.546996,1.457582,0.399621,-0.735634,-1.44177,-1.321824,-0.370366,0.79999,1.950665,3.043597,3.095067,3.059578,3.289102,3.129783,1.970251,0.839485,-0.423518,-1.276308,-1.3545,-1.605374,-2.11032,-2.523967,-2.385676,-2.042604,-1.526418,-1.366655,-1.313509,-1.766513,-2.312978,-2.621407,-2.280338,-1.692728,-1.229046,1
-1.645354,-0.897021,0.319957,1.435119,2.651957,3.091836,3.01496,2.61887,1.430469,0.25676,-0.915573,-1.602507,-1.495431,-0.487463,0.632151,1.853012,2.950469,3.081675,2.847477,3.424284,3.219947,2.095661,0.877898,-0.34501,-1.352943,-1.224989,-1.670799,-2.195774,-2.406884,-2.272872,-2.026518,-1.639066,-1.171666,-1.281309,-1.719767,-2.254553,-2.569202,-2.154676,-1.503341,-0.969783,2
