@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute target {1,2}

@data
-0.700749,-0.73888,-0.647295,-0.693622,-0.645513,-0.595978,-0.308392,-0.267766,-0.071053,0.120671,0.174126,0.272482,0.48737,1.081074,1.449199,1.965927,2.165491,2.229993,2.215026,2.282735,2.626627,2.745297,2.740308,2.515798,2.519718,2.390714,1.640923,1.454544,1.584973,1.560741,1.377926,0.89327,0.619225,0.39329,0.383668,0.039064,0.101427,1.047219,1.098892,1.007663,0.540825,0.262148,0.240766,0.548309,0.51873,0.176264,0.275333,0.250744,-0.130922,-0.393207,-0.979783,-1.177565,-1.261311,-1.276635,-1.211064,-0.89675,-0.91635,-0.799819,-0.866103,-0.809797,-0.708589,-0.425992,0.289232,0.459218,0.464207,0.294221,-0.039337,-0.839375,-1.149769,-1.255966,-1.438424,-1.510766,2
-0.452843,-0.454576,-0.288386,-0.365413,-0.363432,-0.330491,-0.064736,-0.008514,0.107894,0.743675,0.914819,1.052278,1.518403,1.855984,2.088055,2.37412,2.586625,2.667367,2.693869,2.769657,3.07405,3.140674,3.08792,2.805322,2.714178,2.53288,1.752208,1.561746,1.574873,1.640011,1.604099,1.436422,1.033208,0.800641,0.632717,0.529932,0.343433,0.075943,-0.006285,-0.040959,0.018235,0.20523,0.096996,-0.016439,-0.061021,0.257985,0.259718,0.208697,0.059845,0.052167,0.144797,-0.022879,-0.129131,-0.197242,-0.696307,-0.756988,-0.867698,-0.893209,-0.916986,-0.882311,-1.02522,-0.918224,-0.913766,-0.867203,-0.583863,-0.542501,-0.561077,-0.649497,-0.894695,-0.981134,-1.036613,-1.051721,2
-0.571394,-0.548386,-0.397319,-0.476031,-0.445757,-0.125458,-0.006178,0.631392,0.810311,0.942912,1.397627,1.70733,1.921065,2.1902,2.386376,2.452979,2.486886,2.579827,2.897401,2.957647,2.896796,2.601019,2.512316,2.327947,1.573519,1.414883,1.567162,1.560199,1.412159,1.006184,0.765506,0.593852,0.439758,0.015013,-0.022526,-0.004059,0.317148,0.686793,0.744617,0.688307,0.367705,0.169411,0.10523,0.099175,0.297167,0.340156,0.064663,0.151549,0.13066,-0.138173,-0.343431,-0.968892,-1.077878,-1.180204,-1.192919,-1.173241,-1.064255,-1.065769,-0.844466,-0.822971,-0.747892,-0.609539,-0.052195,0.172741,0.18152,0.06436,-0.171172,-0.779679,-1.016422,-1.094832,-1.231367,-1.28465,2
-0.589969,-0.542906,-0.412269,-0.353226,-0.44393,-0.4194,-0.095662,0.027843,0.75547,0.851879,0.940015,1.032431,1.428903,1.710427,2.348491,2.435201,2.527046,2.645417,2.977142,3.027913,2.945766,2.610048,2.48312,2.301142,1.558398,1.395246,1.441738,1.538717,1.536435,1.400665,1.033571,0.907784,0.772869,0.635673,0.521295,0.440289,0.104,0.049521,0.046384,0.268865,0.620841,0.628257,0.174453,0.048095,0.054655,0.199268,0.309082,0.222372,0.033833,0.107994,0.054655,-0.101367,-0.263093,-0.45591,-0.922835,-1.102246,-1.145601,-1.109662,-0.911711,-0.887751,-0.809883,-0.624482,-0.193211,-0.034622,0.033548,0.054655,-0.096232,-0.19749,-0.831275,-1.032649,-1.163856,-1.210349,2
-0.698923,-0.718983,-0.627563,-0.66834,-0.61112,-0.030699,0.162665,0.207717,0.312949,0.537225,1.151189,1.529696,2.048293,2.244946,2.304139,2.262046,2.317621,2.644828,2.763543,2.758939,2.545844,2.560313,2.426471,1.666169,1.475436,1.501086,1.584943,1.553044,1.366257,0.906853,0.642458,0.426074,0.438241,0.085714,0.120243,0.969006,1.019649,0.931517,0.510917,0.242904,0.216267,0.522427,0.49579,0.176477,0.17253,0.261649,0.211992,-0.172763,-0.331269,-0.898535,-1.053753,-1.195487,-1.218178,-1.189239,-0.93142,-0.941944,-1.054739,-1.053424,-0.964963,-0.79429,-0.495036,0.090318,0.195879,0.353727,0.365565,0.230079,-0.056678,-0.783438,-1.072168,-1.167864,-1.333605,-1.395099,2
-0.630962,-0.602231,-0.447268,-0.50473,-0.459188,-0.384304,-0.0053,0.639618,0.728562,0.82423,0.955659,1.427274,1.738424,2.202704,2.395568,2.472592,2.518439,2.615941,2.939011,2.998001,2.937483,2.661788,2.568871,2.386399,1.609135,1.437055,1.477706,1.579181,1.577653,1.429414,1.017094,0.781745,0.603552,0.453478,0.036268,-0.006217,0.003869,0.277425,0.60294,0.653067,0.603857,0.369425,0.14569,0.078448,0.09373,0.33886,0.395405,0.085783,0.166169,-0.088742,-0.291387,-0.923468,-1.067734,-1.127947,-1.068345,-0.941807,-0.917966,-0.981541,-0.906657,-0.920411,-0.847667,-0.784704,-0.568916,-0.157207,-0.035559,-0.015998,-0.117473,-0.316145,-0.949142,-1.125501,-1.249595,-1.298804,2
-0.493882,-0.475308,-0.348147,-0.431302,-0.435016,-0.401583,-0.210985,-0.078109,0.035335,0.637419,0.803728,0.95775,1.454676,1.791295,2.008182,2.287078,2.487106,2.551972,2.567117,2.644271,2.973745,3.050042,2.998606,2.722567,2.658558,2.476533,1.66442,1.479251,1.512398,1.600411,1.579265,1.413242,0.995183,0.755721,0.572267,0.451679,0.36881,-0.000098,-0.055821,-0.020387,0.310516,0.471396,0.526832,0.493399,0.102773,0.043622,0.057052,0.313374,0.352808,0.087342,0.182213,0.087914,-0.067251,-0.239846,-0.825071,-0.993952,-1.055389,-0.94966,-0.950517,-1.058818,-1.079678,-1.039101,-0.80964,-0.633616,-0.226987,-0.138404,-0.13526,-0.240704,-0.785923,-1.07482,-1.174834,-1.214268,2
-0.443953,-0.404505,-0.242689,-0.37284,-0.344126,-0.02586,0.097582,0.435169,0.819718,0.915252,0.992806,1.100146,1.526558,1.833285,2.041527,2.314441,2.515973,2.595137,2.643441,2.730387,3.048385,3.099103,3.025038,2.722873,2.616606,2.42527,1.637925,1.464837,1.499455,1.587474,1.57513,1.427,1.045403,0.822133,0.500111,0.306897,0.046863,-0.049743,0.057866,0.290527,0.321925,0.052499,-0.019956,-0.006539,0.291869,0.210827,0.040155,0.041765,0.154741,0.16628,-0.022908,-0.166477,-0.756315,-0.860973,-0.948455,-1.010177,-1.242033,-1.013933,-0.974486,-0.933696,-1.066262,-1.041574,-0.944162,-0.885124,-0.744239,-0.492793,-0.347883,-0.388941,-0.528216,-0.901225,-1.066799,-1.139522,2
-0.608359,-0.623782,-0.49108,-0.547631,-0.511002,-0.305683,-0.182621,0.423694,0.590133,0.759464,1.293163,1.632789,2.12536,2.324251,2.390763,2.402973,2.485228,2.819071,2.903255,2.859235,2.597688,2.545635,2.377589,1.591018,1.407228,1.441287,1.540573,1.524828,0.936186,0.693917,0.495025,0.403451,0.001812,-0.026142,0.00631,0.849753,0.898913,0.821799,0.505628,0.259825,0.165359,0.168894,0.301595,0.448435,0.422408,0.127766,0.21709,0.186887,-0.177802,-0.336208,-0.879225,-1.073297,-1.16712,-1.175795,-1.15009,-0.989113,-0.972405,-1.069762,-1.047913,-0.8683,-0.752949,-0.486903,0.032979,0.251792,0.255326,0.206166,0.098526,-0.733349,-1.077474,-1.220457,-1.30432,-1.364726,2
-0.45416,-0.627194,-0.586317,-0.325178,0.084786,0.129235,0.243533,0.498322,1.196808,1.592882,2.390189,2.47234,2.438606,2.511233,2.792215,2.818408,2.716017,2.813249,2.686648,1.885373,1.68178,1.787347,1.732976,1.513905,0.959085,0.620557,0.348306,0.419742,0.359418,0.003428,-0.043799,0.187972,0.641194,0.710249,0.649131,0.181622,0.09828,0.11852,0.544358,0.50864,0.312985,0.253058,0.44911,0.07288,0.006206,-0.216039,-0.869283,-1.022474,-1.034777,-0.978818,-1.005012,-0.953022,-0.624019,-0.520437,-0.578379,-0.879205,-0.878411,-0.974453,-0.913335,-0.983978,-0.791497,-0.840709,-0.67204,-0.569251,-0.274379,-0.134682,-0.193815,-0.528374,-1.25861,-1.551101,-1.638015,-1.684845,2
-1.22465,-1.089865,-0.796382,-0.354527,-0.170828,-0.005065,0.498748,1.312891,1.494416,1.831921,1.877031,1.710724,1.730833,1.612896,1.059626,0.960712,1.207998,1.091692,0.467769,0.167221,0.08135,-0.076805,0.016131,0.603641,1.477568,1.741159,1.660723,0.914515,0.70799,0.470486,0.486791,0.688968,0.780817,0.903645,0.845492,0.516683,0.395485,0.446573,0.822122,0.847123,0.746578,0.044392,-0.080066,-0.73225,-1.175736,-1.314868,-1.245302,-1.13117,-1.103452,-0.948558,-0.181155,0.015588,-0.136045,-0.655075,-0.667575,-0.807252,-0.680076,-0.620292,-0.450724,-0.071914,0.671576,1.098214,1.146584,1.045495,0.805274,0.245483,-0.837143,-1.415414,-1.857268,-2.12249,-2.307819,-2.31108,2
-0.737253,-0.755758,-0.647038,-0.690989,-0.664002,-0.366372,0.164889,0.322956,0.482181,0.973732,1.286397,1.90209,2.114517,2.421399,2.493879,2.462265,2.244055,2.214755,2.070952,1.399358,1.251314,1.417863,1.424032,1.288711,0.874651,0.61596,0.418183,0.342233,0.076988,0.182238,1.236664,1.355793,1.356564,1.222399,0.760148,0.591671,0.412785,0.357654,0.33298,0.523432,0.602466,0.508397,0.244694,0.224261,0.344161,0.301752,-0.114621,-1.034111,-1.262731,-1.319789,-1.19295,-0.915368,-0.878742,-0.893007,-1.208371,-1.113916,-0.940042,-0.874887,-0.67711,-0.178619,0.453651,0.787906,0.824917,0.753209,0.213466,-0.56839,-0.990546,-1.308223,-1.425425,-1.535686,-1.619732,-1.636695,2
-0.696421,-0.72309,-0.533495,-0.529328,-0.66642,-0.581414,-0.327649,-0.058466,0.498651,0.866589,1.334951,1.81998,2.249173,2.470853,2.91463,2.956299,2.889211,2.635446,2.512939,2.309593,1.571632,1.411622,1.53663,1.53288,1.391621,0.97993,0.721997,0.359892,-0.038882,-0.073051,-0.015964,0.595323,0.577822,0.276554,0.116961,0.041123,0.072792,0.266137,0.464899,0.59824,0.577405,0.341141,0.305722,0.564905,0.499901,0.079875,0.017788,-0.413904,-0.770593,-0.943936,-0.919768,-0.841847,-0.905601,-0.836013,-0.810178,-0.341817,-0.264312,-0.405987,-0.99769,-1.108113,-1.107279,-0.974355,-0.957687,-0.759759,-0.426822,-0.223893,-0.280146,-0.626001,-1.360211,-1.651479,-1.762319,-1.77357,2
-0.691205,-0.656436,-0.480443,-0.585824,-0.562167,-0.489046,-0.096556,0.252563,0.667635,1.004925,1.477347,1.959088,2.211429,2.402118,2.592449,3.038346,3.067379,2.988523,2.692095,2.555171,2.353729,1.57986,1.422506,1.576276,1.57986,1.437919,1.029657,0.769073,0.470852,0.305971,-0.037055,-0.086878,-0.060353,0.4644,0.510997,0.464759,0.254355,0.057931,-0.004795,0.014202,0.213493,0.455439,0.425689,0.244678,0.162954,0.337872,0.35651,-0.225952,-0.85071,-0.976163,-0.883328,-0.925982,-0.91487,-0.83924,-0.606255,-0.570053,-0.624535,-0.794435,-0.833505,-0.938169,-0.9586,-0.880102,-0.777947,-0.434205,-0.251401,-0.244591,-0.339577,-0.533492,-1.169003,-1.352165,-1.496257,-1.521348,2
-1.128277,-1.030333,-0.93485,-0.619855,-0.06369,0.299539,0.971858,1.187925,1.671739,1.764761,2.146694,1.986242,1.982305,1.851385,1.274057,1.180543,1.41236,1.447305,1.302111,0.604199,0.376811,0.256227,0.198642,-0.059261,-0.038589,1.435,1.576748,1.571334,1.403008,0.695745,0.38321,0.379765,0.645542,0.804517,0.769572,0.421108,0.35171,0.58648,0.569746,0.465404,0.077073,-0.083378,-0.429381,-0.893999,-1.184878,-1.272978,-1.258213,-1.068723,-1.120894,-1.030333,-0.81525,-0.468755,-0.327007,-0.360475,-0.646432,-0.840352,-0.878249,-0.811313,-0.955522,-0.708939,-0.458419,-0.342757,0.454576,0.762681,0.864563,0.868992,0.6608,0.186338,-1.28922,-1.695269,-2.01814,-2.0836,2
-1.117134,-1.153235,-1.070094,-1.055326,-0.981484,-0.304872,-0.123822,0.039178,0.513408,0.96193,1.343173,1.530787,1.916953,1.78732,1.793883,1.668078,1.120553,1.023191,1.247452,1.269878,1.142979,0.519971,0.205459,0.069261,-0.101943,-0.022084,1.537898,1.691051,1.617756,0.801665,0.489888,0.463633,0.638119,0.724541,0.857457,0.408388,0.378851,0.444488,0.836672,0.860192,0.767205,0.050664,-0.092644,-0.761598,-1.196446,-1.333737,-1.267553,-1.308029,-1.172926,-1.219419,-0.978202,-0.18563,0.014564,-0.164845,-0.633058,-0.608991,-0.727686,-0.617743,-0.451462,-0.058185,0.682424,1.09211,1.142979,1.035772,0.781427,0.213664,-0.889044,-1.453526,-1.871964,-2.147641,-2.328144,-2.323221,2
-0.729821,-0.761306,-0.659372,-0.681806,-0.355537,0.183653,0.343048,0.501263,0.984959,1.289188,1.919686,2.000367,2.049957,2.139691,2.450217,2.520665,2.485638,2.269175,2.240051,2.090495,1.401355,1.258883,1.43717,1.441893,1.300995,0.877515,0.617759,0.402477,0.307627,0.041181,0.151774,1.221101,1.337203,1.337597,1.206145,0.648851,0.365088,0.325338,0.475287,0.596507,0.506379,0.243082,0.250953,0.355249,0.319434,-0.143403,-1.05058,-1.122209,-1.276882,-1.332769,-1.186361,-0.897875,-0.862847,-0.937232,-1.158811,-1.080885,-1.05727,-0.838446,-0.666063,-0.180005,0.441047,0.784239,0.825564,0.753147,0.578402,0.176962,-0.621983,-1.028933,-1.339066,-1.455956,-1.569304,-1.671632,2
-0.703867,-0.681627,-0.528883,-0.632111,-0.625817,-0.295151,0.147135,0.544941,0.888615,1.335098,1.823124,2.255339,2.482357,2.92842,2.972481,2.900305,2.646011,2.524739,2.324997,1.564634,1.408533,1.538617,1.531903,1.392167,0.98513,0.728738,0.3217,-0.085757,-0.119747,-0.058062,0.566762,0.558369,0.257917,0.103075,0.025863,0.054818,0.246167,0.444231,0.588582,0.56928,0.336387,0.317504,0.541584,0.593618,0.519344,0.078736,-0.002252,-0.436985,-0.776463,-0.94851,-0.931724,-0.859968,-0.883048,-0.822202,-0.325364,-0.227172,-0.287178,-0.525946,-0.953125,-1.056773,-1.068523,-0.944733,-0.757579,-0.437404,-0.22885,-0.284241,-0.658128,-1.13944,-1.382403,-1.662294,-1.773076,-1.782307,2
-0.64644,-0.621222,-0.43533,-0.568264,-0.470635,-0.210531,-0.079759,0.672453,0.780169,0.87996,0.988036,1.441597,1.737726,2.381502,2.594052,3.050134,3.085079,3.011948,2.706812,2.57748,2.369253,1.581736,1.423944,1.580295,1.580295,1.436914,1.024782,0.777647,0.448014,0.27185,-0.09525,-0.139561,-0.129474,0.135673,0.450896,0.496288,0.452698,0.245911,0.055697,0.006702,0.026516,0.227178,0.471791,0.44117,0.251315,0.180705,0.353267,0.377404,0.353988,-0.280061,-0.726416,-0.876642,-0.980396,-0.906544,-1.076584,-0.8734,-0.654725,-0.549531,-0.585196,-0.783697,-0.85899,-0.881686,-0.712006,-0.402187,-0.258445,-0.270694,-0.398584,-0.803871,-1.278326,-1.351098,-1.479709,-1.527623,2
-1.078236,-1.092199,-0.978571,-1.0142,-0.924645,-0.032472,0.090304,0.296857,0.914108,1.107661,1.601173,1.750912,2.104796,2.154388,2.006094,1.992613,1.858281,1.274733,1.182771,1.410028,1.432657,1.288215,0.800962,0.501966,0.276635,0.169748,-0.102286,-0.069546,1.341177,1.542433,1.582396,1.401843,0.691667,0.471151,0.397485,0.384486,0.673852,0.825517,0.793739,0.489447,0.363782,0.560705,0.56215,0.457188,0.037342,-0.14947,-1.113865,-1.282863,-1.262641,-1.160087,-1.112902,-1.328122,-1.313196,-1.129754,-0.518762,-0.324727,-0.434504,-0.608798,-0.817758,-0.788869,-0.374801,-0.255395,0.516891,0.796628,0.871257,0.754259,0.585742,-0.382504,-1.243382,-1.644451,-1.929966,-2.03589,2
-0.62776,-0.631226,-0.507024,-0.542841,-0.488538,-0.439724,-0.145393,-0.106689,0.405718,0.455399,0.554761,0.771681,1.386338,1.788695,2.041721,2.343562,2.552684,2.60612,2.520622,2.550084,2.858568,2.972372,2.968905,2.784335,2.814952,2.659267,1.826823,1.617412,1.642541,1.726594,1.69511,1.504763,1.024996,0.733843,0.501902,0.515767,0.446734,0.067195,0.004805,0.017514,0.216237,0.485727,0.436624,0.109654,0.048998,0.067195,0.382899,0.349394,0.121208,0.235879,-0.039966,-0.206339,-0.722501,-0.918913,-1.008743,-1.051781,-1.010476,-0.822151,-0.762072,-0.990258,-0.948953,-0.894651,-0.738676,-0.404774,-0.253998,-0.239556,-0.261797,-0.472074,-0.965995,-1.101751,-1.207467,-1.227397,2
-1.412681,-1.42903,-1.247201,-1.061903,-0.54515,-0.300893,-0.185949,0.027094,0.610237,1.441105,1.52434,1.895927,1.877595,1.973712,1.871154,1.30337,1.203785,1.427232,1.441105,1.29247,0.578528,0.421966,0.223291,0.160369,0.193069,-0.036819,0.122715,1.465381,1.628384,1.572399,0.781662,0.506193,0.44773,0.440298,0.586951,0.789094,0.385799,0.353099,0.46507,0.759862,0.754908,0.617173,0.129652,-0.115596,-1.040103,-1.221437,-1.309132,-1.181801,-0.985108,-0.091319,0.064748,-0.056142,-0.399488,-0.685362,-0.713107,-0.869173,-0.830528,-0.671489,-0.195363,-0.049205,0.610732,0.776708,1.03335,1.053168,0.972905,0.788103,0.23865,-1.066362,-1.558838,-1.718868,-1.994833,-2.102841,2
-0.737251,-0.73526,-0.641376,-0.684835,-0.583652,-0.343468,-0.237309,0.21453,0.258652,0.364148,0.599356,1.260858,1.687484,1.956531,2.295576,2.547703,2.621351,2.509552,2.501922,2.606754,2.946131,2.976651,2.850256,2.95177,2.831678,1.939612,1.702081,1.712697,1.788335,1.73028,1.521611,1.007072,0.681297,0.414905,0.397322,0.487226,0.42917,0.040695,-0.037929,-0.058829,0.200265,0.464003,0.410592,0.068561,0.027425,0.065907,0.454714,0.433814,0.27159,0.197611,0.408933,0.387702,0.131593,-0.153045,-0.336501,-0.805259,-0.960516,-0.863646,-0.515312,-0.486782,-0.766776,-0.775402,-0.860329,-0.970469,-0.742891,-0.451949,-0.370339,-0.477162,-1.073642,-1.294917,-1.389465,-1.409369,2
-0.647891,-0.611986,-0.452637,-0.506346,-0.490916,-0.446999,-0.158568,-0.100703,0.005233,0.600789,0.796637,0.956877,1.485667,1.685966,1.831665,2.051253,2.327517,2.523959,2.585681,2.585978,2.661053,2.979454,3.059574,3.01625,2.762834,2.698145,2.520101,1.725729,1.545608,1.580624,1.677361,1.665491,1.502284,1.04946,0.778833,0.578237,0.485654,0.294257,0.02007,-0.049367,-0.047587,0.101673,0.425713,0.3723,0.036687,-0.002483,0.356276,0.328976,0.104937,0.245592,-0.053522,-0.218212,-0.81733,-0.917924,-0.996857,-1.0203,-0.981427,-0.77816,-0.697744,-0.897153,-0.873413,-0.942851,-0.925046,-0.971041,-0.81911,-0.398036,-0.299222,-0.376968,-0.92742,-1.141073,-1.228908,-1.261549,2
-1.056397,-1.0382,-0.821492,-0.798746,-0.763179,-0.41537,-0.01876,0.310025,0.553202,0.706635,1.203741,1.533767,2.178103,2.370824,2.816649,2.881165,2.840222,2.607798,2.539973,2.367929,1.633023,1.459739,1.578432,1.567266,1.415073,0.981243,0.71532,0.528388,0.404318,0.120198,0.013085,0.066848,0.693401,0.675204,0.325327,0.148321,0.07057,0.099933,0.305889,0.646668,0.621027,0.431613,0.328222,0.548239,0.590009,0.527147,0.143358,0.000678,-0.218926,-0.93026,-1.04978,-0.95466,-0.97782,-0.910822,-0.668886,-0.233401,-0.14283,-0.27972,-0.722236,-0.880632,-1.04399,-1.027034,-0.841343,-0.24374,-0.147793,-0.241672,-0.449696,-0.74705,-1.306191,-1.552676,-1.708591,-1.75491,2
-0.569745,-0.592672,-0.504512,-0.528258,-0.508606,-0.465754,-0.21492,-0.182713,0.275011,0.323048,0.422945,0.643483,1.248868,1.71751,2.034941,2.399865,2.668713,2.760968,2.726304,2.576459,2.630228,2.894982,2.9059,2.727396,2.776252,2.642511,1.83624,1.598234,1.570394,1.602328,1.538733,0.954909,0.719633,0.506466,0.488997,0.582344,0.545223,0.288658,0.272827,0.463614,0.639388,0.598993,0.101419,0.023358,0.02445,0.240893,0.187669,0.048742,0.178389,0.168017,-0.247401,-0.827403,-0.934942,-1.039751,-1.095159,-0.939855,-0.9737,-0.912288,-0.946132,-0.910104,-0.913379,-0.834772,-0.647534,-0.311269,-0.160332,-0.158967,-0.253678,-0.438733,-0.771449,-0.996627,-1.091338,-1.154114,2
-1.122845,-1.090963,-0.92135,-0.866088,-0.482228,0.057641,0.265937,0.4381,0.961816,1.281911,1.894472,2.065784,2.52276,2.610755,2.582699,2.353573,2.321691,2.179285,1.498284,1.346526,1.489357,1.488932,1.335048,0.894226,0.613664,0.418121,0.352656,0.055515,0.12268,1.099121,1.219423,1.177763,0.659999,0.434274,0.266362,0.265937,0.48231,0.674027,0.625566,0.429173,0.319924,0.359032,0.52992,0.532046,0.450853,-0.155331,-1.115193,-1.221467,-1.278429,-1.202337,-1.221467,-1.118169,-0.447796,-0.37808,-0.515386,-0.758539,-0.901796,-0.871189,-1.011045,-1.006369,-0.835906,-0.602955,-0.359376,0.305046,0.522694,0.539697,0.367959,0.018532,-1.182783,-1.505429,-1.724778,-1.80172,2
-0.886475,-0.866557,-0.762504,-0.762161,-0.6533,-0.298214,0.16951,0.228233,0.342245,0.605984,1.332639,1.734771,2.278732,2.482374,2.531482,2.426055,2.434984,2.820289,2.830935,2.696662,2.769808,2.624546,1.818907,1.636556,1.780445,1.749538,1.5483,1.014298,0.822675,0.563744,0.411614,0.462095,0.392039,0.017379,-0.030011,0.02047,0.356325,0.611478,0.674666,0.619377,0.181873,0.101171,0.1101,0.509486,0.487507,0.248494,0.207628,0.381394,0.389979,-0.038253,-0.245672,-0.890939,-0.983316,-1.036888,-0.973014,-0.975075,-0.905362,-0.606596,-0.520744,-0.543065,-0.845609,-0.96855,-0.810925,-0.661542,-0.242925,-0.088734,-0.1921,-0.414973,-0.965116,-1.277618,-1.410518,-1.455848,2
-0.534417,-0.541109,-0.474192,-0.498127,-0.464926,-0.423747,-0.158396,-0.131629,0.062172,0.278365,0.321861,0.41606,0.634054,1.232187,1.705753,2.363597,2.624315,2.696894,2.512358,2.481988,2.594203,2.925183,2.938052,2.743993,2.729323,2.767157,2.646449,1.87742,1.648874,1.621335,1.655565,1.593024,0.971727,0.735459,0.539598,0.5257,0.624789,0.596478,0.369475,0.356606,0.533679,0.619641,0.577175,0.079674,0.028714,0.017132,0.228178,0.16718,0.008896,0.022794,0.12806,0.121111,0.015588,-0.247447,-0.807746,-0.958052,-1.029602,-1.092915,-1.101408,-1.019049,-1.010298,-0.858964,-0.68395,-0.313591,-0.217849,-0.209098,-0.278074,-0.425291,-0.800283,-0.938749,-1.038867,-1.089312,2
-0.490951,-0.519083,-0.437054,-0.495946,-0.468341,-0.415495,-0.186235,-0.085277,0.137673,0.358257,0.374821,0.457375,0.670861,1.263466,1.680972,2.303286,2.53833,2.594331,2.485222,2.527814,2.711853,2.961883,3.134617,3.145396,2.883272,2.850934,2.884061,2.758126,1.916279,1.678605,1.674662,1.730136,1.667826,0.978469,0.827294,0.488136,0.544663,0.487873,0.090612,0.014367,-0.005351,0.164228,0.404267,0.443704,0.313825,0.063006,0.031194,0.060377,0.331177,0.085354,0.217862,0.220754,0.066424,-0.148376,-0.751498,-0.852982,-0.962091,-1.038861,-1.035444,-0.922917,-1.020458,-0.937377,-0.961039,-0.900306,-0.701281,-0.406556,-0.262217,-0.338199,-0.777263,-0.980232,-1.07488,-1.116947,2
-1.274813,-1.241844,-1.114613,-0.922837,-0.022465,0.09873,0.325797,0.967991,1.185306,1.853504,1.897153,2.302065,2.308565,2.214767,2.242164,2.089393,1.46438,1.351079,1.55307,1.584646,1.436519,0.707491,0.360623,0.304437,0.318367,-0.033609,0.043009,1.29675,1.365009,1.230812,0.636446,0.375482,0.322082,0.329976,0.501321,0.709813,0.665236,0.346693,0.2984,0.610443,0.623909,0.520823,0.085264,-0.11487,-1.083037,-1.194945,-1.248809,-1.147117,-1.179157,-1.124364,-0.810929,-0.249067,-0.09351,-0.236994,-0.660944,-0.89219,-0.894511,-0.67116,-0.426912,-0.301538,0.402414,0.629017,0.65177,0.590476,0.436776,-0.002498,-1.083037,-1.503737,-1.640255,-1.833889,-1.9184,-1.9718,2
-0.92277,-0.90762,-0.729701,-0.754563,-0.692408,-0.648122,-0.301219,0.323828,0.536321,0.731333,1.324914,1.88936,2.151577,2.340762,2.403305,2.421175,2.515184,2.824794,2.908704,2.866749,2.669407,2.653479,2.482164,1.712606,1.538184,1.677644,1.66599,1.494287,1.00598,0.693651,0.482712,0.413565,-0.026571,-0.064641,0.169606,0.553414,0.61013,0.114443,0.059669,0.571672,0.548752,0.338201,0.268665,0.476108,0.504466,0.466396,0.131536,-0.007148,-0.228575,-0.886254,-0.970941,-1.007845,-0.93559,-0.986868,-0.932482,-0.703674,-0.320254,-0.232849,-0.386294,-0.736693,-0.777871,-0.927044,-1.005514,-0.822934,-0.384352,-0.256157,-0.367259,-0.589852,-1.281328,-1.475174,-1.60298,-1.649208,2
-0.653834,-0.622998,-0.471458,-0.510224,-0.447963,-0.369256,0.009007,0.606063,0.795782,0.95672,1.485642,1.830131,2.045694,2.316175,2.517935,2.58049,2.576672,2.658022,2.978136,3.057723,3.014258,2.756993,2.700018,2.524103,1.718825,1.538504,1.577858,1.675067,1.662732,1.497389,1.046293,0.78051,0.580806,0.488003,0.410764,0.022516,-0.04415,-0.040919,0.080078,0.428091,0.374935,0.068331,0.002252,0.363188,0.334994,0.109446,0.244834,0.233674,-0.048849,-0.213898,-0.817416,-0.915505,-0.995387,-1.018882,-1.007428,-0.755742,-0.718151,-0.758973,-0.944286,-0.896122,-0.956327,-0.946929,-0.901115,-0.769545,-0.393338,-0.295248,-0.289668,-0.367788,-0.914331,-1.127544,-1.217117,-1.248541,2
