@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute target {1,2,3,4,5}

@data
-0.435767,-2.323464,-3.089982,-2.833316,-2.215141,-1.035459,-0.782941,-0.263868,-0.086011,-0.142698,-0.219804,-0.079876,-0.086408,-0.023761,-0.074103,-0.122657,-0.136682,0.037663,-0.084311,-0.029315,-0.073838,-0.015563,0.080487,0.020898,0.039381,-0.008297,0.001325,-0.08793,0.043362,0.085858,0.043876,0.215608,0.099747,0.162794,0.222129,0.175625,0.229251,0.158095,0.10147,0.004089,0.053958,0.018719,0.098419,0.140322,0.087717,0.031036,0.060955,0.048395,0.152024,0.181306,0.162938,0.216945,0.227522,0.210653,0.303831,0.234311,0.261266,0.305205,0.362023,0.220094,0.256941,0.142129,0.159599,0.081093,0.225664,0.313437,0.478764,0.557275,0.876638,1.050089,1.387715,1.53654,1.515419,1.349786,1.046951,0.808568,0.504336,0.224485,-0.124221,-0.264879,-0.314146,-0.365405,-0.346074,-0.290361,-0.303405,-0.294641,-0.363278,-0.28876,-0.224761,-0.229605,-0.121763,0.460725,0.609236,0.518051,-0.024507,-0.281612,-0.454293,0.081073,-0.740909,1
-2.469572,-2.429829,-2.153048,-1.800747,-1.349476,-1.478062,-0.669309,-0.636864,-0.982831,-0.571049,-0.836979,-0.253023,-0.848566,-1.033289,-0.545797,-0.500895,-0.575518,-0.545381,-0.797578,-0.614161,-0.205783,-0.356154,-0.654549,-0.583913,-0.308764,-0.19181,-0.814951,-0.675852,-0.588089,-0.530004,-0.210733,0.051433,-0.266385,-0.4922,-0.324475,0.320087,-0.265993,-0.306807,-0.419285,-0.412059,0.320815,0.107804,-0.107687,0.126442,-0.136399,-0.424546,0.346709,0.033233,0.2512,0.30908,-0.149938,-0.140537,0.320499,0.560361,0.71358,0.475847,0.214106,0.13008,0.298415,-0.007541,-0.240676,0.677835,0.67187,0.611011,0.28465,0.05643,0.831985,0.75864,0.93374,1.029635,1.167751,1.048915,1.280163,0.954985,0.987261,0.8632,0.823481,0.531215,0.348107,-0.467199,0.010255,0.562789,0.124767,0.659473,0.702018,0.305285,0.285068,0.922507,0.727827,0.901019,0.640337,1.057375,0.924053,0.974046,0.977303,0.32714,0.572316,0.583954,0.676206,1
0.752507,-1.979805,-2.930352,-2.687123,-1.568259,-1.174753,-0.63179,-0.256307,-0.218971,-0.248485,-0.215118,-0.246622,-0.197106,-0.239251,-0.317912,-0.293309,-0.373239,-0.342646,-0.451259,-0.451238,-0.52696,-0.5304,-0.576412,-0.646289,-0.579802,-0.510564,-0.576005,-0.498891,-0.438906,-0.385183,-0.335414,-0.268004,-0.165442,-0.102118,-0.135722,-0.055179,-0.033101,0.028767,0.013319,0.074467,0.0963,0.088802,0.102597,0.145051,0.238461,0.205241,0.260743,0.292958,0.315299,0.40283,0.412587,0.347193,0.420179,0.386835,0.327775,0.269885,0.37782,0.367045,0.419524,0.345685,0.289986,0.283945,0.241827,0.28851,0.295141,0.150081,0.280953,0.288162,0.365125,0.554261,0.759324,0.926828,1.108684,1.305388,1.332826,1.189812,1.038848,0.806164,0.522605,0.224723,-0.210798,-0.223372,-0.1348,-0.237946,-0.184789,-0.227577,-0.235515,-0.167876,-0.236641,-0.171325,-0.159932,0.061022,0.647156,0.631073,0.835069,0.749959,0.634709,0.816035,0.05842,1
-1.414126,-2.293934,-2.952903,-2.679259,-1.834583,-1.092054,-0.874812,-0.487747,-0.393089,-0.407172,-0.322014,-0.327498,-0.376522,-0.297957,-0.335206,-0.331867,-0.272272,-0.351705,-0.32694,-0.398725,-0.346473,-0.3246,-0.316,-0.362022,-0.423053,-0.414953,-0.38604,-0.429124,-0.373008,-0.265556,-0.229904,-0.136105,-0.229937,-0.11758,-0.102889,-0.035117,-0.008141,-0.040782,-0.084072,-0.034627,-0.030002,-0.02751,-0.063092,0.035319,-0.055181,-0.001757,-0.020302,0.023772,0.100215,0.061267,0.127683,0.175688,0.197679,0.264109,0.309899,0.361899,0.453331,0.336227,0.394618,0.355498,0.301673,0.382859,0.400454,0.461446,0.384459,0.514773,0.671671,0.757783,0.827216,1.03099,1.223868,1.416007,1.425805,1.359813,1.112692,0.994593,0.77114,0.587972,0.224198,0.184241,0.062387,0.102793,0.004323,0.02318,-0.063092,0.065301,0.098316,0.198416,0.095753,0.103698,0.163749,0.398994,0.780321,0.677519,0.516396,0.322672,0.167852,0.458362,0.22041,1
0.899989,-2.779005,-3.174098,-2.657584,-1.460429,-0.847106,-0.314878,-0.115979,-0.120937,-0.04986,-0.144022,-0.116736,-0.180438,-0.120329,-0.228039,-0.200498,-0.266805,-0.271711,-0.281979,-0.351788,-0.370276,-0.432092,-0.431851,-0.478099,-0.48179,-0.488897,-0.482666,-0.497744,-0.447793,-0.400551,-0.314932,-0.204112,-0.131929,-0.114186,-0.008801,-0.018985,-0.051293,0.024958,-0.051313,0.091412,0.072175,0.100309,0.061975,0.184427,0.069057,0.126984,0.170386,0.213031,0.224026,0.214835,0.265551,0.248785,0.31691,0.31354,0.269498,0.314553,0.253472,0.260383,0.13587,0.208117,0.186603,0.219306,0.198856,0.156181,0.157798,0.110718,0.208147,0.38241,0.370767,0.566409,0.709558,1.028444,1.181863,1.078734,1.01307,0.836459,0.65979,0.379824,0.088919,-0.140376,-0.174317,-0.179321,-0.234501,-0.183194,-0.148348,-0.145872,-0.124472,-0.15402,-0.149877,-0.107991,0.050456,0.478113,0.635156,0.71687,0.870443,0.836041,1.044562,1.457039,0.169043,1
-1.59069,-3.228827,-3.059626,-2.379262,-1.05822,-0.72823,-0.04369,0.121883,0.174901,0.244087,0.295188,0.116226,0.154575,0.136956,0.011642,-0.190188,0.055691,-0.058506,-0.211967,-0.278997,-0.394785,-0.469782,-0.488589,-0.486362,-0.505446,-0.487465,-0.598847,-0.409139,-0.353894,-0.355635,-0.204128,0.049062,0.167439,0.161094,0.282368,0.224748,0.215757,0.209891,0.319666,0.175347,0.235039,0.143766,0.158572,0.056294,0.443749,0.174904,0.333397,0.41904,0.465097,0.200107,0.285887,0.413809,0.480662,0.481563,0.462215,0.375991,0.489584,0.422371,0.26349,0.280392,0.334371,0.31435,0.246619,0.05064,0.236654,0.146915,0.094126,0.341913,0.514224,0.51477,0.820916,0.682013,1.118744,1.274362,1.237731,1.210706,0.892709,0.595085,0.527611,-0.106252,-0.340285,-0.464179,-0.609984,-0.404471,-0.368461,-0.637106,-0.556392,-0.310749,-0.702637,-0.634978,-0.451851,-0.250678,0.349144,0.41825,0.73375,0.55682,0.502567,0.096874,-0.09402,1
-0.402294,-2.110305,-2.99519,-2.622263,-1.812785,-1.107898,-0.854888,-0.312351,-0.304314,-0.333188,-0.382742,-0.302019,-0.244071,-0.335365,-0.319078,-0.33064,-0.359656,-0.410076,-0.414069,-0.474649,-0.553803,-0.534022,-0.653856,-0.661228,-0.638596,-0.652249,-0.615508,-0.598991,-0.46578,-0.31942,-0.347048,-0.341901,-0.131845,-0.150401,-0.020374,-0.026746,-0.042085,0.056433,-0.021885,-0.014653,0.0677,0.131679,0.058264,0.178429,0.100766,0.133657,0.198495,0.236234,0.343284,0.221418,0.318872,0.384562,0.393292,0.199001,0.410253,0.462835,0.446925,0.423199,0.261233,0.435245,0.272098,0.371369,0.372217,0.292601,0.271737,0.258638,0.312552,0.382601,0.567794,0.594745,0.773463,1.038532,1.296031,1.489367,1.352235,1.193389,1.121944,0.860138,0.320922,0.099153,-0.09774,-0.051103,-0.151339,-0.090031,-0.074988,-0.05142,-0.089628,-0.103976,-0.116141,-0.136375,-0.020157,0.337214,0.84734,0.739585,1.031054,0.736315,0.640399,0.51618,0.649743,1
-0.604454,-2.60393,-2.866821,-2.532772,-1.568086,-0.947373,-0.627052,-0.226945,-0.284853,-0.310694,-0.217642,-0.206472,-0.260844,-0.248762,-0.240987,-0.215935,-0.29252,-0.305788,-0.345888,-0.390468,-0.344315,-0.464583,-0.402066,-0.477832,-0.479044,-0.420607,-0.485568,-0.452608,-0.348436,-0.281121,-0.218175,-0.139847,-0.103114,-0.078636,-0.004968,0.007388,0.023969,0.000554,0.024515,0.091713,0.127508,0.127768,0.128605,0.101439,0.097129,0.182359,0.192904,0.268784,0.315444,0.332344,0.364919,0.324892,0.387963,0.391494,0.395711,0.407048,0.264063,0.314393,0.237127,0.246645,0.204517,0.234834,0.217995,0.176349,0.147068,0.170167,0.240713,0.302075,0.515179,0.655816,0.755316,1.193135,1.342041,1.421117,1.352498,1.083116,0.922535,0.548607,0.14126,-0.132664,-0.219925,-0.205009,-0.200485,-0.270594,-0.203581,-0.170963,-0.226783,-0.206652,-0.154514,-0.15029,-0.044016,0.43357,0.924033,0.982361,1.08819,0.667033,0.403262,0.77691,-0.071691,1
0.579508,-1.032531,-2.759175,-3.152164,-2.221992,-1.268742,-0.974352,-0.220277,-0.198566,-0.180273,-0.270137,-0.210522,-0.243191,-0.22737,-0.288866,-0.270715,-0.297825,-0.359007,-0.382851,-0.406798,-0.434744,-0.462751,-0.548306,-0.553876,-0.662726,-0.606897,-0.626778,-0.560647,-0.506593,-0.461759,-0.333368,-0.233336,-0.183756,-0.101767,-0.056137,0.016876,-0.019939,0.015301,0.030447,0.015652,0.002372,0.039552,0.062609,0.138244,0.159511,0.172655,0.225052,0.220098,0.248716,0.300916,0.315159,0.474092,0.455362,0.450762,0.475653,0.425181,0.454891,0.409691,0.438562,0.297414,0.355111,0.229334,0.228137,0.236077,0.21474,0.234404,0.285298,0.262339,0.372238,0.618843,0.724283,0.774373,1.00478,1.103343,1.104528,0.910044,0.760084,0.618244,0.363389,0.074667,-0.150869,-0.13582,-0.200956,-0.163011,-0.169667,-0.156203,-0.105502,-0.070212,-0.13132,-0.085802,-0.134379,0.232711,0.757233,0.829226,1.17861,1.212625,0.773423,0.88455,0.055566,1
0.122003,-2.443325,-3.088775,-2.837212,-1.57968,-1.238816,-0.504495,-0.207607,-0.22382,-0.205215,-0.234866,-0.168215,-0.158813,-0.208642,-0.207885,-0.220542,-0.21063,-0.264003,-0.248768,-0.381111,-0.274091,-0.328711,-0.420647,-0.496444,-0.492205,-0.559223,-0.515516,-0.535155,-0.462949,-0.378611,-0.352814,-0.183342,-0.180123,-0.068338,-0.061582,0.044848,-0.033949,0.078707,0.099444,0.131611,0.206347,0.170698,0.280636,0.239602,0.346254,0.25733,0.292171,0.381891,0.494328,0.411287,0.426926,0.452208,0.523439,0.440039,0.394594,0.4307,0.355188,0.378067,0.455114,0.298581,0.331198,0.280917,0.305144,0.351974,0.257363,0.239833,0.228964,0.237241,0.307263,0.22495,0.411309,0.735678,0.888752,1.013522,1.226461,1.284974,1.27319,1.067703,0.814225,0.662545,0.218726,-0.151257,-0.242606,-0.224287,-0.230054,-0.379307,-0.362258,-0.271991,-0.270291,-0.268307,-0.310209,-0.196556,0.153505,0.938346,1.038328,0.974451,0.334378,-0.476817,-0.152896,1
0.298067,-0.097388,-1.704987,-2.58085,-2.362858,-1.3155,-1.063057,-0.149141,-0.289757,-0.218281,-0.237267,-0.25228,-0.277293,-0.297798,-0.314563,-0.427933,-0.478165,-0.428277,-0.537482,-0.628986,-0.583158,-0.714178,-0.667667,-0.754077,-0.844207,-0.810063,-0.81369,-0.802253,-0.739203,-0.761391,-0.602405,-0.402932,-0.345144,-0.293603,-0.220053,-0.181655,-0.106698,-0.123911,-0.161026,-0.068254,-0.050499,-0.08195,-0.042793,0.056674,0.078101,0.092514,0.192623,0.177782,0.238558,0.207817,0.277934,0.24503,0.382664,0.360811,0.471525,0.369824,0.422284,0.35452,0.327316,0.343544,0.26659,0.313893,0.340927,0.182512,0.249569,0.196892,0.215707,0.16121,0.299644,0.214798,0.141416,0.332539,0.42164,0.886046,1.015044,1.119663,1.391995,1.556516,1.528682,1.366017,1.134464,0.730888,0.193213,-0.055665,-0.007133,-0.046675,-0.014195,-0.020468,0.002317,0.000418,0.062164,0.119771,0.021048,0.366525,0.987384,0.954973,1.112996,0.808129,0.383636,1
-0.328855,-2.430101,-3.030201,-2.520718,-1.398924,-1.035527,-0.277416,-0.245246,-0.124291,-0.107623,-0.230527,-0.138557,-0.146758,-0.143324,-0.1564,-0.213065,-0.322027,-0.416593,-0.391845,-0.406432,-0.360885,-0.496018,-0.549837,-0.605279,-0.745985,-0.613628,-0.604988,-0.57074,-0.510707,-0.442411,-0.375031,-0.191065,-0.26911,-0.144733,-0.190515,-0.178563,-0.156926,-0.181878,-0.121963,-0.072484,-0.100731,-0.027944,-0.031697,-0.01005,-0.005327,0.086087,0.143573,0.228146,0.21528,0.313354,0.396335,0.510982,0.496802,0.493913,0.481849,0.394933,0.545316,0.450053,0.395803,0.35933,0.39812,0.460006,0.397046,0.3062,0.301135,0.341499,0.247419,0.366862,0.603907,0.713886,0.958632,1.134752,1.468666,1.399505,1.376912,1.080211,0.93839,0.616259,0.324666,-0.013823,-0.097452,-0.110212,-0.215299,-0.157624,-0.211011,-0.171142,-0.200394,-0.085322,-0.190346,-0.099927,0.292483,0.956061,0.793699,0.793564,0.728157,0.22694,0.53169,0.571547,-0.664493,1
0.16704,-1.736078,-3.180809,-2.726084,-1.657827,-1.231209,-0.699227,-0.312661,-0.3415,-0.344831,-0.203539,-0.234248,-0.351865,-0.280397,-0.303319,-0.329762,-0.385861,-0.475454,-0.435762,-0.430458,-0.479746,-0.519424,-0.603628,-0.6473,-0.69558,-0.671463,-0.64178,-0.665017,-0.568065,-0.556198,-0.40786,-0.248309,-0.239027,-0.146142,-0.21077,-0.110267,-0.095253,-0.0383,-0.015065,0.012748,0.036287,0.025815,0.067502,0.060054,0.127305,0.193975,0.191331,0.264525,0.351299,0.425607,0.47287,0.36886,0.493866,0.570521,0.471349,0.487583,0.431977,0.43349,0.451194,0.387725,0.411619,0.394883,0.311175,0.306695,0.347002,0.3149,0.336751,0.347857,0.390004,0.6386,0.751372,0.821861,1.044719,1.106473,1.100727,1.070625,0.840501,0.668891,0.488943,0.305039,-0.033013,-0.088862,-0.152412,-0.108497,-0.126234,-0.185931,-0.154818,-0.105707,-0.10421,-0.08638,-0.140954,0.09715,0.572203,0.800504,1.099229,1.165596,0.881879,0.757273,0.641705,1
-0.081706,-2.231302,-3.073112,-2.521344,-1.540198,-1.277236,-0.622863,-0.316359,-0.306858,-0.296431,-0.287793,-0.286899,-0.213569,-0.291504,-0.337289,-0.406512,-0.374751,-0.40418,-0.426838,-0.437707,-0.491983,-0.496901,-0.610462,-0.657315,-0.64116,-0.664406,-0.626231,-0.712812,-0.585407,-0.527337,-0.455239,-0.377718,-0.252065,-0.216368,-0.016391,-0.008846,-0.031001,0.097608,0.068275,0.118305,0.095701,0.096054,0.170359,0.140017,0.16723,0.194718,0.173457,0.337306,0.305725,0.336359,0.373467,0.444674,0.429082,0.499751,0.5193,0.587779,0.419371,0.50857,0.408714,0.406633,0.54991,0.37325,0.359679,0.352652,0.352128,0.379162,0.313009,0.280018,0.371104,0.495882,0.685637,0.880592,0.974517,1.199548,1.369584,1.330791,1.270818,1.131722,0.856879,0.584375,0.124269,-0.065719,-0.106216,-0.10882,-0.07916,-0.164375,-0.097043,-0.147926,-0.151577,-0.170676,-0.106439,0.004552,0.502929,0.65059,0.500032,0.328701,0.266763,0.396206,0.520289,1
1.667144,-0.079221,-1.771785,-2.815002,-2.113268,-0.998015,-0.784068,0.063619,-0.189602,-0.16285,-0.218233,-0.154112,-0.229586,-0.167915,-0.304577,-0.311801,-0.443611,-0.446835,-0.299075,-0.362667,-0.478474,-0.605695,-0.678734,-0.734693,-0.687945,-0.907499,-0.915966,-0.946881,-0.936047,-0.861103,-0.746204,-0.650787,-0.501145,-0.416711,-0.173355,-0.126475,-0.068313,-0.089234,-0.002637,-0.046368,-0.047449,0.157412,0.033126,0.007681,0.027422,0.125087,0.155053,0.240524,0.381611,0.318465,0.379945,0.281766,0.317668,0.346137,0.490741,0.438782,0.395203,0.32627,0.420162,0.31387,0.32885,0.189685,0.31105,0.261238,0.171547,0.141918,0.206159,0.266574,0.177477,0.174244,0.366116,0.62065,0.820345,0.950984,1.090198,1.51059,1.42779,1.347875,1.04861,0.810483,0.555923,0.006857,-0.107518,-0.249021,-0.279436,-0.151955,-0.167077,-0.345036,-0.216701,-0.15055,-0.274681,-0.228639,-0.046725,0.699098,0.802415,1.263867,1.511867,0.62996,0.111222,1
2.009065,-1.85932,-3.230124,-2.287834,-1.116271,-0.57904,-0.162208,0.562332,0.404175,0.433742,0.42865,0.30617,0.18632,0.258372,0.138343,0.139287,0.079288,-0.043744,-0.089742,-0.168128,-0.174791,-0.322243,-0.276057,-0.372051,-0.442619,-0.452883,-0.421583,-0.492895,-0.533118,-0.482299,-0.381647,-0.285447,-0.195293,-0.100128,-0.004539,0.029665,0.056566,0.00427,0.02831,0.036225,0.035111,0.073905,0.046287,0.068487,0.165609,0.100755,0.13347,0.238867,0.293037,0.419804,0.489674,0.433559,0.526965,0.505864,0.562395,0.588185,0.601734,0.47102,0.504632,0.348112,0.305778,0.242382,0.236235,0.153148,0.004405,0.034408,-0.103385,-0.121462,0.067081,0.239361,0.461912,0.637715,0.834933,1.200198,1.182955,1.138914,0.886651,0.617325,0.223707,-0.13595,-0.489186,-0.639068,-0.666163,-0.726232,-0.760122,-0.681884,-0.706154,-0.767193,-0.73088,-0.841435,-0.689775,-0.627849,0.084258,0.764092,1.102773,1.526319,0.76421,-0.523561,-0.732706,1
-0.99696,-2.343174,-2.432049,-2.151114,-1.549739,-1.147724,-0.974448,-0.751806,-0.673352,-0.650723,-0.609701,-0.616303,-0.606913,-0.623493,-0.599356,-0.615823,-0.637774,-0.569049,-0.587721,-0.59589,-0.552516,-0.566201,-0.621574,-0.622477,-0.610854,-0.596261,-0.567726,-0.537632,-0.515822,-0.417414,-0.382589,-0.337743,-0.305118,-0.268978,-0.214822,-0.181109,-0.108956,-0.144943,-0.11563,-0.077986,-0.09177,-0.076659,-0.054413,-0.048694,-0.008166,0.021511,0.101146,0.088986,0.119944,0.161017,0.197758,0.258477,0.234765,0.290491,0.27609,0.266437,0.246396,0.273698,0.255467,0.306158,0.324187,0.322443,0.315094,0.325939,0.344106,0.353766,0.403061,0.487132,0.622055,0.6602,0.825648,0.888952,0.972386,0.962117,0.924622,0.935548,0.805127,0.646804,0.527064,0.412741,0.413665,0.425689,0.459602,0.440712,0.460504,0.41057,0.468306,0.482127,0.504576,0.527629,0.624525,0.847918,0.953826,1.04189,1.09567,1.034346,0.974655,1.008246,0.427378,1
1.069403,-0.819684,-2.249472,-3.245945,-2.431311,-1.345154,-0.948266,-0.083511,-0.112923,-0.137436,-0.147156,-0.112181,-0.227677,-0.175563,-0.151435,-0.299628,-0.369344,-0.3519,-0.348275,-0.400085,-0.559708,-0.650376,-0.645195,-0.730799,-0.788632,-0.717629,-0.768106,-0.706725,-0.722573,-0.663669,-0.551592,-0.464312,-0.384994,-0.202289,-0.247157,-0.154639,-0.084536,-0.091973,-0.024855,0.024328,0.054036,0.222779,0.134625,0.238416,0.254563,0.288819,0.20994,0.299137,0.479594,0.379341,0.431956,0.476819,0.509682,0.557301,0.6267,0.592214,0.498022,0.520949,0.391366,0.416389,0.334979,0.351731,0.252048,0.318878,0.320235,0.404153,0.245297,0.234305,0.328449,0.260149,0.324837,0.261012,0.221392,0.239479,0.263997,0.448359,0.986948,1.066129,0.953049,0.832181,0.683141,0.666668,0.42333,0.008976,-0.121217,-0.097406,-0.161632,-0.044198,-0.119276,-0.151503,-0.07319,-0.078776,0.193954,0.459501,1.064893,1.105569,1.024091,0.838392,0.171399,1
0.347869,-1.875573,-3.248676,-2.825008,-1.466897,-1.125822,-0.539207,-0.186996,-0.163022,-0.195447,-0.30579,-0.322486,-0.11085,-0.181626,-0.249916,-0.28759,-0.296682,-0.237809,-0.317845,-0.392524,-0.452185,-0.524706,-0.534256,-0.471938,-0.596685,-0.716821,-0.640685,-0.624758,-0.539406,-0.425933,-0.30225,-0.309268,-0.034242,0.002231,-0.091242,-0.052341,0.026603,0.028111,-0.018518,0.137229,0.116107,0.145876,0.149977,0.104426,0.169046,0.184363,0.255183,0.315865,0.392021,0.399949,0.427597,0.320661,0.338842,0.355188,0.353017,0.352059,0.303771,0.279349,0.268853,0.2989,0.269654,0.263625,0.265693,0.25521,0.161012,0.206216,0.137423,0.214978,0.459899,0.622305,0.784894,0.875453,1.173358,1.392534,1.272916,1.229286,0.912778,0.788607,0.524306,0.085173,-0.308088,-0.205048,-0.240116,-0.360597,-0.310835,-0.232691,-0.20411,-0.208803,-0.295114,-0.307647,-0.185994,-0.001167,0.85893,1.219439,1.308631,1.180662,0.535723,0.121225,0.33219,1
0.216541,-1.526112,-2.664936,-2.919367,-2.080562,-1.236861,-1.055116,-0.348815,-0.3706,-0.373374,-0.387411,-0.418934,-0.411252,-0.313043,-0.367241,-0.513999,-0.4285,-0.395152,-0.452704,-0.493939,-0.570534,-0.520479,-0.504549,-0.654456,-0.643886,-0.688661,-0.692764,-0.612276,-0.526453,-0.517895,-0.455049,-0.253919,-0.227344,-0.136798,-0.045548,-0.093054,-0.072678,0.029806,0.116809,-0.026135,0.036091,0.085152,0.095931,0.243941,0.16202,0.274963,0.190933,0.266397,0.31062,0.434613,0.436275,0.537466,0.492301,0.506064,0.527557,0.507868,0.449269,0.470806,0.463397,0.442071,0.368329,0.379688,0.346737,0.395736,0.310683,0.373426,0.272802,0.364152,0.339304,0.455868,0.736836,0.822081,1.003036,1.227734,1.367305,1.260342,1.216333,1.07588,0.838544,0.441484,0.094291,-0.070479,-0.008524,-0.076717,-0.068683,-0.222724,-0.11713,-0.090793,-0.166325,-0.152575,-0.17705,-0.033926,0.475607,0.92688,0.812063,0.701259,0.303314,0.205378,0.773337,1
-0.257441,-2.276031,-3.065619,-2.569978,-1.412858,-1.072037,-0.42106,-0.141945,-0.164038,-0.184523,-0.120446,-0.199555,-0.167491,-0.210071,-0.268941,-0.220107,-0.280112,-0.206738,-0.336544,-0.274956,-0.476352,-0.515985,-0.43445,-0.535585,-0.502304,-0.58474,-0.518968,-0.471629,-0.457385,-0.343319,-0.277775,-0.189712,-0.134029,-0.091414,-0.057465,-0.02563,0.000153,0.017478,0.02485,0.088196,0.09561,0.160723,0.167754,0.185974,0.158351,0.188945,0.262908,0.326953,0.340791,0.360628,0.41546,0.499647,0.505313,0.474995,0.4487,0.44439,0.4524,0.38745,0.334543,0.37868,0.343181,0.337483,0.284854,0.277174,0.263662,0.23603,0.261965,0.211039,0.429546,0.511873,0.76354,0.943968,1.106371,1.448797,1.492605,1.315497,1.071297,0.658181,0.551783,0.167122,-0.165035,-0.209026,-0.312382,-0.285268,-0.283974,-0.285876,-0.281127,-0.373238,-0.35356,-0.355087,-0.311385,-0.225806,0.260238,0.427926,0.635744,0.595145,0.52136,0.860577,0.211149,1
0.441052,-1.532101,-2.986329,-2.609516,-1.649974,-1.139788,-0.771098,-0.271617,-0.335001,-0.339416,-0.306823,-0.346114,-0.358632,-0.344985,-0.327643,-0.364421,-0.392279,-0.474576,-0.495499,-0.497298,-0.581867,-0.595822,-0.627415,-0.678791,-0.678327,-0.61993,-0.609311,-0.657137,-0.550735,-0.411606,-0.371369,-0.352345,-0.251185,-0.1625,-0.126278,-0.103205,-0.208228,-0.062715,-0.043248,0.016601,0.034347,-0.079353,0.079557,0.049867,0.188062,0.163603,0.21582,0.240147,0.296203,0.315233,0.344301,0.461055,0.457952,0.458346,0.463294,0.353514,0.466253,0.44793,0.361604,0.351216,0.302479,0.34435,0.347046,0.32831,0.314843,0.230058,0.292202,0.316914,0.500631,0.667486,0.752993,0.911942,1.140609,1.220664,1.178028,1.087122,0.910395,0.584796,0.428043,0.133372,-0.06946,-0.120734,-0.115251,-0.098362,-0.102425,-0.06875,-0.121322,-0.084378,-0.031536,0.009949,0.025047,0.356576,0.839774,0.883455,1.208584,1.164241,0.756813,0.620433,0.063583,1
0.312353,-1.603792,-3.089482,-2.379723,-1.278026,-1.10117,-0.374721,-0.21281,-0.13249,-0.122828,-0.065479,-0.121736,-0.185446,-0.224133,-0.250585,-0.368786,-0.285409,-0.361007,-0.433732,-0.606564,-0.49661,-0.624308,-0.682743,-0.728603,-0.873638,-0.918663,-0.932553,-0.901201,-0.838137,-0.860695,-0.765182,-0.540508,-0.40435,-0.340988,-0.228341,-0.028416,-0.028091,-0.090315,-0.034409,-0.032997,0.035458,0.009268,0.057686,0.10845,0.104227,0.091832,0.111264,0.226938,0.280367,0.242327,0.349044,0.376262,0.374492,0.436716,0.414688,0.458293,0.476126,0.512418,0.594176,0.440585,0.416563,0.381776,0.373502,0.370256,0.225806,0.285152,0.281734,0.276554,0.384645,0.592574,0.787445,0.878513,1.080301,1.344293,1.481166,1.561797,1.337701,1.20271,0.912133,0.516719,0.004121,-0.19836,-0.160149,-0.174968,-0.152231,-0.196542,-0.223045,-0.140081,-0.161807,-0.123209,-0.089172,0.102354,0.909905,0.827436,0.732197,0.63185,0.378533,0.051134,0.826391,1
