@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute target {1,2}

@data
-2.650416,-2.440568,-2.070405,-1.981699,-2.013843,-2.005193,-1.749987,-1.152293,-0.493359,0.57276,1.140333,1.943141,3.363451,4.516463,5.711365,5.977062,7.033532,7.019584,6.474477,5.594958,3.666086,3.91181,3.096041,1.944041,1.446565,1.167985,0.990527,0.406991,-0.057105,0.154831,0.495446,0.810266,1.191247,1.586587,1.771714,1.516739,1.028353,0.655105,0.378417,0.20092,0.154462,0.271914,0.612315,0.873888,1.030621,1.258646,1.519709,1.636986,1.266801,0.923133,0.807857,1.094975,1.469109,1.439542,0.9135,0.317108,-0.043657,-0.4973,-1.115178,-1.911561,-2.4407,-2.59185,-2.576524,-2.440317,-2.355467,-2.449231,-2.4461,-2.35847,-2.061409,-1.568415,-0.964419,-0.459108,-0.264806,-0.476076,-0.928496,-1.513874,-1.814175,-1.959331,-2.286051,-2.471926,-2.452726,-2.295894,-2.143026,-1.50129,-0.860987,-0.397236,-0.626764,-1.399228,-2.392475,-3.442934,-4.066562,-4.325043,-4.407329,-4.436555,2
-1.523061,-1.506591,-1.297702,-1.347965,-1.324514,-1.32514,-1.029887,-0.509649,-0.079027,0.565889,0.785938,1.804128,3.577995,5.304061,6.934375,6.475572,6.884824,7.140716,6.865858,6.289501,4.121666,3.936658,2.994821,1.966732,1.457455,1.263071,1.479971,1.106682,0.70454,0.947614,1.169587,1.310718,1.397405,1.559853,1.599288,1.363692,1.010786,0.711375,0.404621,0.182888,0.10436,0.06083,0.147415,0.266867,0.353661,0.502371,0.602037,0.552793,0.424875,0.257126,0.116713,0.205379,0.387684,0.447723,0.271775,0.040073,-0.268818,-0.551698,-0.999509,-1.679921,-2.174777,-2.431787,-2.576454,-2.597208,-2.625804,-2.681439,-2.702171,-2.723288,-2.705147,-2.600661,-2.488598,-2.388867,-2.364656,-2.392474,-2.441075,-2.420288,-2.451811,-2.375106,-2.340707,-2.291861,-2.189889,-2.006559,-1.66781,-1.132062,-0.636506,-0.379783,-0.563169,-1.146071,-1.812786,-2.348141,-2.608097,-2.728553,-2.789975,-2.832901,2
-2.819522,-2.717999,-2.353889,-2.300815,-2.244451,-2.201129,-1.908683,-1.307987,-0.808642,-0.053636,0.384533,1.277262,2.699743,3.79292,4.906698,5.153678,6.247205,6.348324,5.865339,5.182528,3.424059,3.684478,2.909893,1.743921,1.246375,0.989037,0.934238,0.480694,0.218829,0.687381,1.218778,1.696098,2.257139,2.844103,3.061619,2.670408,1.958919,1.383172,0.946582,0.698722,0.628437,0.702263,0.993323,1.260596,1.379888,1.551728,1.710917,1.692141,1.291381,0.947539,0.802657,1.051695,1.319295,1.18589,0.706037,0.197169,-0.144416,-0.718361,-1.468954,-2.292883,-2.904229,-3.126282,-3.194873,-3.100474,-3.03809,-3.099265,-3.019143,-2.881907,-2.611261,-2.116396,-1.55959,-1.119035,-0.97999,-1.127984,-1.447013,-1.769648,-1.980811,-2.250211,-2.392683,-2.521781,-2.255959,-1.987448,-1.392996,-0.34943,0.681506,1.306569,1.00305,-0.101216,-1.579448,-3.054101,-3.898034,-4.28458,-4.398431,-4.441082,2
-2.230439,-2.126924,-1.969133,-1.961341,-1.894742,-1.714036,-1.334386,-0.819242,-0.383215,0.296118,0.486666,1.748212,3.778102,5.115954,6.373976,6.00418,6.735586,6.987048,6.895518,6.309574,4.217077,4.442106,3.38571,1.958118,1.258002,1.004366,1.163898,0.551214,-0.081199,0.050471,0.358625,0.66698,0.966663,1.385974,1.670969,1.502045,1.11673,0.792231,0.487429,0.252881,0.223003,0.268672,0.516425,0.718081,0.867087,1.058093,1.234371,1.247636,0.997702,0.707571,0.530591,0.678651,0.943034,0.955281,0.612615,0.202098,-0.088189,-0.511242,-1.084785,-1.820774,-2.35728,-2.563566,-2.615029,-2.519216,-2.444362,-2.502883,-2.463203,-2.422965,-2.273117,-1.993475,-1.646854,-1.393581,-1.284874,-1.453558,-1.591956,-1.902403,-2.077439,-2.049626,-2.254585,-2.329679,-2.339131,-2.230563,-1.914355,-1.293708,-0.679166,-0.272513,-0.459384,-1.169731,-2.029287,-2.852475,-3.365629,-3.594856,-3.667868,-3.695371,2
-1.301752,-1.313817,-1.161546,-1.254888,-1.224809,-1.207255,-0.872003,-0.363569,0.029021,0.610887,0.774715,1.780261,3.537611,5.228566,6.744696,6.177591,6.86325,7.239721,6.882517,6.364723,4.272337,4.091034,3.088764,2.015477,1.525065,1.338529,1.578319,1.275203,0.911729,1.142842,1.33524,1.396156,1.420519,1.527052,1.543327,1.309064,0.969379,0.677695,0.359656,0.11214,0.045295,0.029846,0.113279,0.243989,0.319036,0.45686,0.555111,0.49107,0.360537,0.183724,0.016236,0.069654,0.24572,0.309997,0.190642,0.004153,-0.253023,-0.5304,-0.955441,-1.626669,-2.127823,-2.407152,-2.553682,-2.584482,-2.616499,-2.683326,-2.706956,-2.737189,-2.757842,-2.716692,-2.664205,-2.598513,-2.560184,-2.537289,-2.570221,-2.527896,-2.463884,-2.359104,-2.346012,-2.279757,-2.20923,-2.033514,-1.737685,-1.271355,-0.798182,-0.529716,-0.651591,-1.116075,-1.709738,-2.234705,-2.522495,-2.650853,-2.700648,-2.728567,2
-2.411981,-2.371793,-2.135142,-2.120331,-1.985848,-1.887265,-1.538334,-0.945138,-0.575094,-0.055705,0.119064,1.173561,2.880924,4.113282,5.263587,5.085113,5.919356,6.19843,5.987182,5.513695,3.635607,3.929672,3.053269,1.73628,1.104663,0.853513,0.99625,0.556203,0.253551,0.726491,1.294835,1.772666,2.28926,2.918619,3.222307,2.861733,2.15673,1.577211,1.148165,0.867527,0.79244,0.775779,0.940543,1.118726,1.184207,1.305829,1.375205,1.265752,0.954186,0.607656,0.441036,0.615526,0.806613,0.68333,0.334016,-0.018354,-0.352488,-0.902599,-1.646435,-2.398535,-2.95427,-3.211372,-3.33061,-3.307859,-3.277642,-3.273315,-3.237472,-3.136628,-2.9668,-2.671272,-2.34308,-2.057191,-1.949123,-1.945833,-2.054108,-2.017251,-2.263117,-2.228729,-2.161254,-2.26494,-2.095394,-1.612634,-0.94904,0.084699,1.130072,1.733056,1.41192,0.222619,-1.214493,-2.524541,-3.299002,-3.670395,-3.786144,-3.843405,2
-1.365071,-1.325382,-1.140054,-1.226684,-1.238943,-1.223926,-0.829479,-0.262342,0.163633,0.815414,0.957349,1.927704,3.645671,5.203952,6.60995,6.23724,7.263065,7.683879,7.207972,6.536262,4.367526,4.285453,3.218287,2.038343,1.48459,1.216163,1.394317,0.839922,0.104315,0.073269,0.235577,0.345393,0.47106,0.764918,1.047246,1.043904,0.86002,0.652017,0.377018,0.14951,0.093492,0.077675,0.186701,0.337666,0.456253,0.638515,0.772449,0.711346,0.579679,0.388356,0.188643,0.248888,0.437483,0.50737,0.378325,0.181347,-0.063865,-0.329193,-0.778587,-1.494097,-2.009754,-2.288851,-2.421587,-2.455348,-2.475357,-2.526098,-2.54204,-2.557105,-2.549095,-2.494114,-2.389299,-2.299073,-2.239257,-2.284936,-2.391095,-2.390631,-2.388765,-2.357714,-2.313615,-2.296811,-2.25589,-2.076556,-1.819456,-1.384189,-0.954743,-0.710615,-0.835677,-1.299272,-1.868395,-2.351814,-2.609954,-2.730231,-2.770733,-2.789432,2
-2.27768,-2.248852,-2.043184,-2.075776,-1.974375,-1.83918,-1.430344,-0.903774,-0.512307,-0.067801,0.111055,1.211284,2.947513,4.072616,5.15601,4.996103,5.858918,6.119969,5.849499,5.354894,3.554775,3.836231,2.948974,1.649523,1.077822,0.851873,0.974717,0.524173,0.274838,0.801917,1.389443,1.879256,2.421274,3.047313,3.316158,2.931463,2.20634,1.600615,1.142291,0.844317,0.791299,0.795097,0.984091,1.178209,1.287896,1.41152,1.456818,1.291293,0.971088,0.630505,0.453158,0.595941,0.743639,0.609756,0.291637,-0.052655,-0.38006,-0.916007,-1.650512,-2.418894,-2.962515,-3.231107,-3.345435,-3.327354,-3.318154,-3.388308,-3.368659,-3.300558,-3.075976,-2.773853,-2.424207,-2.148562,-2.039579,-2.058259,-2.14171,-2.23125,-2.241552,-2.225389,-2.286928,-2.386556,-2.19726,-1.731427,-0.998631,0.175407,1.240914,1.875686,1.554305,0.411877,-1.046166,-2.416026,-3.212667,-3.577813,-3.70318,-3.75083,2
-2.120187,-2.062275,-1.847374,-1.894053,-1.836357,-1.753562,-1.323401,-0.751817,-0.295936,0.274516,0.468146,1.571014,3.348097,4.661397,5.8284,5.60052,6.532537,6.873499,6.563542,5.986568,3.958037,4.201972,3.226141,1.884982,1.250777,1.016114,1.089132,0.483351,-0.061564,0.225466,0.663224,1.100343,1.55915,2.12911,2.457447,2.23616,1.716807,1.224113,0.820311,0.5418,0.471838,0.477412,0.659036,0.826358,0.950687,1.10569,1.20793,1.121167,0.830358,0.535326,0.385584,0.568848,0.822327,0.807559,0.488786,0.11635,-0.236937,-0.725184,-1.371765,-2.134868,-2.667374,-2.889613,-2.976011,-2.960902,-2.926315,-2.958967,-2.949241,-2.898435,-2.764862,-2.507365,-2.234584,-1.948249,-1.846407,-1.862104,-1.979484,-2.043778,-2.151802,-2.179133,-2.253917,-2.270733,-2.137938,-1.802115,-1.343218,-0.489232,0.337182,0.825745,0.549605,-0.431219,-1.635107,-2.692552,-3.309743,-3.602174,-3.703985,-3.748621,2
-1.612773,-1.55017,-1.348261,-1.426123,-1.412428,-1.344375,-0.952115,-0.346072,0.078971,0.686326,0.840196,1.942457,3.774251,5.238317,6.535029,6.152068,6.945428,7.260059,7.049579,6.450054,4.233058,4.341023,3.310172,2.004347,1.37323,1.146427,1.334631,0.771921,0.084666,0.119164,0.330088,0.520002,0.728603,1.06509,1.343925,1.278435,0.988927,0.728478,0.466449,0.252797,0.204627,0.197465,0.346124,0.523225,0.650664,0.832269,0.989501,0.956703,0.77061,0.530035,0.329469,0.388599,0.570429,0.601802,0.397027,0.154655,-0.078497,-0.421708,-0.914395,-1.61843,-2.163701,-2.405866,-2.532164,-2.537946,-2.54891,-2.597024,-2.626122,-2.587878,-2.515858,-2.330689,-2.135913,-1.966109,-1.972056,-2.051973,-2.260988,-2.364091,-2.503293,-2.549868,-2.521731,-2.462407,-2.377584,-2.109327,-1.767986,-1.309276,-0.816834,-0.519516,-0.659851,-1.198032,-1.860211,-2.489823,-2.857276,-3.022023,-3.071742,-3.097961,2
-2.452178,-2.363044,-2.08813,-2.122683,-2.071469,-1.955693,-1.541113,-0.910723,-0.478428,0.135917,0.343038,1.573997,3.607195,4.951778,6.124756,5.845644,6.678517,7.040571,6.967173,6.397399,4.218274,4.385556,3.316805,1.867587,1.172461,0.939783,1.113302,0.548737,-0.06631,0.049297,0.29613,0.546139,0.818174,1.212794,1.499716,1.375169,0.975067,0.697335,0.420032,0.204995,0.174989,0.242824,0.490801,0.667757,0.795895,1.012543,1.297109,1.430161,1.124669,0.807141,0.70347,0.981697,1.3793,1.380486,0.916252,0.346556,0.012909,-0.425848,-0.957302,-1.710533,-2.233967,-2.403844,-2.395531,-2.296344,-2.255811,-2.357549,-2.380793,-2.336079,-2.090303,-1.646369,-1.091136,-0.621101,-0.434225,-0.581119,-1.024626,-1.551758,-1.838163,-2.062457,-2.353303,-2.461489,-2.362388,-2.146648,-1.972938,-1.534499,-0.958699,-0.618236,-0.859006,-1.571406,-2.424652,-3.266995,-3.759101,-3.960573,-4.033552,-4.059785,2
-1.873288,-1.774107,-1.60719,-1.594424,-1.501111,-1.364792,-0.992518,-0.561539,-0.135391,0.540326,0.710206,1.864077,3.745065,5.167563,6.645157,6.239044,6.904685,7.273312,7.233703,6.688798,4.434496,4.469262,3.371344,2.029293,1.363596,1.056256,1.229254,0.625679,-0.114793,-0.107948,0.067538,0.262356,0.457896,0.792178,1.082261,1.025095,0.799117,0.564858,0.295717,0.088874,0.053911,0.095576,0.239651,0.425071,0.550765,0.765345,0.998205,1.050479,0.85725,0.618253,0.462677,0.606729,0.921033,1.028411,0.686457,0.279567,-0.067729,-0.380847,-0.815237,-1.547573,-2.144296,-2.334839,-2.419635,-2.301519,-2.263175,-2.266177,-2.279156,-2.237216,-2.097464,-1.855655,-1.509175,-1.263146,-1.252744,-1.379195,-1.608084,-1.847599,-2.099891,-2.177592,-2.253324,-2.393092,-2.451612,-2.318546,-2.080405,-1.691885,-1.196564,-0.955663,-1.115541,-1.710865,-2.364893,-2.924642,-3.233629,-3.366306,-3.407645,-3.42673,2
-1.92635,-1.85798,-1.662709,-1.711781,-1.661597,-1.597719,-1.170555,-0.567841,-0.155954,0.35514,0.469628,1.562627,3.299429,4.660529,5.90199,5.635647,6.551091,6.887053,6.554112,5.975377,3.908537,4.049537,3.072392,1.84203,1.270098,1.02351,1.152255,0.616531,0.164769,0.469468,0.913194,1.281855,1.699894,2.207201,2.493318,2.246295,1.70618,1.212487,0.812637,0.54515,0.484407,0.488508,0.650405,0.827359,0.954959,1.109454,1.177526,1.02138,0.777378,0.493851,0.316469,0.405173,0.55977,0.515731,0.268995,-0.013341,-0.311944,-0.763519,-1.385466,-2.139507,-2.665425,-2.933386,-3.060104,-3.0635,-3.092694,-3.163443,-3.133887,-3.089179,-2.967755,-2.739519,-2.525807,-2.350532,-2.25757,-2.251765,-2.27621,-2.266979,-2.138293,-2.134113,-2.215608,-2.32077,-2.219553,-1.883063,-1.323859,-0.425349,0.38836,0.869222,0.610802,-0.288755,-1.402794,-2.399113,-2.980084,-3.250823,-3.339383,-3.374129,2
-2.320024,-2.29665,-1.985843,-2.044677,-1.92944,-1.775585,-1.391031,-0.897631,-0.433463,0.226504,0.404883,1.582196,3.544642,4.948821,6.259695,5.895469,6.615121,6.91419,6.829636,6.277475,4.108847,4.345749,3.293732,1.906089,1.224052,0.953507,1.094932,0.472415,-0.134659,0.057058,0.443312,0.817337,1.204801,1.697042,1.992142,1.798051,1.327675,0.905291,0.560076,0.309728,0.256288,0.316372,0.529378,0.737488,0.892239,1.074529,1.256899,1.245405,0.961538,0.635311,0.494311,0.690795,1.006645,1.006069,0.64589,0.2056,-0.171868,-0.61281,-1.217348,-1.966451,-2.48274,-2.704058,-2.791085,-2.735295,-2.711067,-2.76209,-2.770294,-2.728948,-2.516173,-2.22565,-1.823633,-1.487368,-1.322883,-1.417242,-1.489734,-1.775844,-1.754977,-1.830926,-2.095153,-2.246923,-2.20979,-1.881778,-1.573949,-0.928102,-0.239797,0.204378,-0.073455,-0.9396,-1.96597,-2.870231,-3.419539,-3.676918,-3.75781,-3.7831,2
-1.258986,-1.21281,-1.119652,-1.321181,-1.347511,-1.315291,-0.899247,-0.312106,0.139279,0.824656,0.929947,2.051234,3.944395,5.569103,6.94364,6.435535,7.201646,7.442226,7.218433,6.565741,4.327675,4.402419,3.27096,1.922312,1.264307,1.05589,1.339576,0.844378,0.165371,0.17051,0.308758,0.264561,0.21133,0.380103,0.644829,0.720226,0.603792,0.493129,0.34895,0.198117,0.19058,0.144078,0.199288,0.302278,0.4654,0.724592,0.854699,0.766534,0.621586,0.379843,0.169822,0.218175,0.468421,0.608616,0.429151,0.152697,-0.091544,-0.346106,-0.769216,-1.446669,-1.92284,-2.168794,-2.285679,-2.337736,-2.382535,-2.47576,-2.561779,-2.536378,-2.423735,-2.259566,-2.094709,-1.965967,-1.91996,-2.017614,-2.198197,-2.362953,-2.398681,-2.365493,-2.378646,-2.426049,-2.362959,-2.219082,-2.042509,-1.770511,-1.416577,-1.167701,-1.198218,-1.490038,-1.852125,-2.186027,-2.359384,-2.501563,-2.656469,-2.752231,2
-0.755166,-0.65895,-0.489691,-0.682883,-0.671779,-0.571033,0.141918,0.972037,1.811448,2.587834,2.939145,4.43903,5.808561,6.643614,6.712757,6.505469,6.726493,6.265702,5.74646,4.943725,3.849636,3.649086,2.472855,1.486951,1.030139,1.013672,1.020794,0.475051,0.06109,0.164134,0.217845,0.135574,0.079239,0.284549,0.489277,0.549534,0.542108,0.535687,0.398738,0.227534,0.101786,0.014493,0.039566,0.118174,0.180442,0.350644,0.462724,0.428379,0.343629,0.223864,0.163145,0.292626,0.425901,0.408483,0.255604,0.028172,-0.270424,-0.514344,-0.890256,-1.431546,-1.88432,-2.157944,-2.338064,-2.429382,-2.481816,-2.511641,-2.488491,-2.433224,-2.322484,-2.163489,-2.071134,-2.089499,-2.295503,-2.603179,-2.938793,-3.151281,-3.232949,-3.15873,-3.022609,-2.891859,-2.697447,-2.387855,-1.980341,-1.433034,-0.993667,-0.806397,-0.982155,-1.435151,-1.916372,-2.293819,-2.479746,-2.564298,-2.590568,-2.602005,2
-0.952639,-0.899575,-0.798284,-0.97849,-1.056764,-1.069326,-0.738105,-0.164476,0.315779,1.123789,1.307827,2.274616,4.014579,5.60331,6.987002,6.527212,7.353143,7.53519,7.200802,6.466039,4.220534,4.320006,3.271493,1.991951,1.388407,1.181687,1.386562,0.879298,0.15311,0.090866,0.179641,0.107584,0.028688,0.165126,0.415516,0.523314,0.447895,0.384214,0.25308,0.099318,0.075753,0.021869,0.070112,0.184787,0.343226,0.569677,0.694004,0.613665,0.508952,0.287898,0.072048,0.034763,0.274408,0.472994,0.351195,0.165531,-0.057212,-0.284328,-0.73359,-1.342643,-1.821766,-2.09049,-2.236069,-2.313392,-2.364419,-2.488544,-2.859964,-2.498343,-2.362497,-2.308137,-2.240798,-2.188276,-2.184592,-2.280145,-2.409552,-2.465628,-2.450146,-2.365537,-2.242564,-2.256471,-2.231653,-2.106281,-1.976001,-1.793306,-1.529855,-1.329807,-1.353109,-1.580776,-1.84535,-2.089436,-2.225008,-2.335734,-2.473927,-2.565458,2
-0.866702,-0.842748,-0.74733,-0.976078,-1.048643,-1.04324,-0.648496,-0.071533,0.382823,1.10012,1.198901,2.316724,4.183476,5.811871,7.126745,6.508579,7.343929,7.62757,7.34888,6.621132,4.360015,4.389546,3.238902,1.959877,1.339494,1.135271,1.3651,0.790974,-0.037236,-0.216193,-0.25101,-0.372002,-0.491952,-0.37678,-0.106038,0.045708,0.097631,0.117675,-0.013781,-0.172962,-0.176658,-0.140737,-0.041005,0.039901,0.186817,0.402523,0.629531,0.675835,0.549225,0.385434,0.210937,0.245678,0.550563,0.736224,0.552701,0.281814,0.062953,-0.118566,-0.432951,-1.036809,-1.495962,-1.708279,-1.822325,-1.865257,-1.92508,-1.976974,-2.062475,-2.074354,-2.024891,-1.874635,-1.723305,-1.598934,-1.613696,-1.778807,-2.083118,-2.282652,-2.378927,-2.373069,-2.315729,-2.291293,-2.325538,-2.332448,-2.364134,-2.320667,-2.21636,-2.119695,-2.124665,-2.22873,-2.287718,-2.303809,-2.369135,-2.416148,-2.483914,-2.528905,2
-1.23236,-1.164951,-0.867414,-0.875841,-0.970769,-0.990479,-0.790193,-0.325675,0.343778,1.556609,2.30649,2.930592,4.005397,5.171322,6.257215,6.475,7.168651,7.008013,6.678917,6.081638,4.575491,4.662081,3.606176,2.114929,1.46108,1.068168,0.736363,0.230324,-0.267656,-0.162107,0.045706,0.089666,0.186417,0.379278,0.674388,0.804782,0.810062,0.860616,0.84869,0.754651,0.597322,0.349371,0.226156,0.182415,0.198328,0.295804,0.41189,0.437029,0.378395,0.259215,0.200162,0.413376,0.683915,0.716093,0.583282,0.346177,0.027803,-0.348769,-0.823221,-1.516915,-2.089081,-2.383323,-2.525374,-2.56367,-2.556434,-2.565142,-2.546703,-2.523629,-2.462904,-2.352533,-2.250737,-2.257164,-2.369331,-2.527484,-2.65062,-2.656384,-2.577517,-2.450435,-2.305918,-2.274475,-2.203494,-2.051833,-1.837738,-1.386219,-0.896281,-0.557909,-0.688033,-1.26567,-1.960975,-2.505122,-2.783604,-2.903825,-2.955593,-2.977724,2
-0.978125,-0.763503,-0.330136,-0.31633,-0.602813,-0.749119,-0.678243,-0.160753,0.714008,2.419986,3.375424,3.533326,4.217811,5.123065,6.265565,6.99198,7.968622,7.485413,6.515774,5.36409,3.789776,4.162164,3.555052,2.457809,2.045771,1.736994,1.129632,0.409423,-0.383851,-0.540292,-0.490342,-0.50331,-0.434292,-0.31226,-0.069602,0.117308,0.190144,0.268548,0.245635,0.143302,0.00852,-0.152579,-0.139292,-0.063102,0.045927,0.174937,0.289786,0.371451,0.324451,0.231248,0.106612,0.192776,0.4458,0.552195,0.464359,0.296561,0.115442,-0.152271,-0.599976,-1.272686,-1.775676,-2.019788,-2.131338,-2.146256,-2.144157,-2.167017,-2.215174,-2.246553,-2.20575,-2.102014,-1.977587,-1.925293,-1.950119,-2.076222,-2.274348,-2.439284,-2.476279,-2.405261,-2.294314,-2.22126,-2.186371,-2.154531,-2.127403,-1.96226,-1.722222,-1.540887,-1.595978,-1.897898,-2.249217,-2.523803,-2.68673,-2.74719,-2.776004,-2.789621,2
-0.93747,-0.616559,-0.031281,0.084399,-0.267393,-0.445111,-0.497605,-0.021365,1.028615,3.252429,4.553714,4.384675,4.767209,5.336354,6.135825,6.987539,7.827431,7.015565,5.980053,4.61645,3.316528,3.866862,3.479644,2.536272,2.257466,1.956172,1.029711,0.261683,-0.490961,-0.650091,-0.567453,-0.512655,-0.382282,-0.279643,-0.084549,0.07506,0.115768,0.201512,0.226523,0.152638,-0.023796,-0.214326,-0.191679,-0.094733,0.002273,0.086711,0.135292,0.202866,0.209515,0.145279,0.006047,0.045415,0.224212,0.320791,0.270447,0.146608,-0.02218,-0.269952,-0.702966,-1.335638,-1.8355,-2.085762,-2.210604,-2.227311,-2.229402,-2.256602,-2.299491,-2.290121,-2.238759,-2.136003,-2.047116,-2.023379,-2.126695,-2.265981,-2.468119,-2.581251,-2.621253,-2.570916,-2.449874,-2.368747,-2.299704,-2.22297,-2.118064,-1.87574,-1.590599,-1.36482,-1.39121,-1.662188,-2.02094,-2.340406,-2.526991,-2.596745,-2.622639,-2.635963,2
-1.25008,-1.240339,-1.034121,-1.105274,-1.151144,-1.114648,-0.838766,-0.365079,0.187931,1.123141,1.594674,2.371197,3.652474,5.042656,6.316399,6.23278,6.992369,7.094626,6.886357,6.457209,4.760329,4.858506,3.674213,2.048269,1.269895,0.911234,0.852849,0.395559,-0.136551,-0.015743,0.172893,0.164388,0.175858,0.367476,0.702803,0.855494,0.88673,0.946708,0.931929,0.835219,0.693485,0.437067,0.303557,0.256948,0.261565,0.377783,0.538913,0.576905,0.503932,0.363531,0.289147,0.501415,0.787952,0.79997,0.643921,0.402526,0.062273,-0.315462,-0.816173,-1.503461,-2.055399,-2.348949,-2.512094,-2.563295,-2.591531,-2.575137,-2.579005,-2.507656,-2.405647,-2.212858,-2.072183,-2.039991,-2.217066,-2.4197,-2.644142,-2.715885,-2.736973,-2.638337,-2.494164,-2.367108,-2.262215,-2.073695,-1.817177,-1.341675,-0.832043,-0.485403,-0.648376,-1.295686,-2.012626,-2.529902,-2.806249,-2.917477,-2.963684,-2.99289,2
-0.707952,-0.459664,-0.050174,-0.037423,-0.32016,-0.446121,-0.438651,0.030322,0.932261,2.851079,4.033932,4.175236,4.865816,5.664501,6.387727,6.84714,7.303405,6.73712,6.284429,5.038841,3.596404,3.817144,3.483783,2.746339,2.270779,1.821566,1.016711,0.154295,-0.688232,-0.919178,-0.752599,-0.508472,-0.28844,-0.22347,-0.024806,0.160094,0.252013,0.315539,0.32873,0.259603,0.121263,-0.076135,-0.063778,0.014135,0.104988,0.129461,0.145409,0.207178,0.265846,0.233023,0.08864,0.068753,0.226829,0.308305,0.288068,0.22304,0.108773,-0.169193,-0.647498,-1.249947,-1.745853,-2.000349,-2.155556,-2.194947,-2.222577,-2.236201,-2.301996,-2.308925,-2.281276,-2.178502,-2.116212,-2.1344,-2.269465,-2.438495,-2.665007,-2.777465,-2.795507,-2.684176,-2.487268,-2.346328,-2.278574,-2.199281,-2.12774,-1.967593,-1.765891,-1.600944,-1.620019,-1.821519,-2.056004,-2.261466,-2.408394,-2.442759,-2.463428,-2.482509,2
-0.951704,-0.913195,-0.740946,-0.885603,-0.991122,-1.018483,-0.689213,-0.141148,0.35403,1.167155,1.407156,2.327004,3.959563,5.405253,6.695936,6.432255,7.442627,7.62038,7.12213,6.427504,4.380481,4.559705,3.467583,2.073502,1.485711,1.332376,1.426445,0.731412,-0.082734,-0.190939,-0.171433,-0.198999,-0.168562,0.037768,0.363894,0.498158,0.490226,0.433091,0.243918,0.037623,-0.035471,-0.101322,-0.022362,0.115303,0.243485,0.436232,0.62059,0.639578,0.576478,0.411989,0.245413,0.284242,0.48491,0.578334,0.483027,0.305992,0.099581,-0.181189,-0.606765,-1.287582,-1.778456,-2.039504,-2.181124,-2.234246,-2.265129,-2.313123,-2.336127,-2.337766,-2.264722,-2.121186,-2.003178,-1.972439,-2.038262,-2.215073,-2.429656,-2.534093,-2.562621,-2.469511,-2.300859,-2.23863,-2.210074,-2.120074,-2.01196,-1.773789,-1.525468,-1.360312,-1.440477,-1.727441,-2.085006,-2.413406,-2.616415,-2.696602,-2.719462,-2.733074,1
