@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.656727,-0.595298,-0.42184,-0.173044,0.105919,0.409388,0.651262,0.899263,1.175611,1.339234,1.441063,1.472424,1.392748,1.304794,0.998079,0.490488,0.179733,-0.001408,-0.473401,-0.675901,-0.680272,-0.614207,-0.421674,-0.198974,0.064293,0.343853,0.634142,1.22982,1.46176,1.451892,1.323206,1.41212,1.410332,1.445733,1.517096,1.595149,1.652935,1.605845,1.253697,0.965958,0.71087,0.388294,0.101647,-0.195795,-0.411243,-0.600597,-0.515358,-0.593709,-0.8533,-1.049972,-1.161802,-1.340761,-1.425576,-1.3955,-1.278236,-1.131005,-1.003478,-0.818363,-0.671496,-0.564004,-0.518305,-0.657886,-0.762001,-0.92665,-1.012088,-1.161703,-1.293071,-1.365846,-1.257439,-1.177797,-1.013743,-0.876812,-0.751569,-0.560494,4
-0.408524,-0.443165,-0.284305,-0.097532,0.194826,0.359563,0.603014,0.91304,1.089685,1.14903,1.197743,1.213981,1.169559,1.054657,0.807147,0.578348,0.326275,0.093417,-0.172071,-0.377054,-0.545618,-0.522344,-0.378562,-0.184752,-0.013172,0.233604,0.780973,1.029411,1.32811,1.500115,1.58718,1.572566,1.380187,1.26861,1.196854,1.21027,1.276304,1.364761,1.57187,1.53433,1.372687,1.178529,0.875345,0.588709,0.312357,0.059202,-0.169906,-0.331317,-0.607206,-0.720484,-0.78617,-0.88986,-1.036773,-1.194705,-1.329537,-1.424412,-1.402128,-1.296006,-1.270118,-0.81938,-0.708847,-0.750949,-0.824367,-0.933972,-1.009903,-1.160297,-1.254406,-1.378931,-1.409033,-1.298125,-1.171547,-1.066233,-0.994594,-0.685302,1
-0.393536,-0.354782,-0.216122,-0.034058,0.231715,0.487605,0.747622,0.967006,1.180151,1.396396,1.460339,1.385351,1.378375,1.459952,1.464796,1.338265,1.101868,0.868184,0.605357,0.399847,0.183079,-0.093525,-0.287409,-0.400512,-0.415626,-0.291382,-0.132996,0.082881,0.307827,0.550327,0.811023,0.950148,1.113882,1.311913,1.308813,1.2377,1.279554,1.306681,1.30455,1.254364,1.275678,1.38167,1.185189,0.992583,0.846095,0.576157,0.335109,0.085303,-0.1397,-0.320621,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,-1.102436,6
-0.399523,-0.413328,-0.260542,-0.049018,0.207028,0.463957,0.705396,0.938641,1.14866,1.352626,1.481516,1.443078,1.38305,1.448312,1.522571,1.468267,1.259394,1.093865,0.878285,0.631955,0.357819,0.084631,-0.169043,-0.342046,-0.44434,-0.407096,-0.325101,-0.149104,0.036805,0.251616,0.474049,0.718972,0.957942,1.201655,1.321222,1.313534,1.282293,1.339541,1.36473,1.369801,1.264464,1.327764,1.263156,1.037271,0.794213,0.531313,0.262297,0.047633,-0.162353,-0.343257,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,-1.085486,6
-0.662485,-0.648753,-0.486421,-0.235019,0.037656,0.273319,0.588851,0.806562,1.069621,1.29131,1.372216,1.435966,1.395772,1.361251,1.190963,0.960869,0.690719,0.357304,0.084768,-0.24128,-0.42741,-0.637407,-0.679884,-0.611188,-0.41347,-0.185002,0.049486,0.33316,0.603517,0.911094,1.193558,1.506807,1.494458,1.447173,1.358345,1.382835,1.44572,1.327629,1.497467,1.604766,1.382317,1.023893,0.703034,0.37197,0.13309,-0.134223,-0.390364,-0.623052,-0.520596,-0.560271,-0.698044,-1.204618,-1.352131,-1.423079,-1.308932,-1.21202,-1.017623,-0.841836,-0.699255,-0.538548,-0.480956,-0.59078,-0.731354,-0.904305,-1.038239,-1.15889,-1.3186,-1.324397,-1.365065,-1.283176,-1.165635,-0.851313,-0.756294,-0.653768,1
-0.674268,-0.599823,-0.40246,-0.129426,0.17681,0.511945,0.784053,1.146234,1.329103,1.357076,1.31422,1.405192,1.524136,1.552228,1.437767,1.110342,0.752434,0.527934,0.225762,-0.084538,-0.574241,-0.719036,-0.639511,-0.479206,-0.291435,-0.047331,0.223282,0.502442,0.789611,1.096983,1.323545,1.247217,1.213357,1.285829,1.348708,1.375605,1.375605,1.349007,1.540872,1.459284,1.362754,1.274981,0.330092,0.040293,-0.194606,-0.438233,-0.608699,-0.434318,-0.461244,-0.612315,-0.755467,-0.927189,-1.026169,-1.217406,-1.358731,-1.467177,-1.382102,-1.127122,-1.010091,-0.836426,-0.699461,-0.617306,-0.734846,-0.910602,-1.017562,-1.179033,-1.27643,-1.305957,-1.317014,-1.247441,-1.20868,-1.123715,-0.868404,-0.58243,2
-0.507025,-0.33649,-0.152959,0.106479,0.427956,0.630206,0.886783,1.108546,1.210565,1.237669,1.301734,1.326414,1.25921,1.159893,0.940356,0.667683,0.375496,0.099842,-0.206532,-0.400714,-0.545655,-0.502574,-0.433064,-0.222588,0.272722,0.559146,0.824507,1.118203,1.372516,1.481092,1.451802,1.340841,1.319062,1.249751,1.304437,1.269503,1.321049,1.426327,1.545872,1.520755,1.329435,1.01527,0.716288,0.480257,0.18664,-0.066241,-0.246752,-0.437277,-0.750329,-0.750408,-0.866297,-1.171718,-1.267473,-1.336578,-1.439825,-1.382969,-1.254589,-1.157689,-0.839272,-0.714282,-0.604831,-0.574707,-0.934177,-1.002693,-1.195325,-1.288493,-1.350996,-1.311544,-1.289888,-1.251672,-1.231356,-1.132969,-0.938986,-0.826594,1
-0.476502,-0.403012,-0.259368,-0.025482,0.256177,0.526712,0.787762,0.966936,1.166854,1.41651,1.414004,1.364266,1.439259,1.514638,1.407257,1.236064,1.033832,0.790037,0.529932,0.394057,0.15269,-0.126424,-0.300431,-0.477331,-0.473957,-0.350517,-0.154339,0.055315,0.298917,0.536756,0.783405,1.021109,1.239341,1.395497,1.351156,1.294863,1.298719,1.389906,1.328215,1.28773,1.332071,1.371013,1.267873,0.999131,0.766479,0.502248,0.258857,0.006675,-0.216358,-0.401277,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,-1.083909,6
-0.667739,-0.593436,-0.414743,-0.143763,0.151455,0.385892,0.662619,0.984915,1.189806,1.328305,1.337533,1.312045,1.349805,1.353557,1.179698,0.980723,0.618098,0.393904,0.08158,-0.215497,-0.496484,-0.68907,-0.700969,-0.602462,-0.418225,-0.19873,0.073298,0.359152,0.632228,0.949048,1.257889,1.420896,1.438678,1.383914,1.366741,1.222428,1.309983,1.364239,1.461496,1.577514,1.587385,1.36238,0.714915,0.435078,0.126845,-0.164283,-0.413324,-0.604423,-0.427724,-0.564262,-0.695054,-1.091382,-1.232146,-1.407373,-1.530504,-1.439938,-1.336907,-1.160953,-0.939328,-0.784366,-0.66615,-0.535224,-0.533703,-0.623996,-0.963025,-1.152569,-1.250705,-1.338158,-1.38464,-1.360875,-1.288668,-1.186543,-0.812357,-0.418496,3
-0.462259,-0.457433,-0.28113,-0.107842,0.146251,0.398806,0.677699,0.926335,1.107956,1.368568,1.39201,1.380782,1.420573,1.500549,1.443423,1.30967,1.098304,0.869721,0.604558,0.366619,0.104962,-0.15041,-0.333469,-0.406788,-0.4217,-0.297854,-0.113082,0.095645,0.320701,0.57828,0.837494,1.074271,1.319125,1.451105,1.325231,1.222405,1.236785,1.340202,1.350249,1.329368,1.336854,1.426876,1.247028,0.993704,0.756533,0.490287,0.246379,0.011236,-0.20468,-0.382224,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,-1.082922,6
-0.477276,-0.404765,-0.276021,-0.025246,0.24062,0.507596,0.729145,1.007481,1.172165,1.399204,1.423495,1.390405,1.371278,1.489866,1.472843,1.323652,1.131807,0.876652,0.660957,0.43214,0.190986,-0.09177,-0.315365,-0.490531,-0.476702,-0.381392,-0.222675,-0.004436,0.219791,0.486805,0.723521,0.970566,1.179051,1.389066,1.35043,1.314088,1.312367,1.377207,1.331685,1.275452,1.279851,1.373573,1.23758,1.014176,0.783064,0.516012,0.247583,-0.010002,-0.233559,-0.385313,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,-1.080237,6
-0.439877,-0.431308,-0.263551,-0.040753,0.159822,0.41009,0.679624,0.924281,1.140596,1.374172,1.435756,1.426235,1.490656,1.55933,1.46351,1.288278,1.087925,0.829817,0.600881,0.304303,0.054987,-0.200285,-0.384431,-0.456813,-0.380987,-0.281115,-0.09938,0.116267,0.348384,0.59142,0.831215,1.061995,1.279972,1.335681,1.230542,1.224667,1.294355,1.429476,1.352496,1.379236,1.353914,1.372146,1.211905,0.967998,0.737785,0.448641,0.202567,-0.006598,-0.22739,-0.355259,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,-1.081106,6
-0.470841,-0.443949,-0.305049,-0.079889,0.182848,0.450637,0.697684,0.956562,1.182805,1.444192,1.560923,1.461608,1.401046,1.455646,1.536133,1.377983,1.176843,0.94856,0.700509,0.442949,0.20632,-0.008596,-0.207884,-0.39164,-0.470056,-0.442913,-0.296342,-0.095422,0.133081,0.372017,0.641359,0.885174,1.104514,1.29828,1.315225,1.292475,1.380807,1.36496,1.324795,1.254506,1.227363,1.308792,1.276315,1.047561,0.80202,0.556008,0.293051,0.040418,-0.201075,-0.379543,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,-1.076959,6
-0.448633,-0.440927,-0.282287,-0.08154,0.174078,0.451864,0.708032,0.941365,1.244432,1.41136,1.402872,1.393719,1.383567,1.470776,1.426838,1.216306,0.978312,0.740319,0.525409,0.279843,0.02296,-0.231476,-0.367432,-0.436883,-0.362572,-0.22189,-0.03737,0.178721,0.410573,0.658103,0.898759,1.078502,1.293362,1.419016,1.294527,1.288203,1.328645,1.358935,1.337133,1.289534,1.32981,1.38856,1.245098,0.987799,0.750638,0.498964,0.254713,0.022927,-0.18674,-0.364719,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,-1.087403,6
-0.513071,-0.4836,-0.283549,-0.02386,0.241337,0.481598,0.741724,0.986439,1.214927,1.407223,1.422734,1.366855,1.41637,1.480601,1.414382,1.239386,0.971524,0.747928,0.507688,0.267467,0.002827,-0.256106,-0.45751,-0.493782,-0.392006,-0.228883,-0.019386,0.214014,0.463323,0.701177,0.933145,1.178536,1.360491,1.385746,1.242568,1.257284,1.298447,1.345179,1.340207,1.300436,1.337225,1.36248,1.201603,0.961979,0.73027,0.483268,0.22686,-0.0169,-0.236996,-0.420781,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,-1.080294,6
-0.60905,-0.552507,-0.369974,-0.106048,0.184428,0.422109,0.639039,0.877419,1.131797,1.29153,1.36804,1.470358,1.424975,1.320085,1.241265,1.024945,0.82445,0.526215,0.334919,0.007518,-0.283742,-0.482929,-0.568507,-0.643142,-0.512966,-0.29778,-0.106222,0.15147,0.428169,0.711277,1.012913,1.241091,1.511207,1.504493,1.387135,1.328979,1.409412,1.424714,1.345981,1.504145,1.382819,1.073162,0.811764,0.204089,-0.069428,-0.320493,-0.481142,-0.654956,-0.737874,-0.979872,-1.088642,-1.24181,-1.366981,-1.409525,-1.331621,-1.193698,-1.092261,-0.9773,-0.805709,-0.681375,-0.598195,-0.59728,-0.848694,-0.967142,-1.076523,-1.170253,-1.298248,-1.315652,-1.361091,-1.340318,-1.204976,-1.104642,-0.937759,-0.694453,3
-0.462295,-0.432097,-0.274132,-0.039699,0.234451,0.484494,0.717327,0.968641,1.211072,1.389329,1.39646,1.434616,1.49956,1.474315,1.309932,1.06519,0.820832,0.56522,0.317124,0.062303,-0.173248,-0.409222,-0.488542,-0.474455,-0.336879,-0.129021,0.082113,0.306121,0.551422,0.790731,1.021251,1.27563,1.391449,1.464679,1.490503,1.400699,1.382392,1.359652,1.420163,1.368131,1.432111,1.249614,1.063841,0.856869,0.624113,0.369696,0.150237,-0.066313,-0.225665,-0.377733,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,-1.070433,6
-0.821608,-0.782046,-0.595155,-0.379316,-0.064649,0.603232,0.969319,1.247624,1.467018,1.381444,1.350465,1.380429,1.468034,1.532785,1.406583,1.194553,0.873335,0.614405,0.373706,-0.277847,-0.620218,-0.766201,-0.868381,-0.754977,-0.57418,-0.339881,-0.062465,0.864447,1.212836,1.468034,1.377381,1.35402,1.302981,1.304758,1.355036,1.425374,1.518057,1.3883,1.07089,0.745254,0.394808,0.08207,-0.220967,-0.488429,-0.724785,-0.203878,-0.380941,-0.578294,-0.742687,-0.946743,-1.174948,-1.437814,-1.584333,-1.523972,-1.28429,-1.059538,-0.807616,-0.609197,-0.420021,-0.248924,-0.247375,-0.426369,-0.629105,-0.879783,-1.071955,-1.274132,-1.379538,-1.441547,-1.446549,-1.361204,-1.216059,-1.001414,-0.50242,-0.297729,3
-0.428157,-0.485679,-0.350475,-0.144445,0.098578,0.32448,0.495241,0.784414,1.019923,1.235232,1.27551,1.287499,1.339068,1.308932,1.221191,0.917524,0.624082,0.399699,-0.150563,-0.28043,-0.526286,-0.545255,-0.438709,-0.264417,-0.045372,0.180366,0.730094,0.976196,1.261879,1.436664,1.515331,1.528429,1.433338,1.297682,1.223941,1.249562,1.347198,1.435678,1.591987,1.571335,1.383042,1.051784,0.751649,0.496062,0.215881,-0.03987,-0.217036,-0.362587,-0.641372,-0.734286,-1.106561,-1.222218,-1.323594,-1.441398,-1.398595,-1.290912,-1.164695,-1.016028,-0.886325,-0.730755,-0.621746,-0.803634,-1.054088,-1.128034,-1.287566,-1.319899,-1.404614,-1.344579,-1.24048,-1.173038,-1.026005,-0.949267,-0.792507,-0.713059,1
-0.782974,-0.791555,-0.594376,-0.354997,-0.029643,0.317244,0.546371,0.911932,1.302144,1.477371,1.46744,1.42103,1.488877,1.594297,1.601689,1.486628,1.182615,0.834506,0.532293,-0.461316,-0.689382,-0.840794,-0.749291,-0.71789,-0.491881,-0.235789,0.054757,0.293268,0.600559,1.239535,1.471715,1.458762,1.477146,1.412513,1.362728,1.392714,1.406278,1.517161,1.23796,0.907368,0.565848,0.257625,-0.558765,-0.737335,-0.359111,-0.553494,-0.677747,-0.783745,-1.000401,-1.238784,-1.376215,-1.474496,-1.359534,-1.186556,-0.956401,-0.783906,-0.682857,-0.523186,-0.301773,-0.335584,-0.491014,-0.718115,-0.905395,-1.078984,-1.201951,-1.311099,-1.405558,-1.344428,-1.212461,-1.108167,-0.907581,-0.764847,-0.537649,-0.351172,1
-0.793525,-0.710232,-0.520046,-0.296967,0.000939,0.320517,0.678061,0.983054,1.327832,1.425158,1.439771,1.480576,1.50346,1.58838,1.522209,1.322869,1.035439,0.88581,0.318119,0.004551,-0.270692,-0.558287,-0.745165,-0.740064,-0.612299,-0.412491,-0.171353,0.092724,0.410096,0.652337,0.885507,1.180353,1.393727,1.442803,1.480025,1.416887,1.424331,1.448042,1.480576,1.478922,1.194056,0.897996,0.615888,0.311915,0.021783,-0.246953,-0.49333,-0.691622,-0.407969,-0.461678,-0.536148,-0.86215,-1.17886,-1.314213,-1.413919,-1.338197,-1.190109,-1.050461,-0.890355,-0.759667,-0.655641,-0.629394,-0.738162,-0.872709,-1.036345,-1.164027,-1.309832,-1.300799,-1.261497,-1.129728,-1.049303,-0.921676,-0.819387,-0.545825,3
-0.709553,-0.651407,-0.453302,-0.202198,0.408888,0.655038,0.969403,1.222352,1.404561,1.41259,1.456718,1.433634,1.320061,1.131571,0.81549,0.570959,0.251349,-0.035659,-0.356791,-0.560885,-0.688509,-0.703013,-0.554766,-0.355204,-0.124756,0.119322,0.399563,0.667179,0.9605,1.271401,1.455358,1.473197,1.362149,1.286034,1.35289,1.479639,1.501007,1.581266,1.552775,1.518716,1.251684,0.643285,0.38234,0.114207,-0.181607,-0.420894,-0.620262,-0.545216,-0.642342,-0.889496,-1.007601,-1.189357,-1.325414,-1.435892,-1.371475,-1.232545,-1.047941,-0.914457,-0.819953,-0.666429,-0.541654,-0.578595,-0.673325,-0.798974,-0.99109,-1.069276,-1.277259,-1.301738,-1.262752,-1.210174,-1.12943,-1.038131,-0.798521,-0.640561,2
-0.359955,-0.337214,-0.220234,0.011342,0.265229,0.542258,0.793066,0.962147,1.105318,1.357311,1.393585,1.24997,1.330364,1.471759,1.479902,1.354794,1.205701,0.97488,0.796176,0.523899,0.26634,0.001688,-0.262549,-0.374731,-0.410754,-0.311615,-0.154067,0.049274,0.251682,0.499914,0.744208,0.992795,1.261814,1.339988,1.196521,1.16617,1.207033,1.305195,1.200667,1.212807,1.17905,1.305047,1.312302,1.080297,0.824603,0.554103,0.320306,0.079818,-0.098383,-0.275977,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,-1.112128,6
-0.480313,-0.401984,-0.222417,0.00512,0.262399,0.518861,0.76847,0.986385,1.181809,1.417275,1.401537,1.345559,1.403131,1.503931,1.488592,1.352133,1.074436,0.937977,0.723469,0.450014,0.198034,-0.066077,-0.293036,-0.429674,-0.460711,-0.347839,-0.194587,0.006614,0.230864,0.464795,0.703608,0.934591,1.17922,1.359305,1.370062,1.260497,1.259302,1.332013,1.324045,1.308706,1.301932,1.336197,1.216671,1.001923,0.761697,0.50637,0.249928,0.005977,-0.202516,-0.38292,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,-1.088379,6
-0.69363,-0.711708,-0.529006,-0.278657,0.020647,0.345902,0.950633,1.195442,1.428995,1.518801,1.427829,1.391965,1.504222,1.566911,1.494892,1.342105,1.065806,0.702618,0.385615,0.034235,-0.545276,-0.695117,-0.786293,-0.723604,-0.647094,-0.418089,0.113573,0.409553,0.727839,1.018454,1.336565,1.410626,1.370388,1.360183,1.390507,1.404794,1.435993,1.363973,1.362224,1.042072,0.702588,0.41865,0.146783,-0.167187,-0.452262,-0.644266,-0.248829,-0.28064,-0.513581,-0.653509,-1.029236,-1.285999,-1.46315,-1.587365,-1.435928,-1.243953,-1.016202,-0.831809,-0.685116,-0.488651,-0.381438,-0.50046,-0.672053,-0.933249,-1.09589,-1.229928,-1.375542,-1.374872,-1.342507,-1.280692,-1.150445,-0.788859,-0.624235,-0.389194,1
-0.447169,-0.431573,-0.26993,-0.033549,0.209905,0.448613,0.705812,0.940543,1.124545,1.356747,1.445083,1.413927,1.452413,1.535068,1.463043,1.274826,1.049222,0.786781,0.548568,0.300751,0.053393,-0.160078,-0.356231,-0.441194,-0.42459,-0.294451,-0.123589,0.092833,0.313965,0.556247,0.804008,1.02448,1.268595,1.426022,1.368659,1.291503,1.383504,1.39615,1.344285,1.298834,1.354731,1.384237,1.195104,0.94934,0.712172,0.475333,0.236974,-0.008002,-0.199353,-0.374613,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,-1.08073,6
-0.441877,-0.453702,-0.297251,-0.126341,0.145484,0.415188,0.677201,0.934899,1.144449,1.383675,1.438486,1.357028,1.392911,1.483,1.508739,1.276932,1.08646,0.879332,0.62224,0.34501,0.093354,-0.177335,-0.332544,-0.422285,-0.404373,-0.272844,-0.109065,0.090598,0.324873,0.559708,0.814529,1.061326,1.311151,1.40563,1.329622,1.297675,1.32826,1.309939,1.283291,1.275872,1.379285,1.417894,1.241351,0.98441,0.74261,0.481581,0.249047,0.012971,-0.191901,-0.364144,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,-1.083078,6
-0.459737,-0.401641,-0.240654,-0.029082,0.211167,0.458183,0.709171,0.929819,1.107433,1.372485,1.431951,1.400653,1.423539,1.415911,1.392242,1.20426,1.013736,0.753809,0.519116,0.249233,0.009493,-0.224653,-0.436812,-0.474623,-0.404908,-0.254542,-0.071216,0.147163,0.379607,0.610623,0.848211,1.071441,1.299523,1.464226,1.451121,1.357228,1.398893,1.377962,1.34823,1.372094,1.411021,1.381288,1.181765,0.934905,0.704007,0.440266,0.215646,-0.011477,-0.225885,-0.395127,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,-1.078902,6
-0.672525,-0.70347,-0.516318,-0.27746,-0.004062,0.186756,0.425508,0.776023,1.050372,1.254619,1.25187,1.387882,1.302412,1.145817,0.881547,0.582032,0.311384,-0.305762,-0.563264,-0.73008,-0.700827,-0.514027,-0.282817,-0.027148,0.266693,0.521481,0.791037,1.130238,1.480859,1.574012,1.534502,1.409593,1.334802,1.352108,1.308474,1.40138,1.390032,1.534326,1.394049,1.059818,0.747368,0.441227,0.149185,-0.126081,-0.374208,-0.603233,-0.352955,-0.444946,-0.64521,-0.805329,-1.016519,-1.146081,-1.346733,-1.484165,-1.4692,-1.383867,-1.227921,-0.985221,-0.845509,-0.600272,-0.463908,-0.499224,-0.765432,-0.937993,-1.097301,-1.27159,-1.374375,-1.398628,-1.373509,-1.270321,-1.184393,-1.058461,-0.849985,-0.496051,2
-0.688134,-0.700173,-0.50206,-0.24108,0.074164,0.290931,0.566083,0.795792,1.130305,1.306654,1.369161,1.389659,1.417604,1.478882,1.412001,1.181352,0.935411,0.678913,0.363018,0.075683,-0.21975,-0.484888,-0.576353,-0.653248,-0.578739,-0.383193,-0.261687,0.011766,0.29057,0.554768,0.855515,1.471471,1.53264,1.525084,1.477617,1.380513,1.388394,1.439802,1.606751,1.509828,1.32285,1.020621,0.705123,0.424765,0.122246,-0.166282,-0.42249,-0.620169,-0.476393,-0.584848,-0.687592,-0.957827,-1.268072,-1.331247,-1.352946,-1.264525,-1.132152,-1.026805,-0.859675,-0.817847,-0.719659,-0.64956,-0.715899,-0.853167,-1.029553,-1.155036,-1.21071,-1.277873,-1.29733,-1.192381,-1.097084,-0.946584,-0.860506,-0.58286,2
-0.39764,-0.411978,-0.263457,-0.059961,0.165927,0.427667,0.671606,0.894494,1.048764,1.28981,1.406227,1.410691,1.44533,1.521215,1.458007,1.327485,1.142861,0.951095,0.708799,0.47668,0.205673,-0.046283,-0.214177,-0.413299,-0.436439,-0.346645,-0.196571,-0.015465,0.204084,0.424596,0.647627,0.89628,1.124113,1.311772,1.32927,1.268741,1.343733,1.393192,1.411762,1.365338,1.355875,1.392121,1.236066,1.034837,0.805932,0.553726,0.280326,0.036779,-0.158736,-0.320273,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,-1.089586,6
