@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.70662,-0.498157,0.865384,1.513994,1.574782,1.456767,0.579321,-0.514946,-0.746868,-0.732977,-0.40942,1.563147,1.620611,1.498084,1.73554,1.53299,-0.515207,-0.686935,-0.789848,-1.200107,-0.683254,-0.751071,-1.240016,-1.142897,-0.699662,2
-0.863178,-0.660671,1.370127,1.589598,1.609923,1.549534,-0.447161,-0.828156,-0.808105,-0.632763,1.527255,1.639824,1.57924,-0.590315,-0.759853,-0.580582,-0.605363,-1.269541,-1.172841,-0.633232,-0.713652,-1.202781,-1.273352,-0.520624,-0.525216,3
-0.759068,-0.729447,-0.530723,1.141953,1.485195,1.522352,1.409563,0.78174,-0.548616,-0.711211,-0.749871,0.09689,1.538955,1.638304,1.524461,1.807751,1.634614,-0.548801,-0.844582,-0.805106,-1.116672,-0.777725,-1.136057,-0.757276,-0.818282,1
-0.889126,-0.592434,0.928142,1.616725,1.503138,1.557168,1.375583,-0.422959,-0.879579,-0.57753,1.506054,1.441432,1.683649,-0.811058,-0.460535,-0.522041,-1.332376,-1.292252,-0.614261,-0.494534,-0.649673,-1.385225,-1.366176,-0.468962,-0.437894,5
-0.86735,-0.567513,1.5834,1.514826,1.343486,-0.595877,-0.884727,-0.81791,-0.368986,1.605261,1.66935,1.534258,1.819203,1.661503,-0.611815,-0.785828,-0.601669,-1.131143,-1.170606,-1.114981,-0.620504,-1.230827,-1.141476,-0.577696,-0.544736,3
-0.859386,-0.563701,1.483018,1.578348,1.517264,1.318393,-0.152779,-0.816767,-0.771165,-0.545516,1.44076,1.565931,1.468598,1.646842,1.643637,1.433149,-0.309894,-0.763515,-0.47508,-1.24265,-0.624224,-0.724902,-1.327129,-1.127853,-0.490081,2
-0.622352,-0.534129,-0.326464,0.700499,1.401902,1.53019,1.44752,1.499124,1.346685,0.676967,-0.551995,-0.645367,-0.561232,0.829716,1.457531,1.604396,1.564971,1.434,1.430284,1.553412,1.137276,-0.345599,-0.54188,-1.031541,-1.031541,6
-0.619113,-0.535087,-0.323821,1.457808,1.502908,1.412388,1.479345,1.31931,-0.429619,-0.612812,-0.628496,-0.475764,-0.258143,1.397035,1.574236,1.652601,1.429021,1.369207,1.532975,1.261096,0.6217,-0.119858,-0.543008,-1.031005,-1.031005,6
-0.639154,-0.646733,-0.475504,1.344672,1.591691,1.5021,1.17087,0.962681,-0.215526,-0.625376,-0.707623,-0.655108,-0.272438,1.592627,1.526194,1.614381,1.425842,0.282022,-0.433773,-0.590429,-1.253446,-0.686336,-1.24561,-1.257025,-0.609493,1
-0.587943,-0.558166,-0.353091,0.114564,0.895629,1.32405,1.488263,1.496001,1.494695,0.908091,-0.060352,-0.454252,-0.564015,-0.54686,-0.141263,1.339125,1.527758,1.611171,1.406357,1.52806,1.543938,-0.32874,-0.515314,-1.034624,-1.034624,6
-0.845418,-0.550658,1.360594,1.516031,1.479163,1.330099,-0.300549,-0.83561,-0.745602,-0.333002,1.586125,1.650075,1.517851,1.522175,1.790036,-0.775552,-0.663173,-1.046575,-1.18087,-0.647152,-0.822592,-1.233536,-1.138927,-0.740277,-0.60307,2
-0.540121,-0.466443,-0.294099,1.406152,1.508874,1.422061,1.52251,1.436492,0.73471,-0.285623,-0.482055,-0.542211,-0.511111,-0.147971,1.421833,1.56319,1.570008,1.372745,1.373881,1.559667,1.362405,-0.069304,-0.466431,-1.048378,-1.048378,5
-0.668881,-0.561745,0.686151,1.358101,1.505937,1.403645,1.460153,1.285087,0.615306,-0.356196,-0.551335,-0.656267,-0.552564,-0.327521,1.448225,1.58594,1.633291,1.403163,1.416296,1.648472,1.533288,-0.37357,-0.562697,-1.025833,-1.025833,6
-0.615875,-0.518021,-0.324331,1.406348,1.49846,1.460562,1.486512,1.319376,-0.097444,-0.507924,-0.561996,-0.517186,-0.094964,1.346739,1.541111,1.604959,1.423691,1.569631,1.565648,1.301519,0.096221,-0.354957,-0.529404,-1.032483,-1.032483,6
-0.858025,-0.410225,1.501495,1.323605,1.521991,1.448322,-0.449226,-0.863613,-0.87303,-0.467034,1.509423,1.598175,1.366724,1.76369,1.276232,-0.356916,-0.830394,-0.542444,-1.200657,-1.152859,-0.63543,-0.802493,-1.312554,-0.443599,-0.433602,3
-0.590708,-0.503222,-0.314138,1.181846,1.38535,1.447255,1.371,1.419149,1.29439,0.435899,-0.098371,-0.540247,-0.617166,-0.525328,-0.330397,1.34574,1.642577,1.381674,1.393296,1.542248,1.579723,-0.320258,-0.501265,-1.03939,-1.03939,6
-0.560695,-0.524604,0.158372,0.926706,1.356613,1.488378,1.406359,1.437186,1.338918,-0.316751,-0.480256,-0.561507,-0.512886,-0.352909,1.349602,1.508633,1.597107,1.430731,1.403354,1.569062,1.373863,-0.074955,-0.492264,-1.043096,-1.043096,6
-0.550308,-0.461521,0.074521,0.863238,1.531259,1.449889,1.502704,1.438281,0.78094,-0.009797,-0.549368,-0.573674,-0.430703,0.006836,1.4247,1.583029,1.610655,1.487149,1.493998,1.582564,1.541822,-0.146768,-0.523227,-1.033918,-1.033918,6
-0.754224,-0.539779,0.87414,1.374931,1.505709,1.451905,-0.518875,-0.703534,-0.694653,-0.502219,1.469153,1.591693,1.500818,1.685914,1.722471,-0.518746,-0.694292,-0.599813,-0.671046,-1.174025,-1.230327,-0.671535,-1.282723,-1.174592,-0.574121,2
-0.628036,-0.525146,-0.142187,1.370624,1.443609,1.407,1.443609,1.390561,0.798522,-0.23224,-0.583371,-0.602188,-0.45004,1.442326,1.58608,1.64624,1.573605,1.41656,1.395341,1.607883,1.544225,0.903569,-0.533424,-1.031457,-1.031457,6
-0.492273,-0.451908,-0.151181,0.066665,0.868925,1.525544,1.428525,1.486333,1.373181,0.964376,-0.232987,-0.496497,-0.44094,-0.118412,0.874527,1.459893,1.561282,1.553888,1.393347,1.521287,1.520951,-0.076008,-0.44168,-1.055559,-1.055559,6
-0.922716,-0.356537,1.218989,1.611663,1.611319,1.424094,-0.730402,-0.88307,-0.693868,1.381457,1.560429,1.412575,1.617852,1.618024,1.374236,-0.832628,-0.534684,-1.239416,-1.128164,-0.568433,-0.771887,-1.330175,-1.323229,-0.494677,-0.432785,3
-0.650352,-0.546125,-0.365143,1.481096,1.535588,1.498693,1.37109,1.180254,-0.308596,-0.509842,-0.61567,-0.537667,-0.373725,1.519581,1.638215,1.641053,1.523328,1.495627,1.60166,1.609039,1.546146,-0.129271,-0.562245,-1.019865,-1.019865,6
-0.873754,-0.369026,1.631545,1.532319,1.660304,0.928832,-0.52053,-0.846847,-0.832452,-0.417736,1.41653,1.530362,1.441676,1.604744,-0.799944,-0.499511,-0.695042,-1.337978,-1.355279,-0.56004,-0.695794,-1.361295,-1.17223,-0.458299,-0.425189,4
-0.896042,-0.861496,-0.131195,1.626026,1.520694,1.574971,0.567071,-0.619249,-0.898764,-0.841927,-0.612549,1.479141,1.494925,1.75149,-0.357546,-0.837852,-0.483783,-1.288411,-1.273868,-0.662702,-0.532535,-0.608313,-1.402867,-0.645598,-0.470624,4
-0.600383,-0.521234,-0.325321,1.401327,1.370403,1.439723,1.380979,0.829866,-0.394388,-0.569516,-0.602326,-0.25346,1.422019,1.608368,1.636993,1.372242,1.336375,1.389141,1.563304,1.576869,1.158764,-0.080056,-0.513635,-1.042009,-1.042009,5
-0.898937,-0.871544,-0.64454,1.483625,1.476896,-0.707597,-0.908683,-0.548273,1.553302,1.658577,1.506417,1.48471,1.790334,1.360768,-0.658997,-0.834752,-0.435227,-1.215219,-1.252011,-0.524939,-1.195423,-1.317889,-1.118843,-0.308246,-0.33362,3
-0.570109,-0.485468,-0.089324,0.706045,1.181974,1.377781,1.524425,1.480093,1.546893,1.500266,0.7296,-0.445872,-0.56756,-0.540333,-0.425748,0.765596,1.43238,1.562475,1.456539,1.583493,1.528169,-0.130587,-0.49518,-1.037618,-1.037618,6
-0.79364,-0.620012,1.106234,1.482516,1.381065,0.466649,-0.406356,-0.684974,-0.679307,-0.339681,1.637042,1.399586,1.698411,1.665239,1.4217,-0.537193,-0.692521,-0.572576,-0.637704,-1.308429,-0.600413,-0.815064,-1.33516,-1.324302,-0.63118,2
-0.729046,-0.484721,0.581029,1.508881,1.610123,1.523065,1.363866,-0.467139,-0.769738,-0.564932,-0.330365,1.615258,1.533336,1.76223,1.693268,-0.553561,-0.681311,-0.630103,-1.152353,-1.153356,-0.945786,-0.670698,-1.186687,-1.25291,-0.600709,2
-0.633659,-0.57246,1.391904,1.472404,1.408143,1.480988,1.401764,1.244127,0.598503,-0.376209,-0.569015,-0.628787,-0.332885,0.907164,1.576915,1.647324,1.614497,1.436678,1.422643,1.657299,1.562068,-0.378436,-0.558112,-1.022286,-1.022286,6
-1.009602,-0.670303,1.229068,1.665616,1.400068,1.598683,1.486035,0.740254,-0.840476,-0.979771,-0.812563,1.512715,1.342652,1.62037,1.571847,-0.901324,-0.406877,-1.302642,-1.166263,-0.572041,-0.458052,-0.705377,-1.376721,-0.446896,-0.395113,5
-0.602618,-0.359486,0.678572,1.557292,1.397931,1.477783,1.472857,0.851681,-0.148295,-0.527073,-0.565567,-0.445261,-0.244164,1.191598,1.417522,1.563479,1.555803,1.378799,1.363103,1.552251,1.390141,0.152028,-0.511332,-1.04255,-1.04255,6
-0.932232,-0.605001,1.459902,1.473793,1.435029,0.665243,-0.807768,-0.951824,-0.9113,-0.447038,1.61092,1.760968,1.391904,1.489944,1.740617,-0.833643,-0.455065,-0.645525,-1.153913,-1.362078,-0.588041,-0.472251,-0.67421,-1.376013,-0.486529,5
-0.636422,-0.5344,-0.32869,0.954934,1.359627,1.458885,1.425466,1.484643,1.256705,0.613527,-0.348297,-0.536254,-0.596353,-0.474645,-0.254102,1.189312,1.552591,1.60433,1.385829,1.572576,1.50274,-0.359877,-0.530026,-1.039993,-1.039993,6
-0.586624,-0.503922,-0.122023,1.38402,1.546234,1.434598,1.571637,1.468886,1.254499,-0.420787,-0.569594,-0.569719,-0.436211,-0.246851,0.436477,1.46376,1.59499,1.568561,1.399512,1.546234,1.549993,-0.116738,-0.500573,-1.030402,-1.030402,6
-0.559587,-0.524779,-0.33229,0.882325,1.506205,1.445132,1.537937,1.497512,1.307011,-0.345396,-0.514803,-0.559826,-0.464749,-0.254786,1.452522,1.57043,1.555325,1.376235,1.396556,1.514573,1.51892,-0.095388,-0.495677,-1.042781,-1.042781,6
-0.564435,-0.475077,-0.291882,0.505453,1.32468,1.469592,1.337152,0.49892,-0.255725,-0.461298,-0.548055,-0.543518,-0.361071,1.317672,1.495129,1.59241,1.547511,1.398205,1.291778,1.373974,1.546205,1.602388,-0.487893,-1.055199,-1.055199,6
-0.586739,-0.490008,-0.282819,0.167025,0.93677,1.361888,1.378058,1.479439,1.330494,0.713943,-0.25696,-0.614912,-0.568647,-0.378724,1.311139,1.641249,1.365901,1.351148,1.623663,1.534438,1.133514,-0.094879,-0.515548,-1.042709,-1.042709,6
-0.805538,-0.599264,0.531844,1.488128,1.492259,1.362334,0.380525,-0.491812,-0.828447,-0.295363,1.39493,1.552401,1.501901,1.679572,1.511083,-0.539489,-0.714935,-0.619786,-0.767892,-1.182964,-1.275175,-0.597887,-1.207939,-1.291115,-0.586731,2
-0.605074,-0.545902,-0.339827,0.980503,1.37946,1.447314,1.380717,1.433492,1.087813,-0.373779,-0.545023,-0.572579,-0.493227,1.445178,1.582143,1.625871,1.435251,1.343648,1.33146,1.594206,1.508886,1.333722,-0.529844,-1.040547,-1.040547,6
-0.583563,-0.488789,-0.313785,1.34678,1.435686,1.374504,1.430309,1.376057,0.804619,-0.399286,-0.522882,-0.509008,-0.363496,1.276396,1.458271,1.563071,1.587687,1.324553,1.322522,1.593304,1.33734,-0.324504,-0.510884,-1.053811,-1.053811,6
-0.73834,-0.365393,1.163026,1.52225,1.575125,1.394706,-0.598969,-0.713457,-0.536872,1.368874,1.560796,1.489557,1.640714,1.63587,1.423968,-0.256879,-0.68367,-0.478892,-1.271062,-1.288156,-0.66809,-0.730994,-1.354323,-1.212597,-0.448095,2
-0.88261,-0.574381,1.426186,1.586227,1.602293,1.566196,1.154723,-0.525451,-0.854149,-0.589008,1.398643,1.554093,1.546373,1.66969,1.638182,-0.363992,-0.784145,-0.501601,-1.301609,-0.607871,-0.723717,-1.329457,-1.294254,-0.435666,-0.408185,2
-0.760066,-0.699913,0.535296,1.206473,1.558352,1.540758,1.415819,0.78758,-0.517024,-0.754142,-0.212426,1.565702,1.664584,1.567483,1.685519,-0.252603,-0.69969,-0.728664,-1.10473,-1.169316,-0.734923,-0.794341,-1.139539,-1.231242,-0.691984,2
-0.551711,-0.481349,-0.299525,1.156627,1.337887,1.389932,1.486007,1.502757,1.33358,1.22925,-0.40437,-0.547476,-0.538802,-0.402204,1.404409,1.53542,1.603377,1.421638,1.417092,1.533146,1.399504,-0.070874,-0.491064,-1.050567,-1.050567,6
-0.857242,-0.319063,1.283671,1.582751,1.522812,0.862035,-0.578698,-0.774171,-0.727146,-0.345057,1.479144,1.648252,1.565655,1.712723,1.634864,-0.087338,-0.812091,-0.683479,-1.264742,-1.203738,-0.831597,-0.539933,-1.301223,-0.663787,-0.609038,2
-0.613071,-0.518203,-0.113925,1.359736,1.474166,1.450306,1.510442,1.431559,1.051019,-0.382896,-0.552167,-0.586667,-0.27196,0.987717,1.410134,1.574961,1.626455,1.427663,1.389439,1.597604,1.529554,-0.129118,-0.527005,-1.033551,-1.033551,6
-0.552958,-0.474832,-0.312872,1.39942,1.478168,1.4717,1.418441,1.268046,0.645545,0.126734,-0.300648,-0.475567,-0.533201,-0.482453,-0.301396,1.46498,1.55514,1.420724,1.445578,1.530539,1.432517,-0.285773,-0.474185,-1.05153,-1.05153,6
-0.622459,-0.515096,-0.328119,0.960236,1.419473,1.552574,1.306609,1.507169,1.366544,0.978138,-0.270156,-0.589923,-0.549253,-0.374393,1.301161,1.472791,1.545309,1.369268,1.45411,1.388468,1.512877,1.403516,-0.531312,-1.043154,-1.043154,6
-0.855715,-0.755993,-0.527835,1.165113,1.559647,1.538915,1.428205,-0.675282,-0.8553,-0.867864,-0.708122,1.552183,1.627441,1.637393,-0.331501,-0.801521,-0.517365,-0.798224,-1.241561,-1.145924,-0.590861,-0.723174,-1.147126,-1.323144,-0.581386,2
-0.558107,-0.487977,-0.116378,1.386206,1.441445,1.385825,1.397789,0.531158,-0.226282,-0.428742,-0.548879,-0.526186,-0.374968,1.029575,1.440045,1.56694,1.60576,1.371442,1.371315,1.58145,1.58285,-0.083846,-0.484744,-1.046572,-1.046572,6
-0.925613,-0.891289,-0.637815,1.259356,1.641611,1.546218,1.640248,1.450654,-0.558264,-0.941166,-0.667421,1.35526,1.598854,1.591189,1.374169,-0.850696,-0.458731,-1.329352,-1.350688,-0.772473,-0.506922,-0.726292,-1.346079,-0.552336,-0.506785,5
-0.593269,-0.508978,-0.30231,0.731988,1.348907,1.516105,1.415636,1.500368,1.435024,1.037552,-0.39865,-0.53305,-0.584506,-0.22099,1.456554,1.564452,1.517113,1.401283,1.47632,1.563822,1.509559,-0.342586,-0.524464,-1.04172,-1.04172,6
-0.703917,-0.632026,-0.232182,1.329398,1.541081,1.537477,1.340691,1.042508,0.430596,-0.389034,-0.727464,-0.591611,-0.387088,1.325073,1.526184,1.697021,0.049398,-0.636543,-0.556747,-1.236006,-1.258169,-0.996141,-0.789335,-1.290772,-0.513714,2
-0.778612,-0.538213,1.581767,1.600021,1.242816,-0.430264,-0.746729,-0.752205,-0.448228,1.472655,1.587368,1.506882,1.652295,1.65188,1.464565,-0.303872,-0.720592,-0.497452,-1.285939,-1.261648,-0.77689,-0.568105,-1.211594,-1.337321,-0.439017,2
-0.632703,-0.541553,-0.327053,0.158954,1.231827,1.4438,1.504293,1.457616,1.455874,1.308003,-0.370643,-0.538541,-0.619123,-0.536226,-0.341218,1.495953,1.627269,1.636978,1.464587,1.463591,1.588933,-0.346794,-0.543594,-1.024697,-1.024697,6
-0.60335,-0.527602,-0.132391,0.914896,1.361674,1.436842,1.289165,0.687942,-0.053984,-0.564848,-0.58109,-0.218218,0.541836,1.446268,1.638055,1.7299,1.433216,1.384152,1.436117,1.607359,1.652194,-0.076172,-0.519385,-1.031977,-1.031977,6
-0.840028,-0.624669,1.522249,1.546203,1.39508,0.683146,-0.539913,-0.836452,-0.806439,-0.377711,1.362319,1.560646,1.346995,1.601157,1.543385,0.001048,-0.761225,-0.445153,-1.414807,-1.401244,-0.444008,-0.679059,-1.408589,-1.195801,-0.420388,3
-0.599618,-0.526597,-0.342175,0.125788,1.163711,1.538982,1.496372,1.630258,1.576765,1.008675,-0.252316,-0.570674,-0.582246,-0.448411,-0.243455,1.342157,1.476967,1.50818,1.482409,1.520295,1.422139,-0.087587,-0.515159,-1.028874,-1.028874,6
-0.879592,-0.561606,1.530887,1.647482,1.539294,-0.184025,-0.896642,-0.875096,-0.496675,1.482824,1.551904,1.485565,1.638162,-0.598851,-0.781199,-0.546109,-1.250923,-1.261504,-0.630466,-0.621457,-0.73076,-1.146499,-1.281515,-0.493239,-0.470633,2
-0.635723,-0.549164,0.724498,1.361444,1.438973,1.48931,1.442917,1.266374,0.862847,-0.366093,-0.561453,-0.640933,-0.521287,0.690975,1.354075,1.613544,1.563726,1.437105,1.411366,1.438662,1.579605,1.537571,-0.553243,-1.033874,-1.033874,6
-0.641629,-0.549896,-0.345335,0.695372,1.35244,1.451952,1.446436,1.496755,0.658561,-0.337961,-0.539427,-0.628762,-0.540103,-0.338918,0.41406,1.533002,1.645009,1.460845,1.427637,1.62711,1.544597,-0.355545,-0.557101,-1.029195,-1.029195,6
-0.597315,-0.49509,-0.289214,0.77392,1.169564,1.431696,1.509251,1.430313,1.511697,0.734345,-0.467675,-0.591847,-0.589581,0.066887,1.297971,1.461058,1.554358,1.417228,1.525421,1.488399,1.065414,-0.122254,-0.515335,-1.041216,-1.041216,6
-0.954764,-0.623183,1.529814,1.462476,1.563091,1.382805,-0.706278,-0.96968,-0.289585,1.486553,1.594215,1.450731,1.665077,1.657639,-0.851094,-0.459496,-1.281921,-1.195477,-0.569899,-0.590277,-1.165665,-1.323341,-0.416275,-0.300606,-0.357687,4
-0.611676,-0.52867,-0.32841,0.667104,1.052415,1.313206,1.4775,1.43863,1.534789,1.413094,1.204958,-0.476184,-0.585574,-0.541642,-0.130941,1.076257,1.483715,1.579647,1.443489,1.546314,1.514789,-0.160195,-0.575156,-1.034026,-1.034026,6
-0.856015,-0.57943,1.505757,1.626219,1.384956,-0.363264,-0.821986,-0.925961,-0.653579,-0.190092,1.551866,1.552887,1.713672,1.671817,-0.36898,-0.810382,-0.458084,-0.628925,-1.140086,-1.34242,-0.506949,-0.538579,-1.243788,-1.290985,-0.413439,3
-0.947518,-0.665198,1.267823,1.590137,1.483419,-0.628663,-0.947479,-0.664746,1.496784,1.630229,1.401465,1.633571,-0.405991,-0.873484,-0.575697,-0.569447,-1.358488,-0.7796,-0.79658,-0.532617,-0.63334,-1.350902,-1.292787,-0.488711,-0.467741,3
-0.744659,-0.490201,1.368613,1.521123,1.474057,1.313872,-0.517673,-0.766172,-0.712177,-0.291757,1.440929,1.626364,1.433253,1.619698,1.685146,-0.500826,-0.667435,-0.546437,-0.725388,-1.344646,-0.59928,-0.720136,-1.217983,-1.330672,-0.552538,2
-0.758587,-0.514669,1.311459,1.547921,1.575317,1.452707,1.267894,-0.574447,-0.713607,-0.718929,-0.366998,1.343795,1.529732,1.491107,1.654363,-0.251461,-0.686997,-0.64049,-1.204295,-1.122038,-0.68931,-1.177348,-1.238257,-1.120062,-0.600429,2
-0.856508,-0.766142,-0.330584,1.40829,1.553589,1.556775,-0.810836,-0.857081,-0.37581,1.366442,1.611369,1.684656,1.526186,1.690816,-0.320961,-0.793884,-0.576382,-1.232097,-1.234392,-0.606907,-0.674268,-1.238534,-1.305512,-0.466452,-0.470934,3
-0.624459,-0.536168,-0.320448,0.49035,1.407622,1.320199,-0.321361,-0.504962,-0.598908,-0.547547,-0.337753,0.888488,1.537744,1.644207,1.568387,1.421592,1.385429,1.416522,1.592271,1.632152,1.274008,-0.346867,-0.53289,-1.035508,-1.035508,6
-0.852767,-0.591892,1.15897,1.63295,1.521146,1.691562,1.073762,-0.356579,-0.769067,-0.716485,1.307025,1.482015,1.491671,1.585688,1.537409,1.332097,-0.078646,-0.787193,-0.486136,-1.349802,-0.746334,-0.563145,-0.660634,-1.397497,-0.465639,3
-0.866939,-0.773342,-0.357803,1.407015,1.605518,1.621398,1.51411,1.299145,-0.468112,-0.707304,-0.79234,-0.687221,1.525342,1.449233,1.727525,1.629725,-0.344905,-0.801714,-0.566415,-1.283369,-0.604295,-0.651239,-1.341088,-0.602552,-0.475452,3
-0.912063,-0.824436,-0.587562,1.148257,1.526297,1.541259,1.431288,-0.488089,-0.887351,-0.681498,1.569687,1.658462,1.516572,1.721053,1.657963,1.409095,-0.818675,-0.561254,-1.137541,-1.194397,-0.57048,-0.582998,-1.301953,-0.556167,-0.514148,2
-0.599753,-0.533019,-0.341808,1.480707,1.560526,1.491316,1.497505,1.597151,1.498262,-0.386264,-0.536681,-0.540521,-0.456989,-0.253464,1.418065,1.547265,1.41617,1.406446,1.489169,1.466436,1.274341,-0.34393,-0.532539,-1.035093,-1.035093,6
-0.84114,-0.595056,1.242886,1.613082,1.327984,1.446117,-0.432112,-0.670459,-0.836688,-0.286637,1.512903,1.447194,1.639473,1.474483,-0.783618,-0.492345,-1.187799,-1.263023,-0.612901,-0.620962,-0.74159,-1.335284,-1.179325,-0.488844,-0.424572,3
-0.585738,-0.512569,-0.313487,0.149619,0.917634,1.364658,1.528873,1.425814,1.489487,1.486424,0.834268,-0.386711,-0.55225,-0.562676,-0.425079,-0.232058,1.410607,1.545721,1.456557,1.528216,1.336431,-0.140859,-0.555357,-1.037412,-1.037412,5
-0.612223,-0.514601,-0.336223,0.102833,1.390955,1.488636,1.40037,1.256086,0.83147,-0.420769,-0.600831,-0.624133,-0.254583,1.412374,1.563603,1.636098,1.431557,1.512997,1.53065,1.499816,0.874073,-0.317981,-0.518991,-1.031401,-1.031401,6
-0.773766,-0.580258,0.787633,1.582879,1.496947,1.311015,-0.581708,-0.859264,-0.562573,1.513614,1.611017,1.441968,1.694135,1.577251,-0.277636,-0.774372,-0.553374,-0.603894,-1.251194,-1.209289,-0.650431,-1.253467,-1.344106,-0.536296,-0.469023,2
-0.67199,-0.681464,-0.490631,0.358456,1.508409,1.36645,-0.35803,-0.712086,-0.35606,1.392814,1.544044,1.420047,1.665723,1.60865,0.913776,-0.471655,-0.59513,-0.496425,-0.914711,-1.352092,-1.268585,-0.826494,-0.585222,-1.393714,-0.553151,2
-0.570608,-0.487522,-0.291119,1.211472,1.420374,1.512583,1.433773,1.554972,1.405391,0.785631,-0.224611,-0.578233,-0.616347,-0.230409,1.187111,1.376767,1.48749,1.431824,1.524642,1.496748,1.36958,-0.092303,-0.509838,-1.041007,-1.041007,6
-0.822433,-0.539844,1.25641,1.564655,1.522486,1.343921,-0.609778,-0.858184,-0.605766,1.41016,1.583687,1.430871,1.65851,1.660749,-0.771495,-0.596287,-0.663646,-1.276945,-1.319954,-0.525682,-0.658366,-1.328854,-1.351057,-0.427611,-0.517304,2
-0.94993,-0.840845,1.51628,1.636742,1.492504,1.652592,1.623885,1.481233,-0.474528,-0.911291,-0.736251,1.28786,1.453055,1.507826,1.50043,1.354255,-0.872317,-0.386648,-1.404734,-0.741816,-0.442511,-0.635514,-1.4147,-1.399425,-0.395453,4
-0.870787,-0.561242,1.475007,1.545996,1.504357,-0.440487,-0.829093,-0.82469,-0.660865,1.517197,1.627441,1.404385,1.669081,1.570026,-0.814675,-0.511641,-1.310388,-1.269537,-0.831661,-0.564122,-0.647089,-1.215901,-1.347058,-0.687885,-0.477614,2
-0.687125,-0.654091,-0.287457,1.417441,1.41315,1.243461,-0.294521,-0.734174,-0.448852,1.563591,1.68257,1.422017,1.764655,1.478646,0.207824,-0.562826,-0.64757,-0.553388,-1.216985,-1.202513,-0.640249,-1.254195,-1.319224,-0.479683,-0.470274,2
-0.591839,-0.520467,-0.315282,0.707325,1.418423,1.468582,1.436735,1.609504,1.029434,0.872247,0.657848,-0.322129,-0.605499,-0.558263,-0.384288,1.517262,1.585619,1.444583,1.559118,1.565487,0.893289,-0.131218,-0.525324,-1.031407,-1.031407,6
-0.577431,-0.487448,-0.287191,0.982554,1.419068,1.539559,1.378421,1.496567,1.4433,0.632806,-0.351915,-0.502769,-0.536169,-0.519854,-0.345695,1.370492,1.532636,1.571608,1.382441,1.57038,1.398298,-0.086991,-0.480982,-1.043794,-1.043794,6
-0.841662,-0.365909,0.818985,1.505422,1.385555,0.493347,-0.613657,-0.776252,-0.770917,-0.712981,1.560889,1.688512,1.472752,1.758317,1.748916,-0.3154,-0.754089,-0.627759,-1.102995,-0.995397,-0.662661,-1.262958,-1.10095,-0.504742,-0.535038,2
-0.896435,-0.793023,-0.346191,1.483909,1.599502,1.546151,1.36867,-0.371799,-0.793912,-0.849735,-0.736809,-0.22656,1.502226,1.614974,1.498847,1.712429,-0.836504,-0.566726,-1.231213,-1.098653,-0.645187,-0.735635,-1.294071,-0.595233,-0.517963,3
-0.763658,-0.55584,0.549181,1.51239,1.551312,1.297397,-0.401929,-0.747852,-0.544057,1.394038,1.539662,1.452552,1.611415,1.672312,1.522981,-0.216245,-0.685472,-0.574824,-0.806551,-1.308022,-0.654229,-0.919396,-1.19211,-1.270083,-0.644962,2
-0.954273,-0.599973,1.467252,1.369034,-0.578954,-0.957023,-0.912789,-0.501701,1.120095,1.616901,1.390999,1.781193,1.683689,-0.40793,-0.862734,-0.430752,-1.312037,-1.223802,-0.678851,-0.501594,-0.625617,-1.227766,-1.331913,-0.849412,-0.448664,4
-0.980982,-0.395444,1.533651,1.646595,1.540731,1.671375,1.364404,-0.703511,-0.90096,-0.950925,-0.544463,1.373507,1.541068,1.47347,1.649629,-0.890761,-0.465705,-1.376402,-0.628918,-0.479495,-0.600715,-1.33431,-1.324954,-0.504797,-0.443757,4
-0.589534,-0.331444,0.107955,1.124675,1.337417,1.507353,1.531063,1.527522,1.383549,-0.083298,-0.454594,-0.573356,-0.513288,-0.373628,1.520764,1.600904,1.519691,1.420347,1.535461,1.518725,0.621304,-0.111793,-0.516764,-1.033321,-1.033321,6
-0.540202,-0.299465,0.147637,1.418678,1.330401,1.474503,0.833087,-0.377735,-0.519437,-0.563753,-0.433957,-0.003247,1.226472,1.582188,1.568728,1.344488,1.353148,1.511233,1.580727,1.506746,1.336036,-0.08903,-0.463236,-1.049943,-1.049943,6
-0.975506,-0.864121,1.097775,1.471562,1.458984,-0.572395,-0.929963,-0.856751,-0.408913,0.582549,1.664854,1.396981,1.482374,1.796584,1.396981,-0.886429,-0.479102,-1.23548,-1.047329,-0.591393,-0.758361,-1.211296,-1.324249,-0.420431,-0.374027,3
-0.628246,-0.538205,-0.333212,0.901816,1.460269,1.369912,1.436682,1.318397,0.420224,-0.335935,-0.522458,-0.618964,-0.525286,-0.312853,1.591463,1.619743,1.417437,1.395728,1.617866,1.563417,1.364866,-0.349312,-0.552287,-1.034993,-1.034993,6
